ID	adj.P.Val	P.Value	t	B	logFC	GeneSymbol
5924_at	0.1041098	4.82e-03	-2.9258647	-2.19811	-0.48584895	RASGRF2
100423020_at	0.1041098	4.82e-03	-2.9257171	-2.19847	-0.34041384	MIR4258
55165_at	0.1041098	4.82e-03	2.9256023	-2.19875	0.29211364	CEP55
64754_at	0.1042185	4.83e-03	-2.9249212	-2.20041	-0.28462311	SMYD3
3005_at	0.1046578	4.85e-03	2.923058	-2.20494	0.39520969	H1F0
23357_at	0.1046578	4.86e-03	-2.9228053	-2.20556	-0.32966347	ANGEL1
59352_at	0.1048749	4.87e-03	-2.9217586	-2.20811	-0.28187977	LGR6
257019_at	0.1050551	4.88e-03	2.9208385	-2.21035	0.32690968	FRMD3
80304_at	0.1051105	4.89e-03	-2.9203416	-2.21156	-0.24944414	C2orf44
100505967_at	0.1052078	4.90e-03	-2.9197033	-2.21311	-0.19220544	LINC00645
11129_at	0.1054288	4.91e-03	-2.9186478	-2.21568	-0.14945565	CLASRP
56729_at	0.1056238	4.93e-03	2.9176813	-2.21803	0.29414981	RETN
127933_at	0.1056423	4.94e-03	2.9171353	-2.21936	0.28473853	UHMK1
102723508_at	0.1056423	4.94e-03	-2.9166776	-2.22047	-0.30537716	KANTR
4312_at	0.1056423	4.94e-03	2.9165124	-2.22087	0.18517419	MMP1
2146_at	0.1056423	4.95e-03	2.9163868	-2.22118	0.29665031	EZH2
9134_at	0.1056688	4.95e-03	2.9157754	-2.22266	0.36106411	CCNE2
1033_at	0.1056688	4.96e-03	2.9156831	-2.22289	0.41645477	CDKN3
101927221_at	0.1057192	4.97e-03	2.9149982	-2.22455	0.40217968	UBR5-AS1
10621_at	0.1057192	4.98e-03	-2.9141276	-2.22667	-0.26154952	POLR3F
27148_at	0.1057192	4.98e-03	-2.9140787	-2.22679	-0.22110238	STK36
996_at	0.1057192	4.98e-03	2.9140556	-2.22684	0.42073484	CDC27
23200_at	0.1057192	4.98e-03	2.9139808	-2.22702	0.30847964	ATP11B
51361_at	0.1057262	4.98e-03	-2.9136517	-2.22782	-0.40893265	HOOK1
81571_at	0.1058973	5.00e-03	-2.9125908	-2.2304	-0.373454	MIR600HG
93589_at	0.1058973	5.00e-03	-2.9123804	-2.23091	-0.18928177	CACNA2D4
101929241_at	0.1058973	5.01e-03	-2.9121596	-2.23145	-0.27667153	LOC101929241
5435_at	0.1060085	5.02e-03	-2.9114184	-2.23325	-0.18135623	POLR2F
83943_at	0.1060085	5.02e-03	-2.9111761	-2.23384	-0.15637048	IMMP2L
80208_at	0.1064774	5.05e-03	2.909054	-2.23899	0.40402785	SPG11
11177_at	0.1064774	5.05e-03	2.9088805	-2.23941	0.50075038	BAZ1A
100861546_at	0.1064774	5.05e-03	-2.9086503	-2.23997	-0.32339707	LINC00564
79132_at	0.1064774	5.06e-03	2.9082429	-2.24095	0.4835344	DHX58
1647_at	0.1064774	5.07e-03	2.9074454	-2.24289	0.4667644	GADD45A
3069_at	0.1064774	5.07e-03	2.9074099	-2.24297	0.3753941	HDLBP
482_at	0.1064774	5.07e-03	2.9073638	-2.24309	0.4740614	ATP1B2
56106_at	0.1064774	5.08e-03	-2.9071056	-2.24371	-0.28026364	PCDHGA10
400058_at	0.1064774	5.08e-03	2.9068714	-2.24428	0.28042085	MKRN9P
51742_at	0.1065551	5.09e-03	2.9063089	-2.24564	0.32412284	ARID4B
55450_at	0.1067006	5.10e-03	-2.9053798	-2.2479	-0.22734664	CAMK2N1
5266_at	0.1067006	5.10e-03	-2.9052182	-2.24829	-0.90514728	PI3
55827_at	0.1068413	5.11e-03	2.9044462	-2.25016	0.39128637	DCAF6
100996251_at	0.1070691	5.13e-03	-2.9033842	-2.25273	-0.19739875	LOC100996251
838_at	0.1073194	5.15e-03	2.9022489	-2.25548	0.78624763	CASP5
1676_at	0.1073923	5.16e-03	-2.9014277	-2.25747	-0.22357409	DFFA
203054_at	0.1073923	5.16e-03	-2.9014048	-2.25753	-0.13823849	ADCK5
1105_at	0.1075888	5.18e-03	2.9001684	-2.26052	0.42056438	CHD1
643650_at	0.1075888	5.18e-03	-2.9001505	-2.26057	-0.18244502	LINC00842
28703_at	0.1076997	5.19e-03	-2.8994824	-2.26218	-0.74511807	TRAJ52
9071_at	0.1077578	5.19e-03	-2.8989895	-2.26338	-0.22778434	CLDN10
23098_at	0.1080446	5.22e-03	-2.8972642	-2.26755	-0.22402346	SARM1
9120_at	0.1080446	5.22e-03	2.8969071	-2.26842	0.36318244	SLC16A6
85413_at	0.1080446	5.23e-03	2.8967144	-2.26888	0.29102609	SLC22A16
79634_at	0.1080446	5.23e-03	2.8963967	-2.26965	0.21448109	SCRN3
91056_at	0.1080446	5.23e-03	2.8962929	-2.2699	0.47820822	AP5B1
10274_at	0.1080446	5.23e-03	2.8962444	-2.27002	0.24565309	STAG1
84162_at	0.1082956	5.25e-03	2.895116	-2.27275	0.41265563	KIAA1109
8748_at	0.1083185	5.26e-03	-2.8947425	-2.27365	-0.32137617	ADAM20
101954267_at	0.1084576	5.27e-03	-2.8939071	-2.27567	-0.59017129	RNVU1-15
51619_at	0.1084576	5.27e-03	-2.8936873	-2.2762	-0.30350603	UBE2D4
196383_at	0.1086761	5.29e-03	2.8926697	-2.27866	0.36406253	RILPL2
7556_at	0.108896	5.30e-03	-2.8915201	-2.28144	-0.32259925	ZNF10
57609_at	0.108896	5.31e-03	2.8913517	-2.28184	0.33331053	DIP2B
117854_at	0.1089947	5.31e-03	2.8907305	-2.28334	0.43324439	TRIM6
57666_at	0.1093944	5.34e-03	-2.8891088	-2.28726	-0.14109164	FBRSL1
7779_at	0.1093944	5.34e-03	2.8888262	-2.28794	0.29000982	SLC30A1
113189_at	0.1094214	5.35e-03	-2.8882365	-2.28937	-0.25380108	CHST14
100500823_at	0.1094214	5.36e-03	-2.8877718	-2.29049	-0.11139254	MIR3920
8678_at	0.1094214	5.36e-03	2.8876616	-2.29075	0.31501285	BECN1
352961_at	0.1094214	5.36e-03	2.8875538	-2.29101	0.30239696	HCG26
6932_at	0.1095413	5.37e-03	-2.8868659	-2.29267	-0.67679549	TCF7
9209_at	0.109806	5.39e-03	2.8856776	-2.29554	0.24561933	LRRFIP2
9976_at	0.109806	5.40e-03	2.885341	-2.29635	0.35802767	CLEC2B
26151_at	0.109806	5.41e-03	-2.884483	-2.29842	-0.20692537	NAT9
3422_at	0.109806	5.41e-03	2.8843269	-2.2988	0.25255367	IDI1
1870_at	0.109806	5.42e-03	2.8837451	-2.3002	0.48705913	E2F2
104797538_at	0.109806	5.43e-03	-2.8832252	-2.30145	-0.19525826	KCNMB2-AS1
101927932_at	0.109806	5.43e-03	-2.8832085	-2.30149	-0.23476432	LOC101927932
677840_at	0.109806	5.43e-03	2.882929	-2.30217	0.61320814	SNORA71D
286_at	0.109806	5.43e-03	2.8828591	-2.30234	0.86950098	ANK1
166793_at	0.109806	5.44e-03	-2.882625	-2.3029	-0.17517378	ZBTB49
55605_at	0.109806	5.44e-03	-2.8824875	-2.30323	-0.29419433	KIF21A
1359_at	0.109806	5.44e-03	-2.8824721	-2.30327	-0.58359913	CPA3
22845_at	0.1098962	5.45e-03	-2.881807	-2.30487	-0.2258931	DOLK
440482_at	0.1098962	5.45e-03	-2.8815922	-2.30539	-0.63314554	ANKRD20A5P
84775_at	0.1099217	5.46e-03	-2.8812168	-2.30629	-0.36099868	ZNF607
100507316_at	0.1101111	5.47e-03	-2.8801221	-2.30893	-0.24803851	MINCR
115286_at	0.1101111	5.48e-03	-2.8800152	-2.30919	-0.25489591	SLC25A26
6780_at	0.1107727	5.51e-03	2.8775737	-2.31507	0.43132078	STAU1
5893_at	0.1109088	5.53e-03	-2.8764585	-2.31775	-0.19233137	RAD52
101927070_at	0.1109088	5.53e-03	-2.8764385	-2.3178	-0.30557234	LOC101927070
28665_at	0.1109088	5.53e-03	-2.8762588	-2.31823	-0.30612279	TRAV18
358_at	0.1110806	5.55e-03	2.8754119	-2.32027	0.43874526	AQP1
100129075_at	0.1112889	5.57e-03	-2.8741712	-2.32325	-0.2468835	KTN1-AS1
54509_at	0.1112889	5.57e-03	-2.8739557	-2.32377	-0.43197689	RHOF
386758_at	0.1112889	5.57e-03	-2.8738676	-2.32398	-0.23285438	ZNF582-AS1
55274_at	0.1113687	5.58e-03	-2.8729486	-2.32619	-0.41731342	PHF10
10520_at	0.1113687	5.59e-03	-2.8724731	-2.32734	-0.30747569	ZNF211
26148_at	0.1113687	5.59e-03	2.8724425	-2.32741	0.30084548	C10orf12
79730_at	0.1113687	5.60e-03	2.8722667	-2.32783	0.66531731	NSUN7
3669_at	0.1113687	5.60e-03	2.8718925	-2.32873	0.27914688	ISG20
343099_at	0.1113687	5.60e-03	2.8718725	-2.32878	0.40153644	CCDC18
116983_at	0.1114727	5.61e-03	-2.8712257	-2.33033	-0.18499651	ACAP3
54994_at	0.1114727	5.62e-03	2.8706145	-2.3318	0.41898536	GID8
404550_at	0.1114727	5.62e-03	-2.8704564	-2.33218	-0.17542676	C16orf74
6640_at	0.1114727	5.62e-03	-2.8703829	-2.33236	-0.15758121	SNTA1
59349_at	0.1115025	5.63e-03	2.869999	-2.33328	0.19694311	KLHL12
400684_at	0.1115236	5.64e-03	-2.869643	-2.33414	-0.29125872	LOC400684
54429_at	0.1115426	5.64e-03	-2.8692941	-2.33497	-0.22946766	TAS2R5
23175_at	0.1115534	5.65e-03	-2.8689721	-2.33575	-0.21629447	LPIN1
441864_at	0.1115576	5.65e-03	2.8686713	-2.33647	0.57461682	TARM1
84905_at	0.1117577	5.67e-03	-2.8677398	-2.33871	-0.15107107	ZNF341
4094_at	0.1118008	5.69e-03	-2.866371	-2.34199	-0.40732435	MAF
220972_at	0.1118008	5.69e-03	2.8662636	-2.34225	0.76761846	Mar-08
80350_at	0.1118008	5.69e-03	-2.8660163	-2.34284	-0.54961548	LPAL2
339210_at	0.1118008	5.70e-03	-2.8657263	-2.34354	-0.19736391	C17orf67
3800_at	0.1118008	5.70e-03	-2.8655264	-2.34402	-0.19205054	KIF5C
57563_at	0.1118008	5.70e-03	2.865494	-2.3441	0.45329049	KLHL8
205428_at	0.1118008	5.71e-03	2.8650662	-2.34512	0.19068061	C3orf58
9748_at	0.1118008	5.72e-03	2.8645105	-2.34646	0.33100217	SLK
26253_at	0.1118008	5.73e-03	2.8639448	-2.34781	0.68915501	CLEC4E
4603_at	0.1118008	5.73e-03	-2.8638313	-2.34809	-0.76693844	MYBL1
123803_at	0.1118008	5.73e-03	2.8637678	-2.34824	0.57673022	NTAN1
8742_at	0.1118008	5.73e-03	-2.8637181	-2.34836	-0.32686265	TNFSF12
4077_at	0.1118008	5.73e-03	2.8635674	-2.34872	0.30199823	NBR1
58484_at	0.1118008	5.74e-03	2.862779	-2.35061	0.45467789	NLRC4
401331_at	0.1118008	5.75e-03	-2.8622279	-2.35193	-0.21074062	RASA4CP
200539_at	0.1118008	5.76e-03	-2.8620293	-2.35241	-0.15002291	ANKRD23
23180_at	0.1118008	5.76e-03	-2.8617451	-2.35309	-0.42045309	RFTN1
10223_at	0.1118008	5.77e-03	-2.861446	-2.35381	-0.28839379	GPA33
149076_at	0.1118008	5.77e-03	-2.8614307	-2.35384	-0.20228788	ZNF362
4968_at	0.1118008	5.77e-03	-2.8610218	-2.35482	-0.18084417	OGG1
770_at	0.1118008	5.77e-03	-2.8609167	-2.35507	-0.2185126	CA11
5168_at	0.1118008	5.78e-03	-2.860721	-2.35554	-0.18300259	ENPP2
79710_at	0.1118008	5.78e-03	-2.8607133	-2.35556	-0.25303695	MORC4
1776_at	0.1118008	5.78e-03	-2.8603435	-2.35645	-0.20718666	DNASE1L3
51741_at	0.1118008	5.80e-03	-2.859641	-2.35813	-0.16911217	WWOX
202052_at	0.1118008	5.80e-03	-2.859564	-2.35832	-0.22189274	DNAJC18
26260_at	0.1118008	5.80e-03	-2.8595209	-2.35842	-0.26433235	FBXO25
10919_at	0.1118008	5.80e-03	-2.8594434	-2.3586	-0.17425833	EHMT2
412_at	0.1118008	5.80e-03	2.8593691	-2.35878	0.42275472	STS
50615_at	0.1118258	5.81e-03	-2.8590077	-2.35965	-0.38911912	IL21R
1285_at	0.1118527	5.81e-03	-2.8584937	-2.36088	-0.21642977	COL4A3
55296_at	0.1118527	5.82e-03	-2.85836	-2.3612	-0.41299743	TBC1D19
152485_at	0.1119974	5.83e-03	-2.8572582	-2.36384	-0.41723545	ZNF827
23203_at	0.1119974	5.84e-03	-2.8571549	-2.36408	-0.16776677	PMPCA
140612_at	0.1119974	5.84e-03	-2.8567907	-2.36496	-0.19478007	ZFP28
2796_at	0.1119974	5.84e-03	-2.8567741	-2.365	-0.18021387	GNRH1
353514_at	0.1120177	5.85e-03	2.8564294	-2.36582	0.60850459	LILRA5
100652768_at	0.1120332	5.85e-03	-2.8561002	-2.36661	-0.26547181	LOC100652768
80003_at	0.1120755	5.86e-03	-2.8556813	-2.36761	-0.49058536	PCNXL2
693156_at	0.1120755	5.86e-03	-2.8554062	-2.36827	-0.36775272	MIR571
8115_at	0.1121489	5.87e-03	-2.8548917	-2.3695	-0.58319811	TCL1A
5687_at	0.1123714	5.89e-03	2.8538981	-2.37188	0.43118248	PSMA6
9871_at	0.1126049	5.91e-03	2.8528707	-2.37434	0.27423775	SEC24D
2352_at	0.1126061	5.91e-03	2.8525887	-2.37501	0.71704307	FOLR3
3013_at	0.1127088	5.92e-03	2.8519818	-2.37646	0.23504517	HIST1H2AD
414777_at	0.1127807	5.93e-03	-2.8514737	-2.37768	-0.36113087	HCG18
399665_at	0.112901	5.95e-03	-2.8502662	-2.38056	-0.62431698	FAM102A
100874300_at	0.112901	5.95e-03	-2.8500813	-2.381	-0.22809266	SYNJ2-IT1
149603_at	0.112901	5.96e-03	2.8497424	-2.38181	0.43985092	RNF187
26119_at	0.112901	5.96e-03	-2.8497332	-2.38184	-0.29303716	LDLRAP1
55568_at	0.112901	5.96e-03	2.8497028	-2.38191	0.48241992	GALNT10
132001_at	0.1129426	5.96e-03	-2.8492719	-2.38294	-0.29792273	TAMM41
26973_at	0.1129426	5.97e-03	-2.8490169	-2.38355	-0.25530202	CHORDC1
2766_at	0.1131562	5.99e-03	2.8477279	-2.38663	0.99542249	GMPR
221785_at	0.1131562	5.99e-03	-2.8477045	-2.38668	-0.18443425	ZSCAN25
100507297_at	0.1131562	5.99e-03	2.847506	-2.38716	0.32240444	TMEM44-AS1
57498_at	0.1132567	6.00e-03	2.8469097	-2.38858	0.37252469	KIDINS220
10499_at	0.1133357	6.01e-03	2.8463821	-2.38984	0.34355635	NCOA2
100507283_at	0.1134719	6.03e-03	-2.8454129	-2.39215	-0.3020632	LOC100507283
64926_at	0.1134719	6.03e-03	-2.8452468	-2.39255	-0.3318168	RASAL3
8204_at	0.1134719	6.04e-03	2.8449696	-2.39321	0.26479136	NRIP1
79754_at	0.1134719	6.04e-03	-2.8448427	-2.39352	-0.1643233	ASB13
8434_at	0.1134719	6.04e-03	-2.8445731	-2.39416	-0.27248652	RECK
5657_at	0.113523	6.05e-03	2.8438438	-2.3959	0.42752075	PRTN3
79363_at	0.113523	6.06e-03	-2.8436471	-2.39637	-0.19560214	RSG1
3964_at	0.113523	6.06e-03	2.8435879	-2.39651	0.29968729	LGALS8
919_at	0.1135459	6.06e-03	-2.843241	-2.39734	-0.58747641	CD247
158586_at	0.1136977	6.08e-03	-2.842484	-2.39914	-0.63290809	ZXDB
100616243_at	0.1137518	6.09e-03	-2.8418148	-2.40074	-0.21543375	MIR4759
4620_at	0.1137518	6.09e-03	-2.8417654	-2.40086	-0.25096743	MYH2
1869_at	0.1139024	6.10e-03	2.8410135	-2.40265	0.19359413	E2F1
284349_at	0.1141317	6.13e-03	-2.8391216	-2.40716	-0.3381546	ZNF283
441250_at	0.1141317	6.14e-03	-2.8389147	-2.40765	-0.3974311	TYW1B
1109_at	0.1141317	6.14e-03	-2.8389009	-2.40768	-0.20618724	AKR1C4
6814_at	0.1141317	6.14e-03	2.8386772	-2.40822	0.42375573	STXBP3
81930_at	0.1141317	6.14e-03	2.838658	-2.40826	0.32425269	KIF18A
28752_at	0.1141317	6.15e-03	-2.838442	-2.40878	-0.75787249	TRAJ3
6993_at	0.1141317	6.15e-03	2.8383791	-2.40893	0.41898349	DYNLT1
414764_at	0.1141556	6.15e-03	-2.8380313	-2.40976	-0.15244149	HCG23
2799_at	0.1142552	6.16e-03	2.8374441	-2.41115	0.38755367	GNS
79705_at	0.1143027	6.17e-03	2.8370224	-2.41216	0.2483094	LRRK1
6535_at	0.1143034	6.17e-03	2.836749	-2.41281	0.72192153	SLC6A8
728294_at	0.1143902	6.18e-03	-2.8362032	-2.41411	-0.19127123	D2HGDH
57673_at	0.1146117	6.20e-03	-2.8352318	-2.41642	-0.14519508	BEND3
84669_at	0.1149399	6.22e-03	2.8339251	-2.41953	0.28975932	USP32
7095_at	0.1149821	6.24e-03	2.8331982	-2.42126	0.60238025	SEC62
5371_at	0.1149821	6.24e-03	2.8331853	-2.42129	0.43968316	PML
28742_at	0.1149821	6.24e-03	-2.8329812	-2.42178	-0.71278978	TRAJ13
28667_at	0.1149948	6.25e-03	-2.8325325	-2.42285	-0.54893879	TRAV16
100287896_at	0.1149948	6.25e-03	-2.8322073	-2.42362	-0.19271122	LOC100287896
2185_at	0.1149948	6.25e-03	2.8321317	-2.4238	0.29941744	PTK2B
25973_at	0.1151131	6.27e-03	-2.8313097	-2.42575	-0.24135667	PARS2
9540_at	0.1151131	6.27e-03	2.831025	-2.42643	0.22915218	TP53I3
55558_at	0.1151131	6.27e-03	-2.8309515	-2.42661	-0.1786254	PLXNA3
51759_at	0.1152509	6.29e-03	2.8299952	-2.42888	0.91817361	C9orf78
6138_at	0.1152509	6.30e-03	-2.8295508	-2.42994	-0.27134452	RPL15
6102_at	0.1152509	6.30e-03	2.8295045	-2.43005	0.39664242	RP2
5826_at	0.1152509	6.30e-03	-2.8292966	-2.43054	-0.22998621	ABCD4
159989_at	0.1152509	6.31e-03	-2.8289001	-2.43148	-0.1795797	CCDC67
9810_at	0.1152509	6.32e-03	2.8282075	-2.43313	0.37878519	RNF40
80232_at	0.1152509	6.33e-03	2.8278808	-2.4339	0.45652639	WDR26
1978_at	0.1152509	6.33e-03	-2.8277667	-2.43417	-0.26522589	EIF4EBP1
57600_at	0.1152509	6.33e-03	2.8275546	-2.43468	0.16757347	FNIP2
23229_at	0.1152509	6.33e-03	-2.8275357	-2.43472	-0.31753855	ARHGEF9
3993_at	0.1152509	6.34e-03	-2.8273231	-2.43523	-0.24507872	LLGL2
7547_at	0.1152509	6.34e-03	-2.8273028	-2.43528	-0.27778627	ZIC3
51246_at	0.1152633	6.34e-03	2.8269971	-2.436	0.32456615	SHISA5
378108_at	0.1153538	6.35e-03	-2.8264457	-2.43731	-0.39051512	TRIM74
2323_at	0.1154415	6.37e-03	-2.825655	-2.43919	-0.55601445	FLT3LG
54496_at	0.1154415	6.37e-03	-2.8256373	-2.43923	-0.19995984	PRMT7
28692_at	0.1156963	6.39e-03	-2.824368	-2.44225	-0.39223621	TRAV1-2
2153_at	0.1156963	6.39e-03	2.8240396	-2.44302	0.56614615	F5
11238_at	0.1156963	6.39e-03	-2.8240391	-2.44303	-0.49552902	CA5B
2176_at	0.116155	6.44e-03	-2.8215491	-2.44893	-0.20904801	FANCC
51131_at	0.116155	6.44e-03	2.8214266	-2.44922	0.48508612	PHF11
4973_at	0.116155	6.44e-03	2.8212891	-2.44955	0.81987846	OLR1
10462_at	0.116155	6.45e-03	-2.8211511	-2.44988	-0.31303142	CLEC10A
143_at	0.116155	6.45e-03	2.8209887	-2.45026	0.39950374	PARP4
9836_at	0.116155	6.45e-03	-2.8208072	-2.45069	-0.28648498	LCMT2
22859_at	0.116155	6.45e-03	-2.8207468	-2.45084	-0.19789614	ADGRL1
9046_at	0.116252	6.46e-03	-2.8201791	-2.45218	-0.35538272	DOK2
100131089_at	0.1162673	6.47e-03	-2.8198671	-2.45292	-0.25891614	SRP14-AS1
7710_at	0.1163332	6.48e-03	-2.8193969	-2.45404	-0.33018331	ZNF154
439996_at	0.1164808	6.49e-03	2.8186721	-2.45575	1.15017648	IFIT1B
54676_at	0.116844	6.51e-03	2.8172766	-2.45906	0.32651558	GTPBP2
4783_at	0.1168445	6.52e-03	2.8170114	-2.45969	0.59243106	NFIL3
79033_at	0.1169138	6.53e-03	-2.8164004	-2.46114	-0.18442092	ERI3
4671_at	0.1169138	6.54e-03	2.8159138	-2.46229	0.87078682	NAIP
9334_at	0.1169138	6.54e-03	2.815911	-2.4623	0.55074351	B4GALT5
6609_at	0.1169138	6.55e-03	-2.8155202	-2.46322	-0.19382381	SMPD1
65988_at	0.1169138	6.55e-03	-2.8154804	-2.46332	-0.15994027	ZNF747
2208_at	0.1169774	6.56e-03	-2.8150198	-2.46441	-0.3686031	FCER2
100131096_at	0.117066	6.57e-03	-2.8141018	-2.46658	-0.31591693	TNRC6C-AS1
28699_at	0.117066	6.58e-03	-2.8138432	-2.46719	-0.79695707	TRAJ56
5887_at	0.117066	6.58e-03	2.8136973	-2.46754	0.31301825	RAD23B
51593_at	0.117066	6.58e-03	-2.8135096	-2.46798	-0.18636521	SRRT
4173_at	0.117066	6.58e-03	2.8134339	-2.46816	0.28175463	MCM4
83592_at	0.1170784	6.59e-03	2.8131339	-2.46887	0.27077663	AKR1E2
84283_at	0.1172305	6.61e-03	-2.8121767	-2.47113	-0.1853091	TMEM79
79269_at	0.1172305	6.61e-03	2.8118313	-2.47195	0.42217565	DCAF10
376940_at	0.1172305	6.62e-03	2.8116144	-2.47247	0.27977963	ZC3H6
338799_at	0.1172305	6.62e-03	-2.8114908	-2.47276	-0.27904484	LINC01089
55553_at	0.1172305	6.62e-03	2.811356	-2.47308	0.64774513	SOX6
51108_at	0.1172646	6.63e-03	2.8109897	-2.47394	0.53709601	METTL9
55356_at	0.1177631	6.66e-03	2.8090689	-2.47848	0.55512203	SLC22A15
10591_at	0.1177631	6.67e-03	-2.808924	-2.47883	-0.25677917	DNPH1
104472717_at	0.1177831	6.67e-03	-2.808602	-2.47959	-0.16198563	LINC01224
103352539_at	0.117943	6.69e-03	2.8078267	-2.48142	0.48151947	LINC01410
28626_at	0.117943	6.69e-03	-2.8075879	-2.48198	-0.5278452	TRBJ2-3
3932_at	0.1179447	6.70e-03	-2.8072941	-2.48268	-0.50460102	LCK
9618_at	0.1179447	6.70e-03	-2.807022	-2.48332	-0.16091716	TRAF4
3710_at	0.1179447	6.70e-03	-2.8068043	-2.48384	-0.37161299	ITPR3
100113381_at	0.11799	6.71e-03	-2.8064052	-2.48478	-0.20801712	SNORD19B
26224_at	0.1180701	6.72e-03	2.8058988	-2.48597	0.34135849	FBXL3
54839_at	0.1183964	6.74e-03	-2.8046338	-2.48896	-0.2085595	LRRC49
2959_at	0.118675	6.77e-03	2.8030907	-2.4926	0.33482014	GTF2B
9420_at	0.118675	6.78e-03	-2.802947	-2.49294	-0.25140649	CYP7B1
10418_at	0.118675	6.78e-03	-2.8028291	-2.49322	-0.17389208	SPON1
219541_at	0.118675	6.79e-03	-2.8021363	-2.49486	-0.17233998	MED19
64761_at	0.118675	6.79e-03	2.802041	-2.49508	0.59778631	PARP12
1763_at	0.118675	6.79e-03	2.8019367	-2.49533	0.3297192	DNA2
64778_at	0.118675	6.80e-03	2.8018629	-2.4955	0.39570303	FNDC3B
730051_at	0.118675	6.80e-03	-2.8017113	-2.49586	-0.30945369	ZNF814
51270_at	0.1187119	6.81e-03	2.8013405	-2.49673	0.19068886	TFDP3
51313_at	0.1187636	6.81e-03	2.8009243	-2.49772	0.42162415	FAM198B
55757_at	0.1187651	6.82e-03	2.8006628	-2.49833	0.24530968	UGGT2
26092_at	0.1188333	6.83e-03	2.8001962	-2.49943	0.30644798	TOR1AIP1
100302139_at	0.1188744	6.83e-03	2.7998132	-2.50034	0.42514578	MIR1537
6788_at	0.1190226	6.85e-03	2.7991018	-2.50201	0.17930407	STK3
63894_at	0.11908	6.86e-03	2.7983111	-2.50388	0.22530484	VIPAS39
11119_at	0.11908	6.86e-03	2.7982944	-2.50392	0.39617072	BTN3A1
55220_at	0.11908	6.87e-03	2.798157	-2.50424	0.36417562	KLHDC8A
54847_at	0.119306	6.88e-03	-2.7972084	-2.50648	-0.47488101	SIDT1
5932_at	0.1196296	6.91e-03	2.7959632	-2.50941	0.33592689	RBBP8
1326_at	0.1197536	6.92e-03	2.795329	-2.5109	0.32283651	MAP3K8
56670_at	0.119774	6.93e-03	2.795011	-2.51165	0.4231378	SUCNR1
11326_at	0.1197952	6.93e-03	2.7946557	-2.51249	0.71723224	VSIG4
3852_at	0.1197952	6.94e-03	-2.7943251	-2.51327	-0.24699692	KRT5
27130_at	0.1197952	6.94e-03	-2.7941808	-2.51361	-0.21313498	INVS
728568_at	0.120513	6.99e-03	-2.7914698	-2.51999	-0.25227538	C12orf73
8315_at	0.120513	6.99e-03	2.79142	-2.5201	0.31317577	BRAP
79831_at	0.120513	7.00e-03	-2.791232	-2.52055	-0.19517114	KDM8
2853_at	0.1205761	7.01e-03	-2.790786	-2.5216	-0.35079445	GPR31
254559_at	0.1206376	7.01e-03	-2.7903044	-2.52273	-0.20322447	LINC00925
92745_at	0.1206376	7.03e-03	2.7897237	-2.52409	0.70670706	SLC38A5
2593_at	0.1206376	7.03e-03	-2.7892565	-2.52519	-0.15550541	GAMT
9645_at	0.1206376	7.04e-03	2.7890448	-2.52569	0.63360795	MICAL2
157313_at	0.1206376	7.05e-03	2.7886021	-2.52673	0.25099786	CDCA2
2204_at	0.1206376	7.05e-03	2.7884399	-2.52711	0.5058096	FCAR
730091_at	0.1206376	7.05e-03	-2.7883371	-2.52735	-0.30026451	LINC00886
100422999_at	0.1206376	7.06e-03	-2.787855	-2.52849	-0.14002141	MIR4278
4061_at	0.1206376	7.06e-03	2.787834	-2.52854	0.99697021	LY6E
687_at	0.1206376	7.07e-03	2.7876762	-2.52891	0.39164156	KLF9
89782_at	0.1206376	7.07e-03	-2.7876397	-2.52899	-0.2521899	LMLN
4047_at	0.1206376	7.07e-03	-2.7873662	-2.52964	-0.19092131	LSS
7286_at	0.1206376	7.07e-03	2.7873046	-2.52978	0.27052258	TUFT1
92552_at	0.1208321	7.09e-03	-2.7863195	-2.53209	-0.23961536	ATXN3L
5071_at	0.1208321	7.10e-03	-2.7859678	-2.53292	-0.19204093	PARK2
100128998_at	0.1208321	7.10e-03	-2.7859582	-2.53294	-0.26989082	C20orf181
1266_at	0.1208801	7.11e-03	-2.7851968	-2.53473	-0.23973128	CNN3
728752_at	0.1208801	7.11e-03	-2.7851146	-2.53493	-0.175754	LOC728752
64121_at	0.1208801	7.12e-03	2.7850359	-2.53511	0.31468996	RRAGC
388011_at	0.1208801	7.12e-03	-2.7848061	-2.53565	-0.6096028	LINC01550
57706_at	0.1209731	7.13e-03	2.7842732	-2.5369	0.24418471	DENND1A
693186_at	0.1211687	7.15e-03	2.7834302	-2.53888	0.43420291	MIR601
728040_at	0.1213452	7.16e-03	-2.7826207	-2.54078	-0.19256737	LOC728040
3417_at	0.1213452	7.17e-03	2.782395	-2.54131	0.21614843	IDH1
139189_at	0.1216446	7.19e-03	-2.7812064	-2.5441	-0.25372389	DGKK
9276_at	0.1216446	7.20e-03	2.7809907	-2.5446	0.33436452	COPB2
84865_at	0.1216684	7.20e-03	-2.7806686	-2.54536	-0.18315927	CCDC142
26505_at	0.1217917	7.21e-03	-2.7800471	-2.54682	-0.24419753	CNNM3
101928790_at	0.122541	7.27e-03	-2.7774001	-2.55302	-0.15980503	PEX5L-AS2
3140_at	0.122541	7.27e-03	2.7772976	-2.55326	0.22991828	MR1
