ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
233142_at	8.30e-04	2.31e-04	-3.8227894	-0.138808	-0.2728092	LINC01224
1559990_at	8.30e-04	2.31e-04	3.8227554	-0.138921	0.610693	CAMK1D
213687_s_at	8.31e-04	2.31e-04	-3.8226669	-0.139216	-0.3318564	RPL35A
211114_x_at	8.33e-04	2.32e-04	3.8218807	-0.141833	0.498754	GEMIN2
218203_at	8.33e-04	2.32e-04	-3.8217738	-0.142189	-0.4918445	ALG5
201974_s_at	8.34e-04	2.32e-04	3.8216041	-0.142754	0.3594779	CCZ1
239933_x_at	8.34e-04	2.32e-04	3.8214772	-0.143176	0.2863975	BBOF1
212581_x_at	8.34e-04	2.32e-04	3.8214046	-0.143418	0.3813531	GAPDH
1553723_at	8.35e-04	2.32e-04	3.8212173	-0.144041	1.2488118	ADGRG3
202283_at	8.35e-04	2.32e-04	-3.8211285	-0.144337	-0.6996719	SERPINF1
217331_at	8.35e-04	2.32e-04	3.821056	-0.144578	0.2808669	
220954_s_at	8.35e-04	2.33e-04	3.8209382	-0.14497	0.4965414	MIR6840///STAG3L5P-PVRIG2P-PILRB///PILRB
213835_x_at	8.35e-04	2.33e-04	-3.8208314	-0.145326	-0.4021599	GTPBP3
210102_at	8.36e-04	2.33e-04	-3.8207549	-0.14558	-0.4751835	VWA5A
223202_s_at	8.36e-04	2.33e-04	3.8204807	-0.146493	0.4909136	LOC101928589///TMEM164
243364_at	8.37e-04	2.33e-04	-3.820399	-0.146765	-0.4920713	AUTS2
204118_at	8.37e-04	2.33e-04	3.820215	-0.147377	0.3514125	CD48
205791_x_at	8.37e-04	2.33e-04	3.8200948	-0.147777	0.6879104	ZNF230
238267_s_at	8.37e-04	2.33e-04	3.8200724	-0.147852	0.2931482	
211305_x_at	8.37e-04	2.33e-04	3.8200243	-0.148011	0.2340629	FCAR
1568876_a_at	8.38e-04	2.33e-04	3.8199783	-0.148165	0.3158062	
226577_at	8.38e-04	2.33e-04	3.8199719	-0.148186	0.3184733	PSEN1
213626_at	8.38e-04	2.33e-04	-3.8198493	-0.148594	-0.3827276	CBR4
201574_at	8.40e-04	2.34e-04	3.8190431	-0.151276	0.1940417	ETF1
219159_s_at	8.41e-04	2.34e-04	3.8187929	-0.152109	0.921223	SLAMF7
202008_s_at	8.41e-04	2.34e-04	3.8187051	-0.152401	0.8482948	NID1
AFFX-BioDn-5_at	8.41e-04	2.34e-04	3.8186855	-0.152466	0.3032099	
238397_at	8.43e-04	2.35e-04	3.8181025	-0.154405	0.2730388	
223339_at	8.43e-04	2.35e-04	-3.8179887	-0.154784	-0.3201362	ATPIF1
228832_at	8.44e-04	2.35e-04	-3.8176612	-0.155873	-0.4253464	FLJ20021
1569879_a_at	8.44e-04	2.35e-04	3.8176488	-0.155914	0.2937936	MEGF11
201747_s_at	8.44e-04	2.35e-04	3.8175139	-0.156363	0.5774291	SAFB
219087_at	8.45e-04	2.36e-04	3.8173031	-0.157064	0.5037573	ASPN
1554277_s_at	8.45e-04	2.36e-04	3.8172568	-0.157218	0.6865691	FANCM
1565130_at	8.45e-04	2.36e-04	3.8172448	-0.157258	0.8097577	MAP3K2
228160_at	8.45e-04	2.36e-04	-3.8170247	-0.15799	-0.8062403	LINC00667
207357_s_at	8.46e-04	2.36e-04	3.8166808	-0.159134	0.5111597	GALNT10
216515_x_at	8.47e-04	2.36e-04	-3.8165503	-0.159568	-0.2511175	MIR1244-3
234884_x_at	8.47e-04	2.36e-04	3.8163682	-0.160173	1.1468527	CKAP2///IGLV@///IGLC1
223221_at	8.47e-04	2.36e-04	3.8163668	-0.160178	0.4236653	SCO1
239464_at	8.47e-04	2.36e-04	3.8163293	-0.160303	1.1314897	KCNJ15
219319_at	8.47e-04	2.36e-04	3.8162912	-0.160429	0.3007726	HIF3A
243954_at	8.47e-04	2.36e-04	-3.8162707	-0.160497	-0.6375861	LINC00877
210457_x_at	8.48e-04	2.37e-04	3.8160577	-0.161206	0.3853977	HMGA1
220085_at	8.48e-04	2.37e-04	3.8159874	-0.161439	0.826398	HELLS
1569022_a_at	8.48e-04	2.37e-04	3.8159214	-0.161659	0.6285068	PIK3C2A
244612_at	8.49e-04	2.37e-04	-3.8156245	-0.162646	-0.9425676	
236335_at	8.49e-04	2.37e-04	-3.8155513	-0.16289	-0.2601512	GUCY1A2
227298_at	8.49e-04	2.37e-04	3.8154966	-0.163071	0.3622518	TRAM2-AS1
243539_at	8.49e-04	2.37e-04	-3.8154808	-0.163124	-0.5610348	KIAA1841
223679_at	8.52e-04	2.38e-04	3.8146355	-0.165934	0.420617	CTNNB1
220567_at	8.52e-04	2.38e-04	3.8144943	-0.166403	0.5320598	IKZF2
218842_at	8.53e-04	2.38e-04	-3.814129	-0.167617	-0.5805119	RPAP3
1559932_at	8.54e-04	2.38e-04	3.8139215	-0.168307	0.4604146	
239785_at	8.56e-04	2.39e-04	3.8132408	-0.170569	0.4484227	DZIP1L
203190_at	8.57e-04	2.39e-04	-3.8128348	-0.171919	-0.4965862	MIR7113///MIR4691///NDUFS8
210973_s_at	8.57e-04	2.39e-04	3.8126889	-0.172403	0.4952919	FGFR1
1569029_at	8.58e-04	2.40e-04	-3.812461	-0.173161	-0.4522991	METAP1D
1560522_at	8.59e-04	2.40e-04	-3.8121448	-0.174211	-0.674123	DLGAP1-AS3
1557278_s_at	8.59e-04	2.40e-04	3.8120305	-0.174591	0.4277771	TNPO1
212886_at	8.60e-04	2.40e-04	3.8117763	-0.175435	0.2982447	CCDC69
231662_at	8.60e-04	2.40e-04	3.8116269	-0.175932	1.6686028	ARG1
212503_s_at	8.61e-04	2.40e-04	-3.8114312	-0.176582	-0.7500076	DIP2C
215620_at	8.61e-04	2.41e-04	3.8112404	-0.177216	0.4975593	RREB1
1558653_at	8.62e-04	2.41e-04	3.8109441	-0.1782	0.6558266	MLK7-AS1
232186_at	8.62e-04	2.41e-04	3.8108446	-0.178531	0.2649543	FITM2
202990_at	8.63e-04	2.41e-04	3.810778	-0.178752	0.3996055	PYGL
219515_at	8.63e-04	2.41e-04	3.8107236	-0.178933	0.3304037	PRDM10
241816_at	8.63e-04	2.41e-04	3.8106175	-0.179285	0.8050895	
222070_at	8.64e-04	2.41e-04	-3.8103859	-0.180054	-0.3006753	DND1
204591_at	8.65e-04	2.42e-04	-3.8100197	-0.181271	-0.4933967	CHL1
220254_at	8.65e-04	2.42e-04	3.8099086	-0.181639	0.4537809	LRP12
203135_at	8.65e-04	2.42e-04	3.8098057	-0.181981	0.3203372	TBP
200593_s_at	8.66e-04	2.42e-04	3.8094613	-0.183125	0.3262226	HNRNPU
235971_at	8.66e-04	2.42e-04	3.809392	-0.183355	0.5959527	TIFA
202591_s_at	8.67e-04	2.42e-04	-3.8092927	-0.183685	-0.4697913	SSBP1
222977_at	8.67e-04	2.43e-04	3.8090118	-0.184617	0.5460787	SURF4
217666_at	8.67e-04	2.43e-04	3.8090043	-0.184642	0.4241957	
227207_x_at	8.68e-04	2.43e-04	-3.8087717	-0.185415	-0.4910935	ZNF213
222201_s_at	8.68e-04	2.43e-04	3.8087689	-0.185424	0.5228052	CASP8AP2
230076_at	8.68e-04	2.43e-04	-3.8086673	-0.185762	-0.4176606	PITPNM3
232333_at	8.69e-04	2.43e-04	3.8084237	-0.18657	0.768562	
238672_at	8.69e-04	2.43e-04	-3.8083869	-0.186693	-0.3668664	
212833_at	8.69e-04	2.43e-04	-3.8082424	-0.187172	-0.3524821	SLC25A46
237540_at	8.69e-04	2.43e-04	-3.8081736	-0.1874	-0.2686893	LINC00644
233750_s_at	8.70e-04	2.43e-04	3.8081286	-0.18755	0.3537759	TRMT1L
1555278_a_at	8.70e-04	2.43e-04	3.8081233	-0.187567	0.6395263	CKAP5
221211_s_at	8.70e-04	2.43e-04	-3.8079653	-0.188092	-0.7000431	MAP3K7CL
242106_at	8.71e-04	2.44e-04	3.8077614	-0.188769	0.7807594	
226713_at	8.71e-04	2.44e-04	-3.807605	-0.189288	-0.7321298	CCDC50
218213_s_at	8.71e-04	2.44e-04	-3.8075526	-0.189462	-0.4908652	TMEM258
1556385_at	8.71e-04	2.44e-04	-3.8075086	-0.189608	-0.7714062	
211080_s_at	8.71e-04	2.44e-04	3.8074222	-0.189895	0.2989571	NEK2
1560553_at	8.73e-04	2.44e-04	3.8067745	-0.192045	0.40256	TIAF1
244471_x_at	8.74e-04	2.45e-04	3.8066258	-0.192538	0.5906835	PANX2
1554342_s_at	8.74e-04	2.45e-04	-3.8063811	-0.19335	-0.489639	HELQ
1556554_at	8.74e-04	2.45e-04	-3.8063532	-0.193443	-0.3042615	TRIM50
1554452_a_at	8.78e-04	2.46e-04	3.8052776	-0.197013	0.3731084	HILPDA
232435_at	8.78e-04	2.46e-04	3.8052321	-0.197163	0.3232185	ALG13
218283_at	8.78e-04	2.46e-04	-3.8051427	-0.19746	-0.4416732	SS18L2
231591_at	8.78e-04	2.46e-04	3.8051372	-0.197478	0.2756884	DMGDH
202245_at	8.78e-04	2.46e-04	-3.8051193	-0.197537	-0.5222105	LSS
234341_x_at	8.79e-04	2.46e-04	-3.804885	-0.198315	-0.2120909	LOC91548
228616_at	8.79e-04	2.46e-04	3.8047877	-0.198638	0.3622458	POLRMT
1554812_at	8.80e-04	2.47e-04	3.8043507	-0.200088	0.4188737	CLDN20
210439_at	8.80e-04	2.47e-04	-3.8042865	-0.2003	-0.6915813	ICOS
231312_at	8.80e-04	2.47e-04	-3.8042553	-0.200404	-0.4219623	LOC101928487
224075_s_at	8.81e-04	2.47e-04	-3.8041633	-0.200709	-0.3999543	VSX1
243297_at	8.81e-04	2.47e-04	3.8040804	-0.200984	0.2940711	
233226_at	8.82e-04	2.47e-04	3.8035419	-0.20277	0.5731029	PTPN9
216222_s_at	8.85e-04	2.48e-04	3.8027997	-0.205232	0.6758012	MYO10
241133_at	8.85e-04	2.48e-04	-3.8027398	-0.205431	-1.0470719	TRBV27
240412_s_at	8.86e-04	2.48e-04	3.802226	-0.207135	0.2824399	MROH2B
244658_at	8.87e-04	2.49e-04	3.8018556	-0.208363	0.340226	
242010_at	8.87e-04	2.49e-04	-3.8018439	-0.208402	-0.2976433	
211938_at	8.87e-04	2.49e-04	-3.8017846	-0.208598	-0.3345914	EIF4B
213093_at	8.88e-04	2.49e-04	-3.8015905	-0.209242	-0.5308917	PRKCA
1562844_at	8.89e-04	2.49e-04	3.801403	-0.209864	0.4019833	LINC01115
218361_at	8.89e-04	2.49e-04	-3.8011266	-0.21078	-0.2811004	GOLPH3L
229694_at	8.90e-04	2.50e-04	3.8009129	-0.211489	0.8378048	WDR11
238549_at	8.90e-04	2.50e-04	-3.8008497	-0.211698	-0.3716075	CBFA2T2
237209_s_at	8.90e-04	2.50e-04	3.8007724	-0.211954	0.4455131	NFRKB
244385_at	8.90e-04	2.50e-04	-3.8007601	-0.211995	-0.6363701	KDM4C
226163_at	8.90e-04	2.50e-04	-3.8007593	-0.211998	-0.4399166	ZBTB9
215751_at	8.91e-04	2.50e-04	3.8006062	-0.212505	0.4068409	RBM26
204280_at	8.91e-04	2.50e-04	3.800532	-0.212751	0.4883662	RGS14
201254_x_at	8.92e-04	2.50e-04	-3.800205	-0.213835	-0.3111891	RPS6
238613_at	8.93e-04	2.50e-04	3.7999467	-0.214692	0.5678233	ZAK
212245_at	8.94e-04	2.51e-04	-3.7995257	-0.216087	-0.320845	MCFD2
205572_at	8.94e-04	2.51e-04	3.7993521	-0.216662	0.4845437	ANGPT2
235864_at	8.94e-04	2.51e-04	3.7993148	-0.216786	0.2991367	ATP6V1D
228508_at	8.94e-04	2.51e-04	3.7993018	-0.216829	0.4445749	MAML3
1556593_s_at	8.95e-04	2.51e-04	-3.7992018	-0.21716	-0.7087551	
1552977_a_at	8.95e-04	2.51e-04	3.7989668	-0.217939	0.6828176	CNPY3
241899_at	8.96e-04	2.51e-04	-3.7988636	-0.218281	-0.4267244	LOC553103
202910_s_at	8.96e-04	2.52e-04	3.7985383	-0.219359	0.621397	ADGRE5
209339_at	8.97e-04	2.52e-04	3.7985118	-0.219447	0.8830432	SIAH2
210231_x_at	8.97e-04	2.52e-04	-3.7982085	-0.220452	-0.3920518	SET
229120_s_at	8.98e-04	2.52e-04	-3.7980288	-0.221047	-0.1903093	CDC42SE1
1553346_a_at	8.98e-04	2.52e-04	3.7979513	-0.221304	0.321377	TNRC6A
217992_s_at	8.99e-04	2.52e-04	3.7977231	-0.22206	0.3113208	EFHD2
234263_at	8.99e-04	2.52e-04	3.7977067	-0.222115	0.3028332	
206829_x_at	8.99e-04	2.53e-04	3.7975077	-0.222774	0.586685	ZNF430
243817_at	8.99e-04	2.53e-04	3.7974729	-0.222889	0.3660543	
220694_at	8.99e-04	2.53e-04	3.7974512	-0.222961	0.8203412	ASAP1-IT1
241364_at	9.00e-04	2.53e-04	-3.7972182	-0.223733	-0.3845894	TMEM57
226827_at	9.00e-04	2.53e-04	3.7971576	-0.223934	0.9481651	TMEM165
226274_at	9.00e-04	2.53e-04	-3.797057	-0.224267	-0.5728107	CLCN5
219603_s_at	9.01e-04	2.53e-04	-3.7967157	-0.225398	-0.5247162	ZNF226
208121_s_at	9.02e-04	2.53e-04	3.7965462	-0.225959	0.7097169	PTPRO
210950_s_at	9.03e-04	2.54e-04	3.7963379	-0.226649	0.3628571	FDFT1
224785_at	9.03e-04	2.54e-04	3.7961875	-0.227147	0.5848472	UBALD2
211890_x_at	9.05e-04	2.54e-04	3.7956012	-0.229089	0.540824	CAPN3
221118_at	9.05e-04	2.54e-04	3.7953866	-0.2298	0.3573692	PKD2L2
238846_at	9.06e-04	2.55e-04	-3.7952761	-0.230166	-0.8362233	TNFRSF11A
236213_at	9.06e-04	2.55e-04	-3.7952152	-0.230368	-0.6843105	
219452_at	9.06e-04	2.55e-04	-3.7952054	-0.2304	-0.2602999	DPEP2
207753_at	9.06e-04	2.55e-04	-3.7951826	-0.230475	-0.4796301	ZNF304
231219_at	9.06e-04	2.55e-04	-3.7951309	-0.230647	-0.5245507	CMTM1
218903_s_at	9.07e-04	2.55e-04	3.7947775	-0.231817	0.4589117	NABP2
226735_at	9.07e-04	2.55e-04	-3.7946633	-0.232195	-0.3380352	TAPT1
231261_at	9.08e-04	2.55e-04	-3.7945401	-0.232603	-0.4075946	CATSPERG
239595_at	9.08e-04	2.55e-04	3.7944408	-0.232932	0.6497359	GPX2
213293_s_at	9.09e-04	2.56e-04	3.7941716	-0.233823	0.3030601	TRIM22
1562937_at	9.10e-04	2.56e-04	3.7938311	-0.23495	0.3132375	
243052_at	9.10e-04	2.56e-04	3.7935827	-0.235773	0.4832926	MOB3C
219169_s_at	9.11e-04	2.56e-04	-3.7934588	-0.236183	-0.4139501	TFB1M
242894_at	9.11e-04	2.56e-04	3.7933794	-0.236446	0.5723795	
202952_s_at	9.11e-04	2.56e-04	-3.7933516	-0.236538	-0.4017767	ADAM12
1569536_at	9.11e-04	2.56e-04	3.7933067	-0.236686	0.435779	FLVCR2
206452_x_at	9.11e-04	2.56e-04	-3.7932265	-0.236952	-0.3564911	PTPA
1557944_s_at	9.11e-04	2.56e-04	3.7931885	-0.237078	0.6681363	TMX2-CTNND1///CTNND1
209684_at	9.12e-04	2.57e-04	3.7929477	-0.237875	0.5062807	RIN2
243067_at	9.13e-04	2.57e-04	3.7926375	-0.238901	0.3413164	
215559_at	9.13e-04	2.57e-04	-3.7924896	-0.239391	-0.6266438	LOC101930322///ABCC6
244302_at	9.13e-04	2.57e-04	3.7924682	-0.239462	0.3817139	
213274_s_at	9.14e-04	2.57e-04	-3.792217	-0.240293	-0.6154137	CTSB
210965_x_at	9.15e-04	2.57e-04	3.7919862	-0.241057	0.6145812	CDK13
241909_at	9.15e-04	2.58e-04	3.7918379	-0.241548	0.5249887	TNKS2
213628_at	9.15e-04	2.58e-04	-3.7917815	-0.241734	-0.2987336	CLCC1
218764_at	9.16e-04	2.58e-04	-3.7917332	-0.241894	-0.4109995	PRKCH
204646_at	9.17e-04	2.58e-04	-3.7913892	-0.243033	-0.4290461	DPYD
232932_at	9.17e-04	2.58e-04	3.7911915	-0.243687	0.4746808	
217607_x_at	9.18e-04	2.58e-04	3.7909065	-0.24463	0.7472859	EIF4G2
229589_x_at	9.18e-04	2.59e-04	-3.7907746	-0.245066	-0.5674062	BIVM
223452_s_at	9.19e-04	2.59e-04	-3.7905225	-0.2459	-0.3564658	ATL3
218905_at	9.20e-04	2.59e-04	-3.7902799	-0.246703	-0.2160296	INTS8
1564063_a_at	9.21e-04	2.59e-04	3.7900181	-0.247569	0.475655	ATP11B
215267_s_at	9.21e-04	2.59e-04	3.7898568	-0.248103	0.3013256	SLC8A2
225310_at	9.21e-04	2.59e-04	-3.7897725	-0.248381	-0.2984656	LOC101928747///RBMX///SNORD61
241985_at	9.23e-04	2.60e-04	-3.7891229	-0.25053	-0.5350029	JMY
1561963_at	9.24e-04	2.60e-04	3.7887609	-0.251728	0.5388427	MIR4296
1558378_a_at	9.25e-04	2.61e-04	-3.7886552	-0.252077	-0.3907887	AHNAK2
215221_at	9.25e-04	2.61e-04	3.7885715	-0.252354	0.6680343	
1553995_a_at	9.26e-04	2.61e-04	-3.7883245	-0.253171	-0.4216955	NT5E
202046_s_at	9.26e-04	2.61e-04	3.7881096	-0.253882	0.5143409	ARHGAP35
200016_x_at	9.26e-04	2.61e-04	-3.7880582	-0.254052	-0.1832822	HNRNPA1P10///HNRNPA1
203883_s_at	9.27e-04	2.61e-04	3.787892	-0.254601	0.3759185	RAB11FIP2
211358_s_at	9.27e-04	2.61e-04	3.787807	-0.254882	0.5636723	CIZ1
220356_at	9.27e-04	2.61e-04	-3.7878023	-0.254898	-0.6656103	CORIN
200949_x_at	9.27e-04	2.61e-04	-3.7876907	-0.255267	-0.1759881	SNORD54///RPS20
239851_at	9.27e-04	2.61e-04	3.7876703	-0.255334	0.5791819	
217638_at	9.28e-04	2.62e-04	3.7874925	-0.255922	0.8726046	
1559136_s_at	9.28e-04	2.62e-04	3.7874251	-0.256145	0.2940743	LINC00894///LINC00893
204761_at	9.28e-04	2.62e-04	3.7873898	-0.256262	0.3805772	USP6NL
222338_x_at	9.28e-04	2.62e-04	-3.7873768	-0.256305	-0.3098932	
1570238_at	9.29e-04	2.62e-04	-3.7872302	-0.25679	-0.5454163	ZNF527
203378_at	9.29e-04	2.62e-04	3.7869612	-0.257679	0.3385572	PCF11
211644_x_at	9.30e-04	2.62e-04	3.7867774	-0.258286	1.1433977	IGK///IGKC
231765_at	9.30e-04	2.62e-04	3.7865998	-0.258874	0.2357034	RBSN
235670_at	9.31e-04	2.63e-04	3.7864095	-0.259503	0.4366886	STX11
236623_at	9.31e-04	2.63e-04	-3.7862646	-0.259982	-0.4146219	ATP1A1-AS1
232356_at	9.32e-04	2.63e-04	3.7860731	-0.260615	0.5756009	
229417_at	9.32e-04	2.63e-04	-3.7859435	-0.261043	-0.4675656	
220267_at	9.33e-04	2.63e-04	3.785765	-0.261633	0.3538339	KRT24
219862_s_at	9.33e-04	2.63e-04	3.7857374	-0.261724	0.517092	NARF
235656_s_at	9.33e-04	2.63e-04	3.7856587	-0.261985	0.431623	
212899_at	9.33e-04	2.63e-04	-3.7855126	-0.262468	-0.3565958	CDK19
244049_at	9.34e-04	2.64e-04	-3.7852026	-0.263492	-0.5953868	
213550_s_at	9.35e-04	2.64e-04	-3.7850124	-0.264121	-0.5269952	TMCO6///IK
226690_at	9.36e-04	2.64e-04	3.7846867	-0.265197	0.3531958	ADCYAP1R1
232505_at	9.36e-04	2.64e-04	3.7845519	-0.265643	0.3697937	DCTN2
215171_s_at	9.37e-04	2.64e-04	-3.7844659	-0.265927	-0.4674688	TIMM17A
214144_at	9.37e-04	2.64e-04	-3.7843342	-0.266362	-0.4110624	POLR2D
1554907_a_at	9.38e-04	2.65e-04	3.7840543	-0.267287	0.2892536	LOC101930373///HYDIN2///HYDIN
225550_at	9.38e-04	2.65e-04	3.7840209	-0.267397	0.3402673	CNST
201034_at	9.38e-04	2.65e-04	-3.7839181	-0.267737	-0.1994028	ADD3
224787_s_at	9.39e-04	2.65e-04	-3.7836668	-0.268567	-0.4024546	RAB18
52159_at	9.39e-04	2.65e-04	-3.7835612	-0.268916	-0.4486107	HEMK1
1558599_at	9.40e-04	2.65e-04	-3.7834429	-0.269307	-0.5591622	
211706_s_at	9.40e-04	2.65e-04	3.7834363	-0.269329	0.5503709	CDK19
207759_s_at	9.41e-04	2.66e-04	3.7830916	-0.270468	0.6645146	TSNAX-DISC1///DISC1
208162_s_at	9.41e-04	2.66e-04	3.7830015	-0.270765	0.2245404	
202611_s_at	9.41e-04	2.66e-04	-3.7828977	-0.271108	-0.5462595	MED14
220063_at	9.42e-04	2.66e-04	-3.7827341	-0.271649	-0.4692358	GSTCD
229633_at	9.42e-04	2.66e-04	3.7826691	-0.271863	0.4110711	INTS10
1566426_at	9.42e-04	2.66e-04	3.7826412	-0.271956	0.5026187	
213253_at	9.42e-04	2.66e-04	-3.7825544	-0.272242	-0.5623223	SMC2
205094_at	9.42e-04	2.66e-04	-3.7825241	-0.272342	-0.3895805	PEX12
238952_x_at	9.43e-04	2.66e-04	-3.7823054	-0.273065	-0.5066947	ZNF829
243698_at	9.43e-04	2.66e-04	3.7822751	-0.273165	0.4026126	
227356_at	9.43e-04	2.67e-04	-3.7821602	-0.273544	-0.5386549	
1554385_a_at	9.49e-04	2.68e-04	3.7802426	-0.279877	0.9053195	PADI2
227832_at	9.49e-04	2.68e-04	-3.7802411	-0.279882	-0.6673861	MBD6
234484_s_at	9.50e-04	2.69e-04	3.7800169	-0.280623	0.3659412	ACSS1
213141_at	9.51e-04	2.69e-04	-3.7796786	-0.28174	-0.3301642	PSKH1
239534_at	9.52e-04	2.69e-04	-3.7794447	-0.282511	-0.447165	
213604_at	9.53e-04	2.69e-04	3.7791596	-0.283453	0.2747303	TCEB3
204119_s_at	9.53e-04	2.69e-04	-3.7790421	-0.283841	-0.5687306	ADK
212333_at	9.53e-04	2.69e-04	-3.7789988	-0.283984	-0.5074815	FAM98A
224218_s_at	9.56e-04	2.70e-04	3.7782062	-0.2866	0.7966286	TRPS1
218694_at	9.56e-04	2.70e-04	-3.777944	-0.287465	-0.6411429	ARMCX1
220619_at	9.59e-04	2.71e-04	3.777264	-0.289709	0.624526	CHD7
211858_x_at	9.59e-04	2.71e-04	3.7772422	-0.289781	0.2648309	GNAS
238238_at	9.59e-04	2.71e-04	3.7772174	-0.289863	0.382744	
AFFX-M27830_5_at	9.59e-04	2.71e-04	3.7770931	-0.290273	0.5646424	
211115_x_at	9.59e-04	2.71e-04	3.7769832	-0.290636	0.4481457	GEMIN2
219651_at	9.60e-04	2.72e-04	-3.7767796	-0.291308	-0.8997612	DPPA4
208716_s_at	9.60e-04	2.72e-04	3.7766754	-0.291651	0.4578543	TMCO1
1567277_at	9.60e-04	2.72e-04	-3.7766482	-0.291741	-0.3900713	CTTN
219717_at	9.61e-04	2.72e-04	3.776475	-0.292313	0.6659933	DCAF16
208222_at	9.61e-04	2.72e-04	3.7764642	-0.292348	0.2514265	ACVR1B
224817_at	9.62e-04	2.72e-04	-3.7760932	-0.293572	-0.4711918	SH3PXD2A
229310_at	9.62e-04	2.72e-04	-3.7759511	-0.294041	-0.5145907	KLHL29
1558450_at	9.62e-04	2.72e-04	3.7759506	-0.294043	0.3321561	A2M
208731_at	9.63e-04	2.73e-04	-3.7756656	-0.294983	-0.2513713	RAB2A
226837_at	9.63e-04	2.73e-04	-3.7756373	-0.295076	-1.1523412	SPRED1
1556620_at	9.64e-04	2.73e-04	3.7752875	-0.29623	0.4293126	
232007_at	9.65e-04	2.73e-04	-3.775197	-0.296529	-0.7384109	AGPAT5
223269_at	9.66e-04	2.74e-04	-3.7746948	-0.298185	-0.4647678	POLR3GL
244090_at	9.66e-04	2.74e-04	3.7746705	-0.298265	0.3628102	
232216_at	9.67e-04	2.74e-04	3.7745581	-0.298636	0.7530788	YME1L1
1552774_a_at	9.67e-04	2.74e-04	3.774467	-0.298936	0.3182775	SLC25A27
230999_at	9.67e-04	2.74e-04	3.7744616	-0.298954	0.9425498	ST3GAL4-AS1
225422_at	9.69e-04	2.74e-04	3.773752	-0.301295	0.4188892	CDC26
219654_at	9.70e-04	2.75e-04	-3.7735844	-0.301847	-0.5902466	HACD1
234842_at	9.71e-04	2.75e-04	3.7731418	-0.303307	0.5294403	
216110_x_at	9.72e-04	2.75e-04	-3.7729812	-0.303836	-0.2860925	LOC105373738
217236_x_at	9.73e-04	2.76e-04	3.7725477	-0.305265	0.4445748	IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH
229592_at	9.73e-04	2.76e-04	-3.7724572	-0.305563	-0.5126822	LINC01569
242915_at	9.73e-04	2.76e-04	-3.7724036	-0.30574	-0.8414043	ZNF682
238889_at	9.74e-04	2.76e-04	-3.77232	-0.306016	-0.4142002	AGBL5
225728_at	9.74e-04	2.76e-04	-3.772108	-0.306715	-0.8926121	SORBS2
240428_at	9.74e-04	2.76e-04	3.7720673	-0.306849	0.3085275	LOC285000
243170_at	9.76e-04	2.77e-04	-3.7716417	-0.308252	-0.3645196	
218271_s_at	9.76e-04	2.77e-04	-3.7716057	-0.308371	-0.3226788	PARL
228069_at	9.76e-04	2.77e-04	-3.7714703	-0.308817	-0.5597647	MTFR2
200688_at	9.76e-04	2.77e-04	-3.7714272	-0.308959	-0.4100046	SF3B3
226187_at	9.76e-04	2.77e-04	-3.7713967	-0.30906	-0.2896017	CDS1
1558686_at	9.77e-04	2.77e-04	3.7711965	-0.309719	0.6454775	MPV17L
213160_at	9.77e-04	2.77e-04	3.7711229	-0.309962	0.3278678	DOCK2
1557194_a_at	9.78e-04	2.77e-04	3.7709501	-0.310531	0.3169167	RAD54L2
217939_s_at	9.80e-04	2.78e-04	3.7703704	-0.312442	0.2523355	AFTPH
1570042_a_at	9.80e-04	2.78e-04	-3.7701239	-0.313254	-0.59562	ADAM9
236985_at	9.81e-04	2.78e-04	3.7700183	-0.313602	0.659071	
204175_at	9.81e-04	2.78e-04	3.7697851	-0.314371	0.6347977	ZNF593
209536_s_at	9.81e-04	2.78e-04	3.7697621	-0.314446	0.389379	EHD4
217590_s_at	9.82e-04	2.78e-04	3.7696704	-0.314748	0.2115184	TRPA1
206437_at	9.82e-04	2.79e-04	-3.7695778	-0.315054	-0.6329584	S1PR4
1559991_s_at	9.82e-04	2.79e-04	3.7694416	-0.315502	0.3947635	CAMK1D
212450_at	9.82e-04	2.79e-04	-3.7693812	-0.315701	-0.3244992	SECISBP2L
227261_at	9.84e-04	2.79e-04	-3.7689767	-0.317034	-0.5109678	KLF12
219777_at	9.84e-04	2.79e-04	-3.7687658	-0.317729	-0.2589165	GIMAP6
231321_s_at	9.85e-04	2.79e-04	3.7686732	-0.318034	0.719065	ACER3
206848_at	9.87e-04	2.80e-04	-3.7680029	-0.320242	-0.4677591	COX20
1559105_at	9.87e-04	2.80e-04	-3.7678513	-0.320741	-0.7789011	LEKR1
225892_at	9.87e-04	2.80e-04	3.7678459	-0.320759	0.27641	IREB2
204450_x_at	9.88e-04	2.80e-04	-3.7676201	-0.321503	-0.3113413	APOA1
219114_at	9.89e-04	2.81e-04	-3.7672482	-0.322728	-0.5122462	C3orf18
215532_x_at	9.89e-04	2.81e-04	-3.7671808	-0.32295	-0.3205172	ZNF492
232096_x_at	9.90e-04	2.81e-04	3.767121	-0.323147	0.423617	FOXP1-IT1
217469_at	9.90e-04	2.81e-04	3.7670992	-0.323218	0.3216995	IGH
211929_at	9.90e-04	2.81e-04	-3.7668748	-0.323957	-0.2927867	HNRNPA3
