ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
228305_at	4.35e-03	9.60e-04	-3.50	-1.468589	-4.64e-01	ZNF565
227941_at	4.36e-03	9.62e-04	3.50	-1.470022	5.77e-01	LOC339803
204544_at	4.36e-03	9.62e-04	-3.50	-1.470115	-4.49e-01	HPS5
203197_s_at	4.36e-03	9.62e-04	3.50	-1.470502	3.34e-01	C1orf123
215124_at	4.36e-03	9.63e-04	-3.50	-1.471078	-4.50e-01	ZNF550
1565863_at	4.36e-03	9.63e-04	-3.50	-1.471324	-7.24e-01	
200098_s_at	4.36e-03	9.64e-04	3.50	-1.47217	2.92e-01	ANAPC5
215184_at	4.36e-03	9.64e-04	-3.50	-1.472351	-5.32e-01	DAPK2
218739_at	4.36e-03	9.64e-04	3.50	-1.472463	4.87e-01	ABHD5
242024_at	4.36e-03	9.64e-04	-3.50	-1.472475	-5.88e-01	
209214_s_at	4.36e-03	9.64e-04	3.50	-1.472711	2.51e-01	EWSR1
213715_s_at	4.36e-03	9.64e-04	-3.50	-1.472776	-6.66e-01	KANK3
242573_at	4.37e-03	9.66e-04	3.50	-1.474021	2.70e-01	
218732_at	4.37e-03	9.66e-04	3.50	-1.474601	4.26e-01	PTRH2
226402_at	4.38e-03	9.67e-04	-3.49	-1.475521	-4.80e-01	CYP2U1
200895_s_at	4.38e-03	9.68e-04	-3.49	-1.476115	-4.92e-01	FKBP4
237470_at	4.39e-03	9.70e-04	-3.49	-1.47799	-4.82e-01	DOCK7
236655_at	4.39e-03	9.71e-04	-3.49	-1.479748	-4.59e-01	TPD52
204455_at	4.39e-03	9.72e-04	-3.49	-1.479855	-4.97e-01	DST
244418_at	4.40e-03	9.72e-04	3.49	-1.479991	5.82e-01	
202902_s_at	4.40e-03	9.72e-04	3.49	-1.480634	9.97e-01	CTSS
231656_x_at	4.40e-03	9.73e-04	3.49	-1.480793	4.32e-01	OSBPL10
1554549_a_at	4.41e-03	9.74e-04	3.49	-1.482673	3.66e-01	WDR20
1555153_s_at	4.41e-03	9.75e-04	-3.49	-1.482734	-4.20e-01	FCHO2
1560507_at	4.41e-03	9.76e-04	-3.49	-1.483817	-5.42e-01	AWAT1
238666_at	4.41e-03	9.76e-04	-3.49	-1.484	-7.02e-01	
206031_s_at	4.41e-03	9.76e-04	3.49	-1.484506	4.93e-01	USP5
209692_at	4.41e-03	9.77e-04	-3.49	-1.484656	-4.41e-01	EYA2
211114_x_at	4.41e-03	9.77e-04	3.49	-1.484777	4.45e-01	GEMIN2
1555403_a_at	4.41e-03	9.77e-04	-3.49	-1.485059	-6.40e-01	CDH19
205913_at	4.41e-03	9.77e-04	-3.49	-1.48507	-2.23	PLIN1
214693_x_at	4.42e-03	9.78e-04	-3.49	-1.486217	-5.14e-01	NBPF26///NBPF10///NBPF9///NBPF14
228968_at	4.42e-03	9.78e-04	-3.49	-1.48651	-4.93e-01	ZNF449
1558643_s_at	4.43e-03	9.80e-04	-3.49	-1.487827	-2.24e-01	EDIL3
210037_s_at	4.43e-03	9.80e-04	3.49	-1.487857	8.76e-01	NOS2
219414_at	4.43e-03	9.80e-04	-3.49	-1.488021	-6.19e-01	CLSTN2
202115_s_at	4.43e-03	9.80e-04	3.49	-1.488108	3.10e-01	NOC2L
218598_at	4.43e-03	9.81e-04	3.49	-1.488551	2.95e-01	RINT1
242289_at	4.43e-03	9.81e-04	3.49	-1.4887	3.44e-01	MRPL42
219730_at	4.43e-03	9.82e-04	3.49	-1.489662	3.12e-01	LOC100996782///MED18
1555811_at	4.44e-03	9.82e-04	3.49	-1.490174	1.87e-01	ARHGDIB
205198_s_at	4.44e-03	9.84e-04	-3.49	-1.491911	-4.48e-01	ATP7A
202558_s_at	4.45e-03	9.85e-04	3.49	-1.492444	5.35e-01	HSPA13
215699_x_at	4.45e-03	9.85e-04	3.49	-1.492732	2.84e-01	SFI1
232843_s_at	4.45e-03	9.86e-04	3.49	-1.493825	6.49e-01	DOCK8
226615_at	4.45e-03	9.86e-04	-3.49	-1.493999	-4.59e-01	XPR1
207837_at	4.46e-03	9.89e-04	-3.49	-1.496615	-4.76e-01	RBPMS
203267_s_at	4.46e-03	9.89e-04	3.49	-1.496732	7.68e-01	DRG2
203141_s_at	4.47e-03	9.90e-04	3.49	-1.497518	5.26e-01	AP3B1
242361_at	4.47e-03	9.90e-04	3.49	-1.497944	5.81e-01	
202210_x_at	4.47e-03	9.91e-04	3.49	-1.498908	1.78e-01	GSK3A
238401_at	4.47e-03	9.91e-04	3.49	-1.498934	1.80e-01	ENDOV
225523_at	4.47e-03	9.92e-04	3.49	-1.499194	7.33e-01	MRPL53///CCDC142
203898_at	4.48e-03	9.92e-04	-3.49	-1.499679	-3.20e-01	CRCP
222706_at	4.48e-03	9.92e-04	3.49	-1.499772	4.55e-01	CWC25
1568619_s_at	4.48e-03	9.93e-04	-3.49	-1.500176	-5.88e-01	ITPRIPL2
205696_s_at	4.48e-03	9.93e-04	-3.49	-1.500651	-3.78e-01	GFRA1
214247_s_at	4.48e-03	9.93e-04	-3.49	-1.500762	-4.87e-01	DKK3
207605_x_at	4.48e-03	9.94e-04	-3.49	-1.50144	-5.11e-01	ZNF117
202344_at	4.48e-03	9.94e-04	-3.49	-1.501728	-2.40e-01	HSF1
201529_s_at	4.48e-03	9.95e-04	3.49	-1.502134	6.41e-01	RPA1
219771_at	4.49e-03	9.96e-04	-3.49	-1.502793	-4.57e-01	TBC1D8B
225021_at	4.49e-03	9.96e-04	-3.49	-1.502836	-5.17e-01	ZNF532
204648_at	4.49e-03	9.96e-04	-3.49	-1.503412	-4.99e-01	NPR1
206555_s_at	4.49e-03	9.97e-04	-3.48	-1.504094	-4.51e-01	THUMPD1
214972_at	4.49e-03	9.97e-04	-3.48	-1.504518	-5.84e-01	MGEA5
221425_s_at	4.50e-03	9.98e-04	3.48	-1.505089	6.11e-01	ISCA1
227563_at	4.50e-03	9.98e-04	-3.48	-1.505143	-2.64e-01	FAM27E2///FAM27E3
218857_s_at	4.50e-03	9.98e-04	-3.48	-1.505302	-6.19e-01	ASRGL1
225463_x_at	4.50e-03	9.99e-04	3.48	-1.50634	2.96e-01	GPR89A///GPR89B
217352_at	4.50e-03	9.99e-04	3.48	-1.506401	2.24e-01	
211535_s_at	4.50e-03	9.99e-04	-3.48	-1.506418	-8.48e-01	FGFR1
223732_at	4.50e-03	1.00e-03	3.48	-1.50687	4.56e-01	SLC23A1
219825_at	4.50e-03	1.00e-03	-3.48	-1.507008	-6.19e-01	CYP26B1
235184_at	4.51e-03	1.00e-03	-3.48	-1.508853	-2.22e-01	AEBP2
202566_s_at	4.51e-03	1.00e-03	-3.48	-1.508923	-7.21e-01	SVIL
219458_s_at	4.51e-03	1.00e-03	-3.48	-1.509562	-3.48e-01	NSUN3
218167_at	4.52e-03	1.00e-03	3.48	-1.510021	2.65e-01	AMZ2
223247_at	4.53e-03	1.01e-03	3.48	-1.513099	4.15e-01	MED10
235905_at	4.53e-03	1.01e-03	-3.48	-1.513693	-3.41e-01	ZNF704
206485_at	4.53e-03	1.01e-03	3.48	-1.51399	2.84e-01	CD5
204520_x_at	4.54e-03	1.01e-03	-3.48	-1.515066	-4.11e-01	BRD1
221871_s_at	4.55e-03	1.01e-03	3.48	-1.517405	7.97e-01	TFG
220710_at	4.55e-03	1.01e-03	-3.48	-1.517893	-4.25e-01	ANP32A-IT1
219447_s_at	4.55e-03	1.01e-03	3.48	-1.518104	2.36e-01	SLC35C2
206757_at	4.55e-03	1.01e-03	-3.48	-1.51823	-5.28e-01	PDE5A
203081_at	4.55e-03	1.01e-03	-3.48	-1.518422	-6.80e-01	CTNNBIP1
217656_at	4.55e-03	1.01e-03	-3.48	-1.518567	-3.12e-01	
1553603_s_at	4.55e-03	1.01e-03	-3.48	-1.518645	-1.05	ATL2
229025_s_at	4.55e-03	1.01e-03	-3.48	-1.51905	-4.79e-01	IMMP1L
226099_at	4.55e-03	1.01e-03	3.48	-1.519086	4.82e-01	ELL2
220937_s_at	4.56e-03	1.01e-03	3.48	-1.519511	4.41e-01	ST6GALNAC4
232644_x_at	4.56e-03	1.01e-03	-3.48	-1.519517	-2.76e-01	OCIAD1
226573_at	4.56e-03	1.01e-03	-3.48	-1.519931	-3.08e-01	DIRAS1
227897_at	4.56e-03	1.01e-03	3.48	-1.520379	1.07	RAP2B
213958_at	4.56e-03	1.01e-03	3.48	-1.520788	6.59e-01	CD6
236280_at	4.57e-03	1.02e-03	3.48	-1.522594	8.37e-01	P2RY10
215128_at	4.57e-03	1.02e-03	3.48	-1.522856	7.19e-01	
204466_s_at	4.57e-03	1.02e-03	-3.48	-1.522862	-5.21e-01	SNCA
205545_x_at	4.57e-03	1.02e-03	3.48	-1.52315	2.10e-01	DNAJC8
230296_at	4.57e-03	1.02e-03	-3.48	-1.523934	-3.83e-01	LOC101930115///C16orf52///VWA3A
222550_at	4.58e-03	1.02e-03	-3.48	-1.525336	-3.28e-01	ARMC1
218071_s_at	4.58e-03	1.02e-03	3.48	-1.52535	2.17e-01	MKRN2
226998_at	4.58e-03	1.02e-03	-3.48	-1.525721	-7.02e-01	NAA15
1559101_at	4.58e-03	1.02e-03	-3.48	-1.526166	-5.24e-01	FYN
240971_x_at	4.58e-03	1.02e-03	-3.48	-1.526321	-6.83e-01	
238963_at	4.58e-03	1.02e-03	-3.48	-1.52653	-5.65e-01	RBM18
AFFX-BioDn-5_at	4.59e-03	1.02e-03	-3.48	-1.526963	-3.06e-01	
238763_at	4.59e-03	1.02e-03	-3.48	-1.527139	-2.88e-01	RBM20
212423_at	4.59e-03	1.02e-03	-3.48	-1.527841	-8.08e-01	ZCCHC24
55872_at	4.59e-03	1.02e-03	3.48	-1.528023	5.98e-01	ZNF512B
231003_at	4.59e-03	1.02e-03	3.48	-1.528611	4.30e-01	SLC35B3
208632_at	4.60e-03	1.02e-03	3.48	-1.529216	3.40e-01	RNF10
1554771_at	4.60e-03	1.02e-03	3.48	-1.529779	6.66e-01	
225652_at	4.60e-03	1.02e-03	3.48	-1.530162	3.97e-01	FARP2
222014_x_at	4.60e-03	1.02e-03	3.48	-1.530259	4.11e-01	MTO1
225864_at	4.60e-03	1.03e-03	-3.48	-1.530878	-4.40e-01	FAM84B
220370_s_at	4.60e-03	1.03e-03	-3.48	-1.531236	-5.77e-01	USP36
203204_s_at	4.61e-03	1.03e-03	-3.48	-1.531814	-4.04e-01	KDM4A
238761_at	4.61e-03	1.03e-03	-3.48	-1.532227	-3.27e-01	ELK4
205987_at	4.61e-03	1.03e-03	3.47	-1.532397	1.06	CD1C
224787_s_at	4.62e-03	1.03e-03	3.47	-1.534429	5.14e-01	RAB18
206465_at	4.62e-03	1.03e-03	-3.47	-1.534807	-1.61	ACSBG1
216905_s_at	4.63e-03	1.03e-03	3.47	-1.536404	7.19e-01	ST14
227693_at	4.63e-03	1.03e-03	-3.47	-1.536448	-3.94e-01	WDR20
218315_s_at	4.63e-03	1.03e-03	3.47	-1.537379	2.26e-01	CDK5RAP1
223531_x_at	4.63e-03	1.03e-03	3.47	-1.537382	2.79e-01	GPR89A///GPR89B
226304_at	4.63e-03	1.03e-03	-3.47	-1.538018	-8.62e-01	HSPB6
209337_at	4.64e-03	1.03e-03	-3.47	-1.538739	-3.90e-01	PSIP1
222016_s_at	4.64e-03	1.03e-03	3.47	-1.539405	6.92e-01	ZSCAN31
226034_at	4.64e-03	1.04e-03	-3.47	-1.539462	-6.39e-01	DUSP4
1569956_at	4.64e-03	1.04e-03	-3.47	-1.540058	-2.19e-01	MYLK
229609_at	4.64e-03	1.04e-03	-3.47	-1.540786	-4.40e-01	NUTM2B-AS1///NUTM2A-AS1
227278_at	4.65e-03	1.04e-03	3.47	-1.542309	3.65e-01	TAF13
210334_x_at	4.65e-03	1.04e-03	3.47	-1.542435	3.89e-01	BIRC5
210829_s_at	4.66e-03	1.04e-03	-3.47	-1.54332	-5.87e-01	SSBP2
227288_at	4.66e-03	1.04e-03	3.47	-1.544069	3.79e-01	SREK1IP1
233785_at	4.66e-03	1.04e-03	-3.47	-1.54458	-1.25e-01	ADAMTS9
233334_x_at	4.66e-03	1.04e-03	3.47	-1.544874	6.62e-01	SLX1B-SULT1A4///SLX1A-SULT1A3///SLX1A///SULT1A4///SLX1B///SULT1A3
242662_at	4.67e-03	1.04e-03	3.47	-1.546472	8.52e-01	PCSK6
207911_s_at	4.67e-03	1.04e-03	3.47	-1.546798	6.47e-01	TGM5
221514_at	4.67e-03	1.04e-03	3.47	-1.546922	3.75e-01	UTP14A
223335_at	4.68e-03	1.05e-03	3.47	-1.548639	3.95e-01	TMEM69
226470_at	4.68e-03	1.05e-03	-3.47	-1.548778	-3.46e-01	GGT7
227591_at	4.68e-03	1.05e-03	-3.47	-1.548955	-4.64e-01	SH3BP5-AS1
217619_x_at	4.68e-03	1.05e-03	-3.47	-1.54966	-2.62e-01	
207740_s_at	4.69e-03	1.05e-03	3.47	-1.550372	5.20e-01	NUP62
238807_at	4.69e-03	1.05e-03	3.47	-1.551729	4.13e-01	GAPDHP62///ANKRD46
204563_at	4.69e-03	1.05e-03	3.47	-1.552046	1.20	SELL
203847_s_at	4.70e-03	1.05e-03	3.47	-1.552458	2.92e-01	AKAP8
1555973_at	4.70e-03	1.05e-03	3.47	-1.552516	2.38e-01	
210705_s_at	4.70e-03	1.05e-03	3.47	-1.553092	4.22e-01	TRIM5
210999_s_at	4.70e-03	1.05e-03	-3.47	-1.55338	-6.06e-01	GRB10
215607_x_at	4.71e-03	1.05e-03	-3.47	-1.555642	-2.27e-01	
217766_s_at	4.71e-03	1.05e-03	3.47	-1.555654	3.13e-01	TMEM50A
228987_at	4.71e-03	1.05e-03	3.47	-1.555684	5.01e-01	FAM49B
239022_at	4.71e-03	1.05e-03	-3.47	-1.55569	-8.93e-01	
225962_at	4.72e-03	1.06e-03	3.47	-1.557538	3.47e-01	ZNRF1
37943_at	4.72e-03	1.06e-03	3.47	-1.557761	2.71e-01	ZFYVE26
1553137_s_at	4.72e-03	1.06e-03	-3.47	-1.557952	-6.41e-01	KLF11
208238_x_at	4.72e-03	1.06e-03	-3.47	-1.558135	-3.76e-01	
227477_at	4.72e-03	1.06e-03	3.47	-1.5585	4.25e-01	ZMYND19
238974_at	4.72e-03	1.06e-03	3.47	-1.55876	3.11e-01	C2orf69
218339_at	4.73e-03	1.06e-03	3.47	-1.560136	4.64e-01	MRPL22
223404_s_at	4.73e-03	1.06e-03	-3.47	-1.560473	-5.94e-01	TRMT1L
237077_at	4.74e-03	1.06e-03	3.46	-1.561549	7.33e-01	
209057_x_at	4.74e-03	1.06e-03	-3.46	-1.562093	-3.45e-01	CDC5L
214355_x_at	4.74e-03	1.06e-03	-3.46	-1.562381	-5.70e-01	CTAGE8///CTAGE4///CTAGE9///CTAGE15
228567_at	4.74e-03	1.06e-03	-3.46	-1.562576	-9.14e-01	GAN
205671_s_at	4.74e-03	1.06e-03	3.46	-1.563484	8.03e-01	HLA-DOB
229172_at	4.75e-03	1.06e-03	-3.46	-1.564575	-7.07e-01	HSPA12B
227916_x_at	4.75e-03	1.06e-03	3.46	-1.564793	5.25e-01	EXOSC3
240544_at	4.75e-03	1.06e-03	-3.46	-1.565803	-2.95e-01	
1554470_s_at	4.76e-03	1.07e-03	-3.46	-1.566681	-4.09e-01	ZBTB44
218993_at	4.78e-03	1.07e-03	-3.46	-1.571225	-3.21e-01	MRM3
216306_x_at	4.78e-03	1.07e-03	3.46	-1.571496	2.46e-01	MIR4745///PTBP1
203413_at	4.80e-03	1.07e-03	3.46	-1.574693	1.43	NELL2
207128_s_at	4.81e-03	1.08e-03	-3.46	-1.576359	-2.11e-01	ZNF223
216652_s_at	4.81e-03	1.08e-03	3.46	-1.576857	6.34e-01	DR1
1564224_x_at	4.81e-03	1.08e-03	3.46	-1.577477	3.45e-01	C1RL-AS1
203785_s_at	4.82e-03	1.08e-03	3.46	-1.578742	7.04e-01	DDX28
202302_s_at	4.82e-03	1.08e-03	-3.46	-1.579037	-3.21e-01	RSRC2
225123_at	4.82e-03	1.08e-03	-3.46	-1.580301	-5.43e-01	SESN3
212525_s_at	4.83e-03	1.08e-03	3.46	-1.580794	4.24e-01	H2AFX
218133_s_at	4.83e-03	1.08e-03	3.46	-1.582085	2.86e-01	NIF3L1
202541_at	4.84e-03	1.08e-03	3.46	-1.583526	3.50e-01	AIMP1
218148_at	4.84e-03	1.09e-03	3.46	-1.584032	6.27e-01	CENPT
204862_s_at	4.85e-03	1.09e-03	-3.46	-1.584894	-4.49e-01	NME3
225360_at	4.85e-03	1.09e-03	3.46	-1.585095	2.38e-01	TRABD
225596_at	4.85e-03	1.09e-03	-3.46	-1.585546	-2.33e-01	KLC4
217979_at	4.85e-03	1.09e-03	-3.46	-1.585999	-3.71e-01	TSPAN13
1568680_s_at	4.85e-03	1.09e-03	-3.46	-1.586133	-5.02e-01	YTHDC2
210881_s_at	4.85e-03	1.09e-03	-3.46	-1.586303	-3.04e-01	INS-IGF2///IGF2
201865_x_at	4.85e-03	1.09e-03	-3.46	-1.587049	-4.24e-01	NR3C1
234036_x_at	4.86e-03	1.09e-03	-3.46	-1.587335	-5.92e-01	
210639_s_at	4.86e-03	1.09e-03	3.46	-1.587768	7.62e-01	ATG5
209068_at	4.86e-03	1.09e-03	-3.46	-1.588092	-3.95e-01	HNRNPDL
200011_s_at	4.86e-03	1.09e-03	3.46	-1.588585	4.14e-01	ARF3
215195_at	4.86e-03	1.09e-03	-3.46	-1.588772	-3.09e-01	PRKCA
208097_s_at	4.86e-03	1.09e-03	3.46	-1.588859	9.37e-01	TMX1
237299_at	4.86e-03	1.09e-03	3.46	-1.589249	2.92e-01	NARF
201257_x_at	4.87e-03	1.09e-03	-3.45	-1.59052	-1.23e-01	SNORD73A///RPS3A
228295_at	4.87e-03	1.09e-03	3.45	-1.590901	7.15e-01	WDR59
1569594_a_at	4.87e-03	1.09e-03	-3.45	-1.591401	-2.88e-01	NEMF
226452_at	4.87e-03	1.09e-03	-3.45	-1.591521	-6.69e-01	PDK1
217989_at	4.87e-03	1.09e-03	-3.45	-1.591524	-6.39e-01	HSD17B11
228177_at	4.88e-03	1.10e-03	-3.45	-1.59335	-3.71e-01	CREBBP
214754_at	4.88e-03	1.10e-03	-3.45	-1.593526	-5.92e-01	TET3
207072_at	4.89e-03	1.10e-03	3.45	-1.59523	5.56e-01	IL18RAP
208282_x_at	4.90e-03	1.10e-03	-3.45	-1.596958	-1.30	DAZ4///DAZ2///DAZ3///DAZ1
238912_x_at	4.91e-03	1.10e-03	3.45	-1.59834	3.30e-01	C9orf85
218428_s_at	4.91e-03	1.10e-03	-3.45	-1.599243	-3.07e-01	REV1
1553304_at	4.91e-03	1.10e-03	-3.45	-1.599742	-2.68e-01	LSM14B
212109_at	4.91e-03	1.10e-03	3.45	-1.600068	3.47e-01	HN1L
200685_at	4.91e-03	1.10e-03	3.45	-1.60038	5.23e-01	SRSF11
227129_x_at	4.92e-03	1.10e-03	3.45	-1.600939	6.39e-01	LINC01000
231021_at	4.92e-03	1.11e-03	3.45	-1.601712	1.51e-01	SLC6A19
203467_at	4.93e-03	1.11e-03	-3.45	-1.602875	-3.30e-01	PMM1
200641_s_at	4.93e-03	1.11e-03	3.45	-1.603942	1.32	YWHAZ
239785_at	4.93e-03	1.11e-03	-3.45	-1.604046	-6.68e-01	DZIP1L
225110_at	4.93e-03	1.11e-03	3.45	-1.604337	3.06e-01	OGFOD1
212355_at	4.93e-03	1.11e-03	3.45	-1.604441	3.55e-01	KHNYN
204089_x_at	4.94e-03	1.11e-03	-3.45	-1.604861	-3.32e-01	MAP3K4
203583_at	4.94e-03	1.11e-03	3.45	-1.605438	2.19e-01	UNC50
223292_s_at	4.94e-03	1.11e-03	3.45	-1.605711	7.88e-01	MRPS15
221771_s_at	4.94e-03	1.11e-03	-3.45	-1.605966	-3.73e-01	MPHOSPH8
218165_at	4.94e-03	1.11e-03	3.45	-1.606446	3.49e-01	MEAF6
222277_at	4.94e-03	1.11e-03	3.45	-1.606502	7.73e-01	C1QTNF9B-AS1
243225_at	4.94e-03	1.11e-03	-3.45	-1.606599	-3.60e-01	FGF14-AS2
219578_s_at	4.94e-03	1.11e-03	-3.45	-1.606682	-7.66e-01	CPEB1
225700_at	4.95e-03	1.11e-03	-3.45	-1.607894	-4.86e-01	GLCCI1
1558636_s_at	4.95e-03	1.11e-03	-3.45	-1.607954	-5.47e-01	ADAMTS5
207143_at	4.95e-03	1.11e-03	-3.45	-1.608023	-3.11e-01	CDK6
1558256_at	4.95e-03	1.11e-03	-3.45	-1.608284	-4.54e-01	LINC00662
200884_at	4.95e-03	1.11e-03	-3.45	-1.608843	-3.93e-01	CKB
244357_at	4.95e-03	1.11e-03	-3.45	-1.609422	-7.50e-01	
201454_s_at	4.96e-03	1.12e-03	3.45	-1.610081	3.55e-01	NPEPPS
202097_at	4.96e-03	1.12e-03	-3.45	-1.610713	-3.23e-01	NUP153
207941_s_at	4.96e-03	1.12e-03	-3.45	-1.611159	-2.25e-01	RBM39
209958_s_at	4.96e-03	1.12e-03	-3.45	-1.611172	-4.27e-01	BBS9
218356_at	4.96e-03	1.12e-03	3.45	-1.611657	2.57e-01	MRM2
210479_s_at	4.96e-03	1.12e-03	-3.45	-1.611965	-7.42e-01	RORA
212171_x_at	4.97e-03	1.12e-03	-3.45	-1.612269	-8.41e-01	VEGFA
213139_at	4.97e-03	1.12e-03	-3.45	-1.612279	-5.62e-01	SNAI2
207474_at	4.97e-03	1.12e-03	-3.45	-1.612386	-7.14e-01	SNRK
1556066_at	4.97e-03	1.12e-03	-3.45	-1.612421	-6.54e-01	KDM6B
211730_s_at	4.97e-03	1.12e-03	3.45	-1.613394	6.44e-01	POLR2L
219485_s_at	4.97e-03	1.12e-03	3.45	-1.613457	3.90e-01	PSMD10
211421_s_at	4.98e-03	1.12e-03	-3.45	-1.615239	-5.19e-01	RET
213047_x_at	4.98e-03	1.12e-03	3.45	-1.61571	2.94e-01	SETSIP///SET
243528_at	4.98e-03	1.12e-03	-3.45	-1.616369	-1.64e-01	
208688_x_at	4.99e-03	1.12e-03	3.45	-1.616628	4.17e-01	EIF3B
201225_s_at	4.99e-03	1.12e-03	-3.45	-1.61681	-3.15e-01	SRRM1
220261_s_at	4.99e-03	1.12e-03	3.45	-1.616985	5.74e-01	ZDHHC4
210511_s_at	4.99e-03	1.12e-03	-3.45	-1.617363	-9.00e-01	INHBA
243768_at	4.99e-03	1.12e-03	-3.45	-1.617445	-5.14e-01	
227067_x_at	4.99e-03	1.12e-03	-3.44	-1.617994	-6.68e-01	LOC101929796///LOC100996763///LOC100996717///NOTCH2NL///NOTCH2
225268_at	5.00e-03	1.13e-03	-3.44	-1.619612	-1.96e-01	KPNA4
205558_at	5.00e-03	1.13e-03	-3.44	-1.620257	-3.86e-01	TRAF6
223541_at	5.00e-03	1.13e-03	3.44	-1.620936	1.31	HAS3
204098_at	5.01e-03	1.13e-03	-3.44	-1.621414	-2.17e-01	RBMX2
220788_s_at	5.01e-03	1.13e-03	3.44	-1.621887	4.33e-01	RNF31///IRF9
213176_s_at	5.01e-03	1.13e-03	-3.44	-1.621974	-4.98e-01	LTBP4
AFFX-r2-P1-cre-5_at	5.02e-03	1.13e-03	-3.44	-1.623157	-2.04e-01	
218849_s_at	5.02e-03	1.13e-03	-3.44	-1.624414	-4.61e-01	PPP1R13L
232580_x_at	5.03e-03	1.13e-03	-3.44	-1.62547	-4.01e-01	
204365_s_at	5.03e-03	1.13e-03	3.44	-1.625796	5.25e-01	REEP1
211342_x_at	5.03e-03	1.13e-03	-3.44	-1.625871	-2.86e-01	MED12
229511_at	5.03e-03	1.14e-03	-3.44	-1.626982	-4.58e-01	SMARCE1
210262_at	5.04e-03	1.14e-03	-3.44	-1.627375	-4.34e-01	CRISP2
1555470_a_at	5.04e-03	1.14e-03	3.44	-1.628059	3.57e-01	PPM1F
200593_s_at	5.04e-03	1.14e-03	-3.44	-1.628622	-5.01e-01	HNRNPU
236487_at	5.05e-03	1.14e-03	3.44	-1.629809	4.33e-01	LOC101927137///SCLT1
209271_at	5.05e-03	1.14e-03	-3.44	-1.630109	-3.79e-01	BPTF
205352_at	5.05e-03	1.14e-03	-3.44	-1.631	-7.87e-01	SERPINI1
232226_at	5.05e-03	1.14e-03	-3.44	-1.631156	-3.85e-01	LRRC4C
1555337_a_at	5.06e-03	1.14e-03	3.44	-1.632419	7.30e-01	ZNF317
222395_s_at	5.06e-03	1.14e-03	-3.44	-1.633354	-4.22e-01	UBE2Z
219286_s_at	5.07e-03	1.15e-03	-3.44	-1.635435	-3.54e-01	RBM15
216235_s_at	5.08e-03	1.15e-03	-3.44	-1.635744	-8.57e-01	EDNRA
228807_at	5.08e-03	1.15e-03	-3.44	-1.636021	-1.77e-01	ASPA
221839_s_at	5.08e-03	1.15e-03	-3.44	-1.63621	-3.71e-01	UBAP2
240307_at	5.08e-03	1.15e-03	-3.44	-1.63637	-7.21e-01	
210693_at	5.08e-03	1.15e-03	-3.44	-1.636773	-4.35e-01	SPPL2B
214934_at	5.08e-03	1.15e-03	-3.44	-1.637672	-2.58e-01	ATP9B
210449_x_at	5.08e-03	1.15e-03	3.44	-1.637799	8.58e-01	MAPK14
225422_at	5.09e-03	1.15e-03	3.44	-1.638149	2.71e-01	CDC26
238032_at	5.09e-03	1.15e-03	-3.44	-1.639265	-6.50e-01	
203006_at	5.09e-03	1.15e-03	-3.44	-1.639303	-4.08e-01	INPP5A
238068_at	5.09e-03	1.15e-03	3.44	-1.639322	2.46e-01	
204669_s_at	5.09e-03	1.15e-03	-3.44	-1.640028	-6.04e-01	RNF24
233713_at	5.10e-03	1.15e-03	3.44	-1.641528	9.75e-01	
232612_s_at	5.10e-03	1.15e-03	-3.44	-1.641804	-3.67e-01	ATG16L1
37117_at	5.10e-03	1.15e-03	-3.44	-1.641919	-7.02e-01	PRR5-ARHGAP8///ARHGAP8
210155_at	5.11e-03	1.16e-03	-3.44	-1.64299	-7.86e-01	MYOC
210012_s_at	5.11e-03	1.16e-03	3.44	-1.643364	4.78e-01	EWSR1
232979_at	5.11e-03	1.16e-03	-3.44	-1.644115	-3.90e-01	MIR10A
222510_s_at	5.12e-03	1.16e-03	3.44	-1.64503	9.81e-01	MKRN2
209146_at	5.12e-03	1.16e-03	-3.44	-1.645914	-5.60e-01	MSMO1
244171_at	5.13e-03	1.16e-03	-3.43	-1.647169	-4.78e-01	MKLN1
210588_x_at	5.14e-03	1.16e-03	-3.43	-1.648875	-4.36e-01	HNRNPH3
218048_at	5.14e-03	1.16e-03	3.43	-1.649118	2.84e-01	COMMD3
201426_s_at	5.14e-03	1.16e-03	-3.43	-1.649696	-6.59e-01	VIM
212115_at	5.14e-03	1.16e-03	3.43	-1.650246	3.69e-01	HN1L
1554077_a_at	5.15e-03	1.17e-03	3.43	-1.651021	3.37e-01	TMEM53
235436_at	5.15e-03	1.17e-03	-3.43	-1.651192	-3.85e-01	DDX31
226454_at	5.17e-03	1.17e-03	-3.43	-1.655012	-2.08e-01	MARCH9
238229_at	5.18e-03	1.17e-03	3.43	-1.656101	2.21e-01	TMEM67
214358_at	5.18e-03	1.17e-03	3.43	-1.656775	3.06e-01	ACACA
214941_s_at	5.18e-03	1.17e-03	3.43	-1.657095	7.03e-01	PRPF40A
232206_at	5.18e-03	1.17e-03	-3.43	-1.658083	-4.62e-01	ULK4
203258_at	5.20e-03	1.18e-03	3.43	-1.660993	7.67e-01	DRAP1
227988_s_at	5.20e-03	1.18e-03	3.43	-1.661534	4.04e-01	VPS13A
222678_s_at	5.20e-03	1.18e-03	3.43	-1.661775	8.48e-01	DCUN1D1
