Gene	GSE11223	GSE112366	GSE126124	GSE179285	GSE186582	GSE20881	GSE59071	GSE6731	GSE95095	Average
FOXA3	4.4384471	5.3941426	-0.2494307	1.3507912	-1.5249923	4.7026997	0.004741	NA	-4.226432	1.2362458250000001
LRP3	4.4376974	2.5470471	3.12041	2.440138	2.3284294	-2.1954103	-1.463546	-1.8352683	2.025908	1.2672672555555555
GTPBP6	-4.4372055	1.1684899	-1.385139	-5.3972574	-1.2278249	-2.2797933	-4.880059	-0.3643544	2.26596	-1.8374648444444444
PIK3R1	-4.4368511	-3.0692921	-5.5089707	-4.1644662	-1.2096943	-2.2558406	-7.056901	-5.1270944	2.037051	-3.4213399333333334
FUBP3	-4.4364757	0.4561731	0.3387082	-2.9455558	-0.8930996	-0.4586363	-3.003179	-3.0782329	-1.409662	-1.7144400000000002
MRPS35	-4.4363611	0.975986	-4.3056422	-5.3940064	-0.3152207	-4.9978909	-1.160057	NA	-0.829413	-2.5578256624999995
IFITM5	4.436312	NA	-1.5996601	2.5836855	NA	-1.5462691	-0.315097	NA	1.597614	0.8594308833333333
EXOC4	-4.4355946	2.5044796	-4.0532223	-1.2487118	5.1773667	0.6165769	-0.753097	NA	3.145178	0.11912193750000011
RPS6KB1	-4.4346423	-1.3130314	0.3306237	-0.7340888	0.6749871	2.9992887	0.395558	-3.8384121	-0.089268	-0.6676650111111111
PABPC4	-4.4337462	-1.7201854	0.6266588	1.5756777	NA	1.1284024	3.724351	NA	2.077587	0.4255350428571427
SYCE1L	4.4334315	-0.8664932	NA	1.8011893	1.059561	-1.7349447	NA	NA	2.576954	1.2116163166666667
CPSF2	-4.4310289	2.7216503	-0.5484118	2.1683557	-5.8529468	-2.6725305	4.111832	NA	-0.169467	-0.5840683750000001
PDLIM4	4.4307888	0.9731469	4.7617407	4.295308	4.1346186	0.8759701	4.465829	1.0780099	2.662403	3.0753127777777776
IER5L	4.4299995	-0.5997452	2.1359117	4.1966325	1.8640579	NA	0.490576	NA	2.010874	2.0754723428571427
JAK3	4.4297125	-2.5841164	2.7243929	6.2162997	6.497313	2.4252631	7.354048	-1.4574841	1.655168	3.0289551888888884
STK38	-4.4287376	-1.4888857	-4.1500382	-6.8413868	-2.6764408	-2.0185692	-8.795863	-2.6827259	-0.746306	-3.758772577777778
TTI2	-4.4270749	-0.4934424	-3.3461391	2.4557993	3.0038158	-1.683884	2.994506	NA	NA	-0.21377418571428583
PHLDA1	4.4269226	2.671399	4.061665	8.9799259	5.1718982	3.0155887	10.541826	5.2690221	1.951254	5.121055722222223
FCGR1B	4.4241249	3.9731445	NA	8.2386699	5.9968063	NA	NA	NA	4.064238	5.339396719999999
ACBD4	4.4239178	-1.3361738	-0.3455116	2.7589579	-4.4606231	-1.82186	-3.253715	NA	2.577673	-0.1821668500000001
OSBPL6	-4.423548	-1.7548466	0.365946	-1.139017	-4.0769276	-2.8138516	-0.310392	NA	1.778629	-1.546750975
CXCL12	4.4219693	-3.1728859	1.5572033	6.1830082	-0.5929142	2.8166546	2.870223	-3.7409187	6.259989	1.8447031777777778
UCN2	4.4215593	1.3477163	1.6418008	4.5112949	1.407916	-0.5261295	3.210476	NA	3.416043	2.4288346
ZNF205	4.4209096	2.3470242	2.4884171	1.3096344	-0.707583	-2.632266	-0.677927	1.1791618	2.280474	1.111982788888889
THOC1	-4.4207241	-3.6336796	-4.7997657	-2.6077599	-2.0075971	-1.748337	-0.625423	-2.3553086	0.797528	-2.3778963333333336
WNT6	4.4206004	1.4491018	1.5467031	2.5139718	1.8297451	-2.2602681	0.265891	-0.8247935	2.186867	1.236424288888889
BATF	4.4187259	0.5682713	5.6377886	7.643091	3.834054	2.7432443	5.416104	0.5018334	2.027115	3.643358611111112
UQCRC2	-4.4173874	2.4336346	-6.5100542	-7.9134366	-2.2467155	-4.2261935	-4.894159	-1.4668317	1.283835	-3.1063675888888893
RCC1L	-4.4171235	2.0821251	1.6584672	-0.4994233	-2.7000601	-3.8457204	0.867001	NA	NA	-0.9792477142857142
WISP1	4.4168171	1.4775381	3.2220188	8.3772592	6.1032784	3.8392336	5.932188	0.0978082	5.882221	4.372040266666667
HCN4	4.4167386	-1.7483487	2.2642812	2.4617337	2.3679862	-1.5641569	-0.593308	1.2464378	1.512605	1.1515521000000002
CHN1	4.41556	-0.3051987	2.5730829	6.5081221	2.8656155	2.430844	5.546157	0.4490936	2.207858	2.9656816000000004
MAP3K3	4.4154637	-1.8900405	2.3995501	7.8859949	4.9367233	1.6513399	4.477349	-3.2265105	0.135164	2.309448211111111
ITGB4	4.4152912	3.796714	1.5176142	3.5288745	-0.5040011	1.495663	3.503868	2.431048	2.147483	2.481394977777778
OPA1	-4.4150896	0.2390053	-7.4216556	-8.8353369	-2.4931601	-4.3715496	-6.650038	-2.7726317	-2.557076	-4.364170244444445
CFAP65	-4.4140694	1.7763177	2.0226599	-5.3872626	-5.472087	-3.5039703	-3.914159	NA	NA	-2.6989386714285715
XYLT2	4.4132825	-2.2705926	2.7553667	3.006249	3.697812	1.9272132	0.614368	NA	-0.326506	1.7271491
SPTSSB	4.4129768	2.2243074	2.4556752	2.234769	2.2099706	2.2169464	-2.846882	NA	NA	1.8439662
ZNF577	4.4129662	-3.2305417	-2.6553253	-5.8470956	-5.0698438	-1.6087332	-8.217636	NA	-2.461483	-3.0847115500000006
MPI	-4.412938	1.9755248	-4.2825413	-4.551831	-4.6206362	-1.4397341	-5.488391	-2.5977175	1.559764	-2.6509444777777773
PIP5K1C	4.4123153	-0.0283366	4.4266481	3.6499211	3.9369638	-2.1363527	2.549066	0.5295601	1.356328	2.0773459000000005
PLA2G2A	4.4111764	2.1466845	4.011843	6.471252	-1.1590893	3.8323989	4.921157	3.6145598	1.945189	3.355019033333333
ADA	4.410663	2.1077857	5.6235714	10.9021712	6.4303991	4.3318239	6.555523	1.6459232	3.156591	5.018272388888889
CRK	-4.4084767	4.817727	-0.0339212	-1.2669426	1.9412053	1.6107442	-0.839327	5.7585243	-2.502213	0.5641467
ZNF343	-4.4079497	-3.2175979	-1.415823	1.7542136	0.6565316	-1.2072083	0.901441	NA	1.830152	-0.6382800874999999
SCARF2	4.4079368	2.5027787	1.9775216	7.2935298	2.5768585	-2.8612251	0.913192	NA	4.197229	2.6259776625
WNK2	-4.4075733	-1.9673911	-3.3773232	-4.1118979	-0.5072223	-3.1694389	-3.664058	NA	-2.046575	-2.9064349625
ANKIB1	-4.4073948	-1.137179	-3.7065074	-1.8728299	-4.3830433	1.8395682	-6.204323	NA	-0.572468	-2.55552215
PLVAP	4.406835	1.4838951	3.3004064	8.0578482	0.6259913	2.7916291	7.801817	NA	3.941397	4.0512273875
KIF22	-4.4068109	2.3105843	-2.9611993	-3.778297	-2.7901183	-3.0722208	-3.633341	-0.919066	1.379246	-1.985691444444445
GFOD2	-4.4063379	-2.8352635	1.2912714	-6.5014366	-4.0549588	-3.6847418	-6.809797	NA	-0.596001	-3.4496581500000003
SLC7A11	4.406229	3.7509283	3.2950381	5.0347931	5.8074206	2.9543982	9.358263	0.3744699	0.265009	3.916283244444445
PGGT1B	-4.4039757	2.1603878	-4.450532	-6.7315859	2.0637178	-2.1514225	-5.183005	-3.5219349	-4.296716	-2.946118488888889
HOOK1	-4.4034596	0.5080819	-4.9048197	-4.1777117	-3.5201935	-2.1668223	-5.664131	NA	-0.883613	-3.1515836125
MARCH9	4.4027387	-1.3047866	-1.6706905	1.4272808	-3.7455663	2.6869505	0.311036	NA	NA	0.3009946571428571
RANBP3L	4.4013799	-0.5037858	-0.1237719	-0.8697558	-1.1003956	2.7095794	-1.235308	NA	1.793888	0.633978775
SNORA78	4.401142	0.1005689	NA	2.3009585	1.6268169	-1.3418928	NA	NA	2.140271	1.5379774166666669
SEPHS2	-4.3989881	-1.4876052	-0.3184239	-4.8103842	-4.9847188	1.5014767	-11.20398	-3.6456464	-1.736534	-3.4538670999999996
ART3	4.3989167	1.2708005	3.3705207	4.5638858	1.9853892	2.7437986	6.512239	1.5570838	0.833046	3.0261867000000002
IGLJ3	4.3984618	4.1819156	NA	7.9336905	1.3966346	4.6594005	NA	NA	NA	4.5140206
USHBP1	4.3980738	-0.2777511	2.7938146	6.2104103	-0.4383382	1.8947456	0.640301	NA	1.631084	2.1065425
FXR2	-4.3979922	1.2663268	-3.8994426	1.813134	-1.2073467	-0.8094485	0.397966	-0.2829491	1.101002	-0.6687500333333333
GALM	-4.3979263	4.2808072	-1.776588	-2.1968584	-4.8914601	2.2976164	-4.337256	NA	0.031975	-1.3737112750000002
MIAT	4.3972789	-2.342003	NA	5.9095028	3.3836791	2.3883667	NA	NA	NA	2.7473649
GNB3	-4.396426	-0.5189874	3.3844345	1.0685825	-0.7770657	-0.7698218	3.122069	2.3803304	3.399297	0.7658236111111111
PIM3	4.3947586	2.6209086	4.9251879	10.5883854	3.6714649	1.8040864	8.721647	NA	3.225117	4.993944474999999
NPY	-4.3924642	-2.097867	-0.0391031	-4.436707	-3.0702196	-1.1493913	-8.049238	-3.7257494	1.051483	-2.878806288888889
NEU4	-4.3912869	-1.3359855	0.759522	-7.1361451	-5.2262833	-4.1717204	-3.688387	NA	-3.949328	-3.6424517749999996
PPFIBP2	-4.3902896	-1.9726204	-5.1245745	-6.295503	-4.4293811	-0.6624151	-6.392615	-2.5630183	-1.977258	-3.756408333333334
SSU72	-4.3893452	2.7407592	-2.7156307	2.2010319	-2.8808603	-3.1165012	-0.50112	NA	2.020054	-0.8302015375
APOM	-4.3891501	-1.445249	-2.9839004	-2.9717682	-6.5237142	-1.8257281	-6.30867	3.5977824	1.114654	-2.4150826222222217
MRM2	-4.3890597	0.6645997	-0.1222941	2.1421276	1.4300005	-0.1508787	0.763824	NA	NA	0.048331328571428585
AGT	4.3858632	-1.8348501	3.329764	4.3996495	-1.4620167	3.1051568	5.572622	2.6788749	1.006942	2.3535561777777776
FABP3	-4.3836222	-0.7524504	-2.2175796	-4.4707858	3.0296243	-0.9502695	-8.017269	-0.9748282	1.157725	-1.9532728222222222
TGFB3	4.3831661	-0.8932113	2.0783878	5.9543719	3.0022799	1.4362238	3.858552	1.2633551	3.646804	2.747769922222222
COL6A1	4.382851	1.9288214	5.0675198	7.8396013	4.9992383	-3.3818592	5.287487	-1.9937653	3.003149	3.0147825888888886
IER3	4.3822333	3.264478	2.8584355	3.2146479	6.8490213	0.2838295	7.027474	3.0976673	3.377189	3.817219533333333
OR2H1	4.3820576	-1.7521411	0.7512145	8.2103652	-0.1538517	1.6452932	-2.269946	0.9895703	1.176234	1.4420884444444444
TRA2B	4.381879	-2.6872515	-3.9456821	1.5663328	0.8083838	2.368148	4.067148	0.6481804	NA	0.9008923000000001
PAFAH2	-4.3800141	2.3676355	-4.1588159	-3.3643524	-7.4014756	0.7805279	-4.163038	1.7426415	-1.685996	-2.2514319
PHLPP2	-4.3797433	-1.5768261	-5.059719	-6.4250716	-5.5244975	-2.3794546	-11.496764	-3.8428628	-4.923636	-5.067619433333333
RXRA	-4.3788573	1.610208	-2.4989224	-7.824547	-2.1234274	-0.9398047	-4.791607	-2.2942487	1.748201	-2.3881117222222223
RAD23B	-4.37852	2.6464192	-2.9583858	2.1883448	-2.2281407	-3.0665807	0.849126	-4.1570084	-0.238479	-1.2603582888888887
PGAP3	-4.3748061	-1.8250907	-2.3122517	-7.3581946	-3.0108816	-2.836591	-8.957741	NA	-0.91798	-3.9491920875
AGAP3	4.3741409	-0.9804024	2.8470577	4.8596628	2.0916349	3.0728185	1.049172	NA	1.844269	2.394794175
MEX3B	-4.37336	-1.2536679	1.0621136	2.5718959	-2.039647	-2.7745685	0.474608	NA	2.388414	-0.4930264875
DIABLO	-4.37202	0.4708343	-3.3797781	-3.4588179	-0.4310869	-4.15561	-5.978463	NA	-1.901285	-2.900778325
PDLIM7	4.3716876	2.1514845	3.094969	9.0982838	-1.1856523	1.844699	5.870117	0.8004661	2.859962	3.2117796333333333
IL4R	4.3710614	1.0342485	0.1209931	2.6716499	4.6636394	3.1813139	1.497925	1.741296	-1.497716	1.9760456888888887
USP48	4.3698363	-2.5392292	-2.2454176	5.2990847	0.4310801	2.6895679	3.336748	NA	1.15486	1.5620662749999998
SERF2	-4.3694023	3.8781817	NA	-3.6122766	NA	0.5788053	NA	NA	-1.691726	-1.04328358
CD93	4.3660094	2.5413469	3.4765901	8.3228788	4.6008343	2.7764207	7.049361	0.3843737	1.710254	3.9142298777777764
NHEJ1	-4.3642363	-1.3230099	-5.7547248	-6.4186953	NA	-1.8487333	-8.90888	NA	-2.619243	-4.462503228571428
TRPM7	-4.3642322	-4.5203383	-5.8571225	-7.5045697	-5.5238396	-1.2417566	-6.885196	NA	-1.442844	-4.667487362499999
HOOK3	-4.3638024	-3.0380818	1.8686283	3.7440024	0.7618832	-2.1595535	3.094483	NA	-1.254814	-0.16840685
MTMR11	-4.3634971	-1.5294192	-5.092971	-7.2522183	-3.98212	-1.1624789	-6.670036	-3.3341994	-1.921505	-3.923160544444445
IL6R	-4.3634636	-1.2126903	-1.414283	-6.297776	-4.2738089	-1.130467	-6.298926	-1.1074111	-1.334814	-3.0481822111111114
ZNF579	4.3628844	-0.5719588	4.2667543	2.4071911	4.6595424	-2.3582821	-0.257057	NA	2.408143	1.8646521625
PPP2R5C	4.3623097	-3.6916763	-2.0214986	2.4629729	-0.2971801	1.5302118	2.953542	-2.2301126	1.658614	0.5252425333333333
CMIP	4.3613656	3.4260955	-0.389321	3.5999235	5.2253308	2.7546633	4.006668	NA	2.472638	3.1821704625000002
PCSK1	4.3598417	0.8264765	4.5644624	7.4664216	-0.7038827	3.4760186	6.299097	1.0789984	-1.303628	2.8959783888888886
KIFAP3	-4.3598324	-0.9853907	-7.289695	-8.8327697	-3.3059255	-5.0665906	-6.214769	-2.8355392	-2.285037	-4.575061011111111
ID1	-4.3595987	3.2044208	2.9256934	1.9233828	-4.2221447	-0.2792798	3.722501	2.5841441	0.197061	0.6329088777777776
HDDC2	-4.3594744	1.7929796	NA	-4.6453814	-2.1562266	-3.2646575	NA	3.2358779	0.852618	-1.2206092
PDE12	-4.3588144	1.9276829	-4.6488871	-2.7696321	3.3826248	-2.3257495	-1.187943	0.0821298	-0.069278	-1.1075407333333334
HBZ	4.3580903	2.2454586	1.6464575	3.9963737	-0.9466262	1.2880445	-1.638384	-4.6148569	0.772662	0.7896910555555553
C7orf25	-4.3572298	NA	-1.9411074	0.0577452	NA	0.2077091	0.174374	NA	0.152245	-0.9510439833333333
DNM1P35	4.3570254	-0.7388561	4.1493516	NA	1.4266624	-1.7671451	0.910888	NA	1.291293	1.375602742857143
TMSB4X	4.3570038	NA	NA	1.0905626	-0.0272804	2.1765537	NA	-1.2534599	1.474294	1.3029456333333334
TRIM32	-4.3564921	-0.9981558	-1.8177288	-0.5075407	-6.106724	-2.6778907	-1.799585	0.4759243	0.45991	-1.9253647555555555
NYX	4.3562617	-0.0299211	0.2368363	4.6650678	-0.9500491	3.6024252	-0.658925	NA	1.44314	1.5831044750000003
CLEC4D	4.355279	2.0025788	3.4191713	5.1166525	3.5002717	3.302607	2.990139	NA	1.550159	3.2796072875
KRTAP1-1	4.3547228	0.4868291	NA	-2.9483486	-1.8233655	-1.6951128	NA	NA	NA	-0.32505499999999987
C5orf24	4.3536333	1.8857021	-1.5215278	-0.9728765	0.0020763	0.6664629	-0.397043	NA	-0.106715	0.48871403750000003
DGAT1	-4.3536319	0.0353124	-0.7328235	-0.118217	-3.60753	-1.1958695	-1.793422	-1.1622559	-1.702734	-1.6256857111111112
NECAP1	-4.3535959	2.0085313	-4.8020471	-3.626971	-2.5937818	-2.3641265	0.710421	-1.5982011	-0.847923	-1.9408549000000004
SEC22B	-4.3524489	2.6718952	0.1706594	4.9678065	-0.8131352	-2.0739595	4.901108	-0.406099	2.770991	0.8707574999999999
GFRA4	4.3523614	-0.4187775	1.9220201	2.4787044	-1.4430994	-2.7336329	-0.851568	NA	1.475409	0.5976771375000003
CTSB	4.3510538	3.7386791	3.7055756	7.4287851	4.5261579	5.5654224	6.215336	-0.7750839	2.719436	4.163929111111112
NIPBL	-4.3509591	-2.8044133	-4.9426394	-2.9997097	0.6046821	3.7500968	-2.24663	-3.5177053	-2.150806	-2.0731204333333335
TAP1	4.3493569	4.6054775	6.5426646	11.7801072	7.7484429	5.6949094	11.798477	3.6028096	-0.515608	6.178515233333333
TTC21A	4.3490613	-2.3831149	-1.7804282	-2.8239216	-1.1286726	3.4913967	-0.765315	NA	-0.08238	-0.1404217874999999
ADI1	-4.3482767	0.78316	1.2669992	-1.7764193	-2.9608496	-1.0176265	-3.779521	NA	-0.833146	-1.5832099875
HHIP	-4.3472314	2.4750705	-1.3617142	4.2041663	-1.8915198	-3.033843	-2.725234	NA	-3.092115	-1.221552575
CALCR	-4.3464034	-2.0439331	-0.456228	-3.4136735	-1.7866983	-2.0878389	-2.400832	2.2969205	0.628886	-1.512200077777778
PLCB4	4.3456894	1.0338153	-2.1742978	-2.1386061	-3.222777	3.5186544	-3.791772	-2.7433319	1.46244	-0.4122428555555555
ABCA7	4.3448939	-1.4396474	4.1722395	3.7823179	3.9840911	3.6027089	3.212517	NA	3.009541	3.0835827374999996
IL18BP	4.3401684	-2.1399774	1.2654754	5.1046525	4.2241785	4.1800821	2.613319	NA	1.958152	2.6932563125
GART	-4.3390396	1.7233251	-3.3705886	6.6167546	6.7384631	-2.5403625	3.490656	-0.1830067	2.205765	1.1491073777777776
DDX54	-4.3387961	2.6202699	0.0678787	2.0363895	0.142638	-1.428791	0.92828	NA	-0.493351	-0.05818524999999998
DUSP2	4.3387116	0.4258822	2.8690546	4.1300533	2.7338482	-1.7894046	3.384616	1.8808308	5.09063	2.562691344444445
RAB5B	-4.3385356	2.9596763	-1.4466528	-2.0075907	3.9225888	-2.314391	-2.47363	-4.0448482	1.265433	-0.9419944666666668
CXorf56	-4.3385172	-1.5473296	-5.5585674	-4.3293116	2.9545961	-3.3464136	-7.465965	NA	1.697231	-2.7417846625000006
KRT81	4.3382292	0.1124991	3.0367792	7.3135053	-1.4615258	4.403346	-2.784726	-0.5741658	1.683304	1.7852494666666665
ALDOA	4.3369141	5.5730901	0.3745816	2.664602	-2.3964824	-2.0605602	0.961487	1.7311605	2.450386	1.5150198555555556
EOMES	4.3357166	-2.0205807	2.7541405	2.9336475	5.3605225	0.4722176	4.154536	NA	1.009531	2.374966375
HLA-A	4.3349692	2.4567837	NA	8.4575769	2.7275243	5.3992167	NA	2.6632903	2.746541	4.112271728571428
FAM213A	-4.3337964	-3.0963612	-4.7657789	-7.6126033	-4.639535	-2.7283877	-7.434884	NA	NA	-4.944478071428571
MMP9	4.3332431	-1.3216577	4.408376	5.787932	1.1994354	2.9182978	7.378853	3.8927813	5.403743	3.7778893222222223
ACAA1	-4.3332374	1.8124141	-2.5939028	-5.6949532	-3.7769176	-1.5715525	-7.315677	-1.6179438	-0.365808	-2.8286198000000002
TNF	4.3324525	-0.0713759	1.3498987	5.2746128	0.7432428	2.8658028	4.540452	-3.0095492	0.774621	1.8666841666666671
ARNT	-4.3315298	3.2350142	-3.0117087	0.6191852	-1.0752171	1.0988276	-2.984265	-1.4517654	2.150941	-0.6389464444444444
CDK2	-4.3304338	2.005965	-0.9288556	2.2575933	1.1174107	-3.43974	4.304217	-1.9176374	1.268767	0.037476244444444556
AHNAK	-4.3288121	1.4497039	-4.6891521	-2.8949594	-1.4985924	-4.0780388	1.86732	-1.4521478	1.698286	-1.5473769666666666
RIPK2	4.3279386	1.9394324	0.9292843	8.9652724	4.6574327	1.4439705	7.25704	-0.8459998	3.02538	3.5221945666666667
SUPV3L1	-4.3277049	-1.0119645	-5.5008235	-5.9026067	0.0948647	-4.2155422	-5.26641	-0.497373	0.682824	-2.8827484555555554
C17orf80	-4.3273934	-1.8388574	-2.9401496	-2.6298471	-3.2781373	1.7082616	-1.960518	NA	2.093618	-1.6466279000000004
HSH2D	4.3269723	0.4880961	4.4727595	5.6953859	-3.4171868	1.2171966	7.017768	NA	-2.043004	2.21974845
AADACL2	-4.3269576	-0.2576261	0.105191	-0.425788	-0.6612525	-2.5473533	-2.862129	NA	1.180347	-1.2244460625
SGK223	-4.3268327	-3.3862825	-6.3018384	-5.1396429	-4.9154926	-1.5690138	-8.445114	NA	NA	-4.869173842857143
FRMD6	-4.3258699	1.6363785	1.1664964	3.4192892	3.3134464	-1.3685812	4.269126	NA	4.637035	1.59341505
MKL2	4.3246405	-1.3592188	-4.3108673	0.7678971	-0.2805279	1.1365004	1.119183	NA	-1.880079	-0.060308999999999946
ETV1	-4.3237202	-2.0442093	1.8984164	-0.6390893	0.2899755	-5.8608588	3.181971	-4.1680699	1.103294	-1.1735878444444445
ZDHHC3	-4.3223407	3.4381142	-3.5981933	-1.6973558	-3.2680665	-1.5626741	-8.605427	-0.5964722	-2.61097	-2.535931711111112
MAGEA4	-4.3223178	0.9666944	0.0108896	0.8326289	0.115825	-2.5713595	-1.153546	-1.6984628	1.530843	-0.6987561333333333
LOC105370792	4.3220644	NA	0.5354248	3.3921025	NA	2.3653575	-2.583338	NA	NA	1.6063222400000001
C1orf229	4.3210774	NA	3.2541381	2.0854903	NA	-2.2438004	-0.501757	NA	0.840905	1.292675566666667
LMCD1	4.3208746	2.4684174	5.3359353	8.1709045	3.3947046	1.7049571	5.080413	NA	4.999278	4.4344355625
EXOC6	4.3200379	1.7919117	-1.0035814	4.0377558	1.9868143	2.8358924	1.644645	NA	3.002937	2.3270515875
PRR7	4.3197709	-0.1912739	0.4591202	6.2077469	0.7177531	-2.4334442	1.019923	NA	1.542954	1.45531875
GNB1	-4.3193564	-0.87712	-2.6997803	4.5390904	-4.3441667	1.9121526	0.000465	0.8096307	2.773265	-0.24509107777777775
PTPRJ	-4.3165107	-1.1043113	-0.5577735	2.1761647	-4.8644746	-2.8661329	-0.889424	-3.037952	-0.824393	-1.8094230333333334
UNC93B1	4.3165106	1.4186265	4.5745986	3.8542214	-4.2163608	3.1745235	3.578027	NA	1.335805	2.254493975
AKR1B1	-4.3152447	1.0386108	2.9288683	-2.7768187	3.6962875	-1.8774916	3.736906	1.4318865	2.624608	0.7208457888888888
MAP10	-4.3150847	-0.0248481	-0.043082	-0.3773966	-0.8958184	-2.3585081	-0.40955	NA	NA	-1.2034696999999999
TPM3	-4.3118535	1.6276404	NA	3.0850082	3.5235894	-4.8542269	NA	-0.582389	2.250646	0.10548780000000006
PFAS	-4.3111088	-1.9974632	-3.3347046	-2.1108266	1.6141443	-2.7843546	3.985469	-0.2543367	-3.586406	-1.4199541333333334
COL1A2	4.3078112	1.9721489	NA	9.2280846	5.6344248	2.043939	NA	-1.7704136	5.893048	3.9012918428571424
LINC00342	4.3072164	-2.9874007	NA	2.4828629	3.9958727	2.8308795	NA	2.0303325	NA	2.10996055
TRMT2A	-4.3066579	0.8169048	2.7176305	5.249198	-0.8812678	-0.5653468	2.430681	NA	1.426484	0.860953225
SLAMF9	4.3042673	-0.6774129	-0.6674825	1.1005024	-0.2726274	0.4687165	0.577787	NA	1.650498	0.8105310499999999
TRIM44	-4.3025931	-1.8914602	0.0376165	3.1901284	4.7501054	1.7496312	0.231778	-1.8533039	0.991482	0.32259825555555555
FBXL17	4.3020345	-2.1629143	-2.4242111	2.2327564	-1.6891194	2.6719274	-3.106153	NA	-0.346937	-0.06532706249999998
PDE4A	4.3015752	2.2315751	5.1320404	2.5659841	6.6466223	-3.2797103	3.987107	-2.4869156	2.954054	2.4502591333333332
PRAM1	4.3007514	1.0574901	2.0682839	8.1973639	4.0979607	2.6748657	1.315088	NA	3.359513	3.383914587499999
COBL	-4.2992256	0.5053499	-5.1815012	-4.1094676	-3.2031155	-0.9245282	-5.861706	-3.8729782	-0.679425	-3.069621933333333
CCND1	-4.2991466	4.4758752	3.2887325	7.8366814	4.5656837	-2.8802526	3.395013	3.0198053	-0.46974	2.1036279888888885
POFUT2	4.2983112	-1.8169429	0.2081014	1.9930246	1.5727427	2.4873283	1.550576	1.9101831	1.160747	1.4848968222222223
WDR1	-4.2980122	5.1537708	-3.9586356	-3.3609702	2.4354051	-1.7416081	-4.192275	-1.4560072	1.556383	-1.0957721555555555
NR2C2	4.2976309	-4.7289188	-3.2302632	-0.2508796	-3.2921164	2.3068145	-5.103675	-3.2379335	0.803819	-1.3817246777777779
SLC25A41	-4.2966452	-0.1536354	2.7317515	-5.3571595	-0.3063526	-1.9624993	-3.341488	NA	1.187893	-1.4372669374999998
MAN2A1	-4.2961441	1.8957096	-1.3557158	1.7227782	-0.3955939	2.1773356	-0.684434	-3.0388222	1.60728	-0.2630674
FPR1	4.2955448	4.0036516	5.0990873	9.8096973	6.9299139	3.6623745	5.314092	0.6022667	3.66487	4.8201664555555555
RNF128	-4.2939681	-1.3666703	-4.2259731	-3.7564147	-3.0795188	-1.325451	-6.382869	NA	-1.918122	-3.293623375
SYNJ2	-4.2927931	-1.6383498	-3.8026638	-5.882031	-3.3607281	1.6653817	-7.229575	-3.4959934	-0.679917	-3.1907410555555553
MKNK2	-4.2920264	-3.7964229	-3.6703232	-7.2447167	-2.7090065	-1.7863182	-4.93073	2.8902866	-2.235806	-3.0861181444444448
RARRES3	4.2907806	4.5832337	NA	8.1199393	2.9303405	4.3711525	NA	2.3501975	1.896009	4.077379014285714
CYP4F3	-4.2907774	-1.3841752	-2.5884733	-1.5067016	-4.1158107	-2.4290693	-0.599107	NA	-2.944607	-2.4823401875
SULT1A1	-4.2905785	-1.1586295	-3.7465308	-3.8921003	-3.7008234	-1.3908035	-8.23676	-2.5241375	-1.236731	-3.3530105000000003
C22orf29	-4.2904368	-0.75675	NA	4.2852966	NA	-0.9312401	NA	NA	0.683835	-0.20185906000000017
FAF1	-4.2890018	2.907595	-5.0625855	-1.2521349	-5.3839623	-5.0736257	-2.629649	NA	-0.929163	-2.7140659
LIN28A	-4.2878221	-0.5324904	-1.028311	-0.3132102	-2.200736	-3.0842665	-2.17777	NA	NA	-1.9463723142857146
TUBB	-4.2863716	2.376069	-1.7350968	4.7448037	1.6128712	-4.9960966	5.614455	2.5345915	-0.350196	0.6127810444444444
RAB34	4.2854252	-0.6001315	NA	8.7212061	NA	4.149767	NA	NA	2.238113	3.7588759599999997
TRABD2B	4.2849533	1.2693986	0.7048772	6.6926235	-0.844542	1.7171083	-0.69945	NA	NA	1.8749955571428567
FAM136A	-4.2834649	0.2375923	-0.9268116	-1.9223413	NA	-2.7316915	-0.791907	NA	-3.21262	-1.9473205714285713
DBF4	-4.2819233	0.5472904	-2.0787757	-1.7188764	1.1577978	-2.795525	0.224088	0.3684102	1.296453	-0.8090067777777779
REN	4.2805882	-1.3112286	-1.7451011	-2.5943023	-1.2246006	0.9569799	-5.164471	-0.8314094	1.464056	-0.6854987666666665
FKBP11	4.2801511	3.8668759	4.8877038	9.9605496	5.3082012	3.9113601	9.466576	NA	1.654863	5.4170350874999995
FAM20C	4.2798446	1.6659161	3.9129732	4.6954598	1.7558657	2.5975447	5.351458	NA	2.101035	3.2950121375
LPAR6	4.2796834	-1.1010973	-1.4202749	3.7744024	1.287968	4.0324396	1.491889	NA	NA	1.7635728857142858
HMGB3	-4.2796666	3.8489193	-3.1891417	-2.0272264	-2.2790983	-3.5998943	-4.722605	-1.9833801	-0.034554	-2.029627455555556
ARPIN	-4.2788001	-1.5235802	NA	-3.052528	-6.7422403	2.1800935	NA	NA	NA	-2.6834110200000003
TGS1	-4.2783307	-0.7071162	-3.8899474	0.9349355	2.5274897	-1.0339428	1.112163	NA	1.895584	-0.4298956125
AKR7A2P1	-4.2779754	NA	-1.7472021	-0.7627446	NA	-1.3362344	-5.722149	NA	NA	-2.7692611
ELMO1	4.2772372	-2.2463223	1.9822114	3.7576808	0.2378062	1.9753919	6.157189	1.4486301	2.147157	2.1929979222222222
