Gene	GSE109248	GSE117239	GSE117468	GSE13355	GSE136757	GSE137218	GSE14905	GSE193128	GSE30999	Average
ST7-AS1	4.0840172	-4.8566358	-7.2784836	-6.4560829	-4.98	1.07e-02	-2.55e-02	-1.62	-4.95	-2.8968872333333335
IL7R	4.0833605	14.6968617	9.3597135	15.1364305	9.43	4.31	5.91	7.58	1.39e+01	9.378485133333335
TMEM42	-4.0813739	-7.1867649	-7.2223352	-8.5217847	-6.03	-2.96	-5.00	-1.34	-6.69	-5.448028744444445
MERTK	-4.080308	-9.6751564	-5.960743	-12.9600674	-4.44	-7.38	-6.53	-7.20	-9.53	-7.528474977777778
EFR3A	-4.079934	-3.0991042	2.0932476	-6.0423967	9.34e-01	-1.00	1.71	2.67e-01	-1.87	-1.2319097000000003
ATP5G3	-4.0798404	1.6613682	6.3652667	12.8836947	-3.47	3.88	5.99	6.59	1.67	3.4989432444444444
USP4	4.0797038	-5.0403208	-1.7355925	-2.3204888	-9.84e-01	-1.94	-3.05	-7.97e-01	-4.42	-1.8008553666666662
SLC44A1	-4.0796818	-17.8281758	-9.4754053	-15.7928004	-6.54	2.11e-01	-5.69	9.17e-01	-1.33e+01	-7.953118144444444
AK2	4.0783306	15.2488225	7.7768529	22.1149173	6.86	4.29	9.61	7.40	1.38e+01	10.130991477777776
ARMCX3	4.0782105	-13.1626086	-5.9735413	-9.3327031	-6.17	-1.43	-7.79	-2.68	-1.07e+01	-5.906738055555555
ZBTB37	4.0780692	-6.4193185	-6.6039046	-9.2274536	-3.01	-2.86	-1.35	-3.26	-5.35	-3.7780675000000006
PRDM10	-4.0768907	6.7235505	-1.0435285	-3.920841	-3.21e-01	-2.50	1.20	-1.94	6.55	0.0745878111111111
PTGDS	-4.0761714	1.8542543	1.5726412	-1.5228	6.78e-01	1.09e-01	6.77e-01	5.61e-01	1.63	0.1647693444444445
CAPN12	4.0752814	5.429937	1.1758578	-0.6221611	3.53	1.31	-7.55e-01	1.17e-01	5.01	2.1412127888888888
ZNF573	-4.075027	-15.6072141	-9.4112587	-12.7352452	-1.00e+01	-2.63	-4.54	-5.14	-1.43e+01	-8.71541611111111
TMEM110	4.0742251	10.596924	4.0317089	14.7678992	7.42	1.51	6.09	1.29	9.28	6.562306355555556
INHBA	4.0741873	-8.2091948	-2.6953737	-5.3114669	-6.56	1.20e-01	-4.84	-1.51	-6.67	-3.5113164555555554
FOXM1	4.0741418	15.7746874	5.9431096	22.1748541	1.17e+01	7.18	7.30	9.69	1.36e+01	10.82631032222222
NMNAT1	-4.0737588	3.537479	0.7266667	1.6161462	-1.45	2.61e-02	3.27	1.71	2.86	0.9136259
PIK3R5	4.073718	8.7267095	0.9625036	6.7565434	4.89	9.07e-01	2.72	2.03	7.73	4.310719388888889
MVP	4.0731509	6.3316348	-1.865958	10.5455256	1.70	-1.45	1.28	1.20e-01	5.90	2.959372588888889
RASL11A	4.0729156	NA	1.0038195	-1.340504	4.15e-02	-3.02e-01	6.62e-02	7.15e-01	-1.73	0.3158663875
MAML3	4.0725385	4.2699794	-1.7518792	-3.3230905	1.41	-4.18	-1.10	-1.82	4.26	0.20417202222222228
CADPS	-4.0721997	-7.2724123	-5.9267165	-8.0318534	-4.75	-3.88	-2.35	-4.33	-6.57	-5.242575766666667
SAR1A	-4.0719596	13.0644359	10.8508835	17.7172999	1.08e+01	3.84	4.47	2.27	1.23e+01	7.915628855555557
CISD3	4.0715217	-7.407052	-2.9598883	10.1339221	2.09	1.86	5.18	1.35	-6.42	0.8776115
STK31	-4.0710615	NA	-4.4052771	-3.2406473	-3.62	-2.40	-3.71e-01	-2.40	-3.10	-2.9509982375
ZNF26	-4.0709938	3.7428368	-5.181741	-10.5520154	2.01	-2.66	-1.10e+01	-2.27	3.82	-2.9068792666666665
CAP2	-4.0685368	-3.6889395	-1.6422714	-6.6177373	-2.26	-7.40e-01	-2.32	-1.12	-3.50	-2.884165
UBE2N	-4.0672406	20.930657	10.5066764	24.423246	1.17e+01	7.67	9.45	1.01e+01	1.80e+01	12.079259866666668
KLF5	-4.0658161	-3.151444	-0.5380435	-1.7755613	1.23	-3.46	-4.57	-2.96	-2.26	-2.3945405444444443
SLC39A14	4.0653952	-3.0730984	1.4071369	4.9301014	-2.31	-1.48	-5.20	-3.17	-2.72	-0.8389405444444444
PLCB4	-4.0650814	-12.5083757	-7.6479172	-11.8472274	-8.29	-4.98	-1.02e+01	-6.57	-1.04e+01	-8.500955744444447
PTH2R	-4.0633206	NA	-3.157466	-1.6505097	-4.26	9.05e-02	4.41e-01	2.63	-1.47	-1.4299745375
SAP30	-4.0625684	-1.9009813	-4.082418	5.0868393	-2.73	-3.26	-2.39	-1.56	-1.25	-1.7943475999999998
CRNN	-4.0616716	3.2372173	-1.0685239	1.765091	7.84e-01	8.19e-01	-1.07	9.18e-01	3.21	0.5036792
BLID	-4.0601769	NA	-2.2616948	-1.9080441	2.57e-12	-6.01	1.10	-6.80	8.06e-01	-2.3917394749996785
C1GALT1C1	-4.0600533	-9.026326	-5.8312272	-8.9762031	-6.88	1.64	2.51	1.71	-7.41	-4.035978844444445
CUZD1	-4.0599867	0.5920767	-2.7861267	-0.7161219	1.61	-1.10	1.03	1.62	-4.20e-02	-0.4280176222222221
SUCLG2	-4.0598165	-5.1978241	5.3936974	-3.1608197	-2.70	-1.13	-1.65	-7.01e-01	-4.74	-1.9939736555555558
ORAI1	4.0581131	-3.6328492	-5.7588951	-8.4652223	-2.52	-6.73	-4.55	-4.87	-3.19	-3.9620948333333335
ECE1	4.0580096	-1.1707431	2.8343393	-5.6069392	-3.35	-2.45	-3.56	-4.72	-2.77	-1.859481488888889
ARFRP1	4.0579628	7.4962304	3.8073248	11.5060108	3.71	2.32	2.66	4.22	6.52	5.144169866666666
SMAP2	4.057707	7.412885	4.2440136	6.8698353	8.28	2.29	4.71	4.73	7.00	5.510493433333333
MAOA	-4.0575476	-12.5342854	-8.1172343	-13.3121093	-7.97	-2.55	-8.29	-2.26	-1.10e+01	-7.787908511111111
VKORC1	4.0561634	5.831626	-0.4716608	9.6078132	1.21	7.22e-01	4.07	2.22	5.67	3.6573268666666667
TRIM4	-4.0556149	-7.1750586	1.3732082	-5.4519061	1.66	-2.06	-8.52	-9.29e-01	-6.28	-3.4931523777777773
CXorf36	4.0515376	-3.2743002	-3.6206489	4.5204087	-2.92	-1.03	-4.31	-4.19	-3.47	-1.5825558666666668
MT3	-4.0499635	0.3434305	-3.1125557	3.1439609	-1.89	4.26e-01	-3.88e-01	2.30e-01	2.33e-01	-0.5626808666666666
PDCD2L	4.0487328	11.1792114	4.6250175	10.2530239	4.53	1.55	6.36	7.64	1.00e+01	6.687331733333334
LAMA1	-4.0482748	0.1385096	-2.7382222	4.2843592	-3.74	6.74e-01	-9.37e-01	1.02	-1.84	-0.7985142444444444
ASUN	4.0479075	12.820148	7.2667803	8.7426889	4.57	5.38	3.81	8.69	1.09e+01	7.358613855555556
UBL3	-4.0476175	5.2854747	-3.7298267	-12.6410926	-3.26	-2.65e-01	2.24	9.87e-01	5.08	-1.1501180111111111
MBD1	4.0463235	12.9143825	3.0377419	11.7371714	4.76	1.12	6.22	1.72	1.15e+01	6.339513255555556
FCN2	-4.0462008	NA	-0.8194402	4.4824806	-4.27	7.07e-01	6.33e-01	-1.24	1.65	-0.36289505000000005
FAM50B	4.0460087	0.397661	-7.1700027	-5.9738758	-5.41	7.44e-01	-2.94	-3.66	4.82e-01	-2.164912088888889
PCNA	4.0459415	11.0404916	6.7888598	18.3806623	7.86	6.93	1.30e+01	1.08e+01	1.02e+01	9.893995022222223
RBBP6	4.0453541	19.7074231	9.5241572	14.3645017	1.13e+01	6.80e-01	9.27	2.33	1.74e+01	9.846826233333335
ZNF84	-4.0449337	-12.5607736	-9.9012876	-21.5398451	-7.39	-5.66	-9.35	-5.31	-9.72	-9.497426666666666
ARHGEF12	-4.0444176	-9.6297064	-7.315878	-14.2662121	-8.06	-3.32	-6.73	-2.64	-7.69	-7.077357122222221
NEMP2	4.0440115	-2.7132605	-2.7499046	3.4029736	-2.30	-1.72	-1.51	-4.33	-2.31	-1.131797777777778
HIST1H4H	4.043484	0.7219421	-1.9085481	-2.5979594	-1.66	2.73	-1.98	3.53	-7.21e-01	0.23976873333333326
CMTM7	-4.0433452	-3.5830445	-3.4221281	-5.4715657	-4.89	-4.07	-4.19	-4.60	-4.11	-4.264453722222223
CYP39A1	-4.0428521	-10.789662	-9.3824421	-16.0798327	-7.53	-7.58	-6.05	-6.12	-9.17	-8.527198766666666
PNPLA1	-4.0412878	8.9755174	-2.2696562	1.1824964	1.20	-2.55	-4.92e-01	4.04e-01	7.66	1.1187855333333332
TGS1	-4.0407853	2.4920883	5.6609215	5.310095	1.23	1.06	-2.81	4.12	2.60	1.735813277777778
XRCC6	4.0405271	8.660661	3.4463431	10.8332761	2.75	4.32	2.55	5.35	8.17	5.568978588888889
KIFAP3	-4.0403994	4.4462771	-1.2854313	3.4204342	-5.41e-01	2.08	-7.64e-02	2.39	4.13	1.169275622222222
ABHD12	4.0402014	1.7844251	-4.951591	-1.8473633	-1.14	-2.03e-01	1.31	-6.11e-01	1.94	0.03574135555555559
KCNG1	4.0391849	NA	2.5585011	6.0709237	1.77	1.06	1.16	1.03	1.05	2.3423262125
ZNF805	4.0391329	3.4353465	-3.7701572	-8.4205985	-4.76	-2.55	-7.13	-2.10	2.65	-2.0673640333333334
WFDC6	-4.0387155	NA	-0.6131924	2.551681	-9.34e-01	1.93	7.25e-01	7.04e-01	-9.17e-01	-0.0740283625000001
MLLT11	-4.0387062	4.9268799	1.1407888	-0.4247086	-1.48	-1.11	3.38e-01	1.95e-01	4.38	0.43636154444444447
HCCS	-4.0385786	13.0105788	4.4947085	19.986087	6.91	5.89	1.15e+01	6.83	1.15e+01	8.453643966666668
RAB37	-4.0382932	-1.7974222	-1.3364007	-4.1956216	2.93e-01	-9.93e-01	6.60e-01	2.57e-02	-2.43	-1.5346708555555555
USP49	4.0382822	-2.9090224	-3.3124803	-4.1956093	2.91	-7.25e-01	2.21	-6.63e-01	-3.52	-0.6852033111111111
IGSF1	-4.0379406	NA	-4.1475061	-2.2612138	-1.90	1.71	-3.94	7.41e-01	-2.50	-2.0419575625000004
MCAT	4.0376416	10.2292441	0.7774871	8.3089308	2.26	1.57	5.41	2.62	8.87	4.8981448444444435
SOST	4.0351207	10.5433574	7.7993549	10.0089988	8.17	3.72	3.41	1.86	9.78	6.591870199999999
APOA1	-4.034238	NA	1.2821964	3.4201695	-2.14	2.71	1.15	4.75e-01	-1.78	0.13539098749999998
NR1I2	4.033498	NA	-0.3096496	4.4263421	3.14e-01	1.23	8.47e-01	1.78e-01	6.70e-01	1.4236488125000002
UNC13C	-4.0331013	-1.7544819	-5.7907191	-3.8923131	-2.02	1.35	8.16e-01	2.23	-2.74	-1.7594017111111109
FAM124A	-4.0330788	-7.4764843	-3.3269663	-3.7867903	-2.47	9.34e-01	-2.26	3.65e-01	-7.07	-3.2360355222222226
HABP4	-4.0330312	-13.9647753	-8.9740958	-9.3481482	-5.34	-2.71	-3.99	-3.25	-1.18e+01	-7.045561166666666
MRPL45	4.032902	-0.139815	0.325228	2.4115265	2.51e-01	2.72	2.28	2.28	3.87e-03	1.5738568333333331
PALLD	-4.0327454	-1.287065	5.0111724	-4.8756785	3.81	7.41e-01	-2.78	7.09e-01	9.56e-01	-0.1942573888888888
IL17F	4.0325359	1.5626679	8.4180516	6.1960119	4.49	2.96	1.46	4.62	2.34	4.008807477777777
PYGL	4.0318222	15.3809398	10.071408	18.6213462	6.27	8.83	3.83	9.42	1.42e+01	10.072835133333333
FGF7	-4.0314425	-3.2730661	-0.8292039	-3.5427086	-1.94	1.46e-01	-5.47	-3.81e-01	-3.63	-2.5501579
CCDC14	-4.0312367	-4.5792795	-4.203812	-11.218495	-1.37	-5.10	7.01e-01	-4.41	-3.22	-4.159091466666666
GNA15	4.0297544	18.0108392	7.5629396	26.416127	9.10	5.27	5.36	7.21	1.59e+01	10.984406688888889
DRG1	4.0295068	1.2841482	5.3081728	9.3950412	4.44	8.34e-01	2.38	2.73	1.43	3.536763222222222
SF3B5	4.0295059	4.4019834	1.6105824	13.2837761	2.53	1.54	4.51	5.57	4.34	4.646205311111111
STEAP4	4.0291852	16.3801922	11.1415343	12.8673456	1.06e+01	9.19	4.16	8.08	1.50e+01	10.160917477777778
AHCTF1	-4.0289422	4.8757943	-2.6282214	-10.1242402	-3.89	-1.96	-5.42	-2.39	4.50	-2.340623277777778
INO80C	4.0284041	8.1424233	6.7365396	8.969733	7.16	4.78	2.15	4.33	8.07	6.040788888888888
SLPI	4.0282748	12.5647481	5.9857101	19.6593228	6.33	6.83	7.62	9.10	1.18e+01	9.324228422222221
ADAMTSL1	-4.0274775	-4.9339391	-4.4576578	-6.6882749	-2.09	-3.22	-2.03	-1.48	-4.92	-3.7608165888888885
EGFLAM	4.0272719	1.7931536	-3.0133166	-0.9632165	-1.00	5.48e-01	-1.99	7.30e-01	1.21	0.14909915555555553
VDAC1	4.0264745	6.1429117	7.1751219	10.5542516	5.80	5.70	4.54	8.93	5.56	6.492084411111112
EEF2KMT	4.0259816	3.3160978	-3.3473112	-2.3396656	-8.35e-01	2.24	-1.12e-01	9.99e-01	2.15	0.6774558444444444
LRRC15	-4.02539	0.4304441	0.6462994	4.6345571	-2.69	4.75e-01	9.86e-01	-2.64	1.08	-0.12256548888888884
DUSP12	-4.0251386	8.807754	0.6789353	5.4902191	3.51	2.83	9.64	2.79	8.53	4.250196644444444
PTK7	-4.0250315	2.4978691	6.2039725	5.1743471	5.37	4.13	1.03	4.41	2.11	2.9890174666666667
PUS7	-4.0247739	5.2542009	5.8467897	6.7918469	3.63	5.81	2.80	3.13	4.56	3.7553403999999997
S100A16	4.024575	16.1564629	8.3498307	23.1274868	1.06e+01	5.89	8.20	1.10e+01	1.39e+01	11.249817266666668
CECR5	4.0242889	0.6930457	0.6008618	8.0999545	8.76e-02	1.59	1.17	1.93	8.02e-01	2.110861211111111
HIST1H2BD	4.0242185	4.5565264	-4.4862167	-3.3497771	-2.56	4.02	-5.31	6.19	4.55	0.8483056777777777
HAX1	4.0217671	1.7124955	1.1229832	12.3942571	7.24e-01	3.54	5.58	4.86	2.04	3.999500322222222
VCL	4.0215618	-2.3004926	-5.6349425	-7.2508478	-2.55	-2.67	-2.40	-2.64	-1.71	-2.5705245666666667
MTG1	4.0212778	9.3276862	2.021391	11.4847963	4.19	2.81	4.91	1.24	8.27	5.3639057
PICALM	-4.0184846	4.5719951	5.9260375	7.5285136	3.54	4.04	-6.92	3.95	4.13	2.5275624
PARP16	-4.0179322	1.0059987	-4.4161537	-4.7349763	-1.65	-2.03	-4.38	-2.07	1.41	-2.320340388888889
MIRLET7D	4.0179014	3.6348083	-1.7103154	-8.2373764	1.58	7.15e-01	5.30	-4.55e-01	3.51	0.9283353222222223
DOCK9	4.0178329	16.5575864	5.5196801	8.1398561	9.37	-1.94e-01	4.72	1.12	1.51e+01	7.1501061666666645
TPI1	4.0170122	11.2283617	8.7651027	26.1344005	7.92	4.24	5.12	1.01e+01	1.05e+01	9.7805419
C10orf95	4.0167227	NA	0.5715546	1.6405708	-3.42e-01	7.46e-01	9.58e-01	1.97e-03	-1.57e-01	0.9294772625000001
ZCCHC7	-4.0166692	-6.6490882	-7.0119204	-8.8688638	5.88	-5.53	-5.67	-3.85	-6.03	-4.638504622222223
SLC15A4	-4.0162766	10.3021796	7.7739479	7.9986042	5.32	2.99	-4.31	5.82	8.95	4.536495011111111
NSMCE4A	-4.0161251	-6.3235328	-8.8989815	-9.5130415	-5.57	-2.69	2.91	6.89e-01	4.69	-3.1914089888888877
PLA2R1	-4.015016	-6.8834248	-6.8036027	-12.6598893	-6.78	-4.18	-7.07	-6.72	-6.32	-6.8257703111111105
CYFIP1	4.0144559	7.0993509	-1.8990158	6.1055591	5.96e-01	6.36e-01	6.86	1.53	7.44	3.5980388999999997
PPP1R1A	-4.0130498	-11.0162608	-5.6967036	-7.6414912	-5.30	-6.80e-01	-4.95	-3.21	-9.85	-5.8175006
ATM	-4.0128005	-6.661639	3.1410798	-4.6435997	-3.50	-3.02	4.28	-2.76	-7.02	-2.6885510444444445
AGFG1	4.0127638	11.5881842	7.1984119	12.3126658	5.13	4.10	-5.34	2.90	1.06e+01	5.833558411111111
XKR4	-4.0120667	-2.6339098	-3.1557568	-10.0631517	-1.65	-5.89e-01	-6.23	-2.59	-3.19	-3.790431666666666
RPL7L1	4.0112373	8.1961922	3.4145382	2.4251187	1.63	3.63	3.36	6.40	8.12	4.576342933333333
ALDOA	4.0105128	5.2220077	9.0689494	12.4015152	4.19	3.08	2.12	5.19	4.94	5.580331677777776
JAM3	-4.0101173	-17.3896608	-6.9236888	-11.7099041	-7.94	-4.01	-5.76	-6.68	-1.48e+01	-8.802596777777778
PFAS	-4.0099423	3.9174331	-0.9805417	0.5232069	2.27	-1.47	5.77	-3.76	3.43	0.6322395555555556
MRPL42	4.0091843	11.3423984	8.7015917	16.0392486	8.64	4.03	5.77	4.00	9.90	8.048047000000002
SYNRG	4.0078409	15.7486439	8.0648497	12.0386092	1.17e+01	1.52e-01	5.65	1.78	1.34e+01	8.060215966666668
VASP	4.0076604	NA	2.4680671	6.0829063	1.75	2.33	-3.63	2.66	-2.07e-01	1.9327042250000002
RPS6KB1	-4.007397	8.7979408	6.2629283	8.0294744	5.31	2.05	-1.88	2.94	7.23	3.8592162777777776
F2RL2	4.0068305	2.0277806	4.2426396	4.7476009	2.18	-2.65e-01	1.60	-9.77e-01	2.04	2.1780946222222224
POLR2I	4.006437	5.00738	-4.3861407	6.386917	-4.15e-01	2.94e-02	5.61	1.68	5.18	2.566554811111111
COL9A3	4.0063582	0.5001504	-5.5714579	4.0654514	-3.59	-2.61e-01	-3.83e-01	1.21	-2.45	-0.2748331000000001
NABP1	4.0056223	14.575603	9.7728783	18.845271	8.13	8.46	5.24	9.42	1.28e+01	10.1388194
CCNE1	4.005558	22.6164942	12.619333	19.9826875	1.29e+01	5.90	8.92	1.69e+01	1.99e+01	13.749341411111114
SEMA3E	-4.0054123	-13.6229648	-6.1778534	-8.3584165	-6.03	-8.31	-5.54	-6.77	-1.29e+01	-7.9682941111111125
WNT7A	4.0052017	1.4072073	-0.5102228	5.4186943	3.84	1.09	1.43	3.09	2.07	2.4267645
LMO4	-4.0044877	-15.5850485	-8.2738728	-12.9770493	-8.39	-3.60	-3.06	-5.19	-1.21e+01	-8.131162033333332
VWCE	-4.0035503	-0.4345444	-3.8318387	3.6357856	-2.48	2.60	-1.61	1.21	-6.90e-01	-0.6226830888888889
CDC42EP2	4.0031435	4.1465176	-1.3480685	2.3054302	1.49	2.52	-3.06	-1.66e-03	3.41	1.496151422222222
FBXO3	-4.0030803	-5.8820405	-4.3932577	-7.917575	-2.55	-3.63	-2.76	-1.48	-4.59	-4.1339948333333325
CLEC7A	4.0029436	27.4000156	13.5385392	29.3749276	1.21e+01	1.10e+01	1.64e+01	1.40e+01	2.41e+01	16.87960288888889
PRKAG3	-4.0022249	NA	0.0427037	4.9403585	1.41	1.43e-01	7.99e-01	2.32e-01	5.91e-01	0.5194796625
PLPP3	-4.0022128	-9.5632436	-4.8887275	-14.3243426	-5.08	-6.22	-4.88	-8.14	-7.34	-7.159836277777777
GIPC2	-4.0020399	-6.8952589	-5.3885883	-8.6085772	-5.02	-4.19	-7.25	-4.60	-5.69	-5.73827381111111
HMGXB3	4.001624	7.0118418	-0.9207858	5.8988654	4.81	2.36	-1.25	7.85e-01	6.11	3.200727266666666
WAC	4.0015776	-9.8978899	-9.5560487	-13.9830156	-6.41	-2.46	-7.76	-2.80	-8.54	-6.378375177777777
FABP5	4.0007718	21.7427207	13.6161236	31.460655	1.83e+01	1.24e+01	1.34e+01	2.57e+01	1.90e+01	17.735585677777777
CILP	-4.0005899	-2.119489	-5.337322	-9.6863988	-2.86	-1.20	-1.07	-1.62	-1.36	-3.250422188888889
NAE1	4.0000545	6.9649309	1.866807	2.1044159	-4.21e-01	1.92	6.59	4.54	7.41	3.8861342555555556
AAMDC	-3.9999397	-17.0957684	-11.1153992	-16.0795704	-4.73	-1.07e+01	-9.13	-1.38e+01	-1.56e+01	-11.361186411111111
TMPRSS11D	3.999564	49.0669355	17.6169337	26.5312478	1.90e+01	1.18e+01	1.10e+01	1.62e+01	3.69e+01	21.346075666666664
SCARA5	-3.9989104	-8.79144	-6.8482924	-11.0374155	-6.22	-6.96	-2.73	-6.63	-6.24	-6.6062287
KIAA0895	-3.998298	-10.5869933	-9.0103774	-7.7747543	-6.80	-3.83	-7.02	-5.01	-1.05e+01	-7.1700469999999985
TXNL4B	3.9979098	16.158825	9.9682286	13.2592403	6.26	2.05	5.83	3.23	1.41e+01	8.317133744444442
SERPINB13	3.9974808	48.3077973	13.1671628	29.6232228	2.11e+01	1.19e+01	1.29e+01	1.66e+01	3.39e+01	21.277295966666667
METTL9	-3.9974121	13.0622006	6.4598647	15.2159147	3.69	9.10	1.16e+01	1.18e+01	1.16e+01	8.725618655555555
MSMO1	3.9961768	-0.4333422	1.8807296	-3.5860913	-1.98	-1.09	-3.44	-3.13	-2.11e-02	-0.8670696777777777
SZT2	3.9951966	10.2876128	-2.4157248	9.0316282	6.03	-6.91e-01	7.31	4.82e-02	9.54	4.7928792
ERO1A	3.9940224	17.6429979	9.6350271	19.645105	8.05	1.03e+01	4.55	7.99	1.51e+01	10.767461377777776
HEYL	-3.9932842	-0.4949064	-3.6172819	4.8873558	-1.00	1.37	-3.10	1.12	-1.98	-0.7564574111111112
ADHFE1	-3.9920941	-7.6935897	-7.8438384	-9.2563855	-4.81	-6.01	-3.94	-5.53	-6.56	-6.181767522222222
MRRF	-3.9920703	11.4899528	7.2262527	16.3422167	4.74	5.16	4.04	7.16	1.01e+01	6.918483544444445
IRAK1	3.9913852	14.2568586	4.8350881	15.7286156	1.00e+01	4.95	1.05e+01	7.17	1.32e+01	9.403549722222222
LILRB2	3.9913446	9.7942559	3.7727412	7.1173019	5.17	9.25e-01	3.37	2.50	8.86	5.055627066666667
GPR61	3.9912894	NA	0.436218	1.1831878	0.00	-6.44e-01	3.25e-01	3.01e-01	1.01	0.8253368999999999
CAMP	3.9903191	3.6852268	5.4771543	8.0966987	5.33	2.30	2.42	2.30	3.70	4.144377655555555
TRIOBP	3.9902519	-7.2440462	-7.3409693	-8.9592705	-6.75	-3.98	4.12	-4.26	7.13	-2.5882260111111113
SEPHS2	-3.9895495	-0.0695138	1.1647305	1.4772964	-3.99e-01	2.76	2.04	2.96	1.73e-01	0.6796626222222222
C2CD3	3.9893499	-1.6659906	-3.244655	-5.8925257	3.67	-2.17	-6.24	-1.74	1.71	-1.2870912666666667
NAP1L3	-3.9889932	-9.1044149	-6.0979961	-12.3578595	-4.33	-2.09	-3.78	-2.23	-7.78	-5.7510293
P4HA2	3.988982	-15.5867845	-7.5604963	-16.321684	-5.35	-2.21	-3.07	-5.02	-1.25e+01	-7.06999808888889
PHACTR3	-3.9888252	-2.9011345	-7.8941589	-11.6881702	-3.85	-2.84	-2.95	-1.68	-3.49	-4.586920977777778
SHFM1	3.9884263	7.4082345	3.8098007	12.5827298	6.93	-6.73e-01	8.79	8.07e-01	6.91	5.617021255555555
ARL6IP1	-3.988262	-2.3251352	4.4030242	1.3554194	1.57	3.47	-2.06	2.57	-1.60	0.3772273777777777
C9orf24	-3.9875428	-1.8728138	-6.258887	-3.1329884	-6.69	7.60e-01	-3.94e-01	1.28	-3.32	-2.6240257777777773
IRAK1BP1	-3.9868691	2.5290271	-5.1434469	-5.8993825	-1.64	-3.50	-2.81	-2.56e-01	-1.31	-2.446296822222222
WSB1	-3.9861175	-4.8432742	4.8778652	-5.9147839	2.89	1.65	4.13	9.93e-02	-4.16	-0.5841122666666665
CMSS1	3.9855902	7.5738825	1.4586201	7.4527129	3.98	2.62	7.68	5.52	6.68	5.216756188888889
ZNF646	3.9853119	NA	0.0122871	5.965946	1.57e-01	2.20	-1.60	-1.26	-5.56e-01	1.1130681249999999
SAMD9	3.984129	29.4098307	13.6423238	22.5641193	1.74e+01	1.07e+01	9.65	1.78e+01	2.63e+01	16.827822533333336
COPS2	3.9840784	14.6899993	5.5307762	9.7230595	8.11	4.05	1.59	6.29	1.31e+01	7.451990377777777
IGF1	-3.9840468	-2.3566262	1.7262408	-6.3425911	-2.83	-8.91e-01	-3.11	-2.43	-2.19	-2.4897803666666665
TARBP1	-3.9828463	-1.7434136	-0.3132763	-0.8585804	-2.82	4.64e-01	2.49	1.87	-7.89e-01	-0.6314574
DIS3L	-3.9824704	-8.6622429	-3.8670614	-14.6425471	-3.09	-1.76	-1.22	-2.65	-6.70	-5.1749246444444434
TMPRSS11E	-3.9821772	-6.9293025	-0.82047	-7.1056863	-4.25	-5.15	-3.66	-4.28	-6.89	-4.785292888888889
TRAF5	3.9796818	-2.5539731	-3.3143516	-9.3367844	-2.04	-1.72	8.97e-01	-2.69	-1.76	-2.0598252555555563
CSRNP2	-3.9789337	9.6366605	6.2048491	4.3926476	7.98	5.01e-01	-2.22	-1.60	7.76	3.1862470555555555
NAPSB	3.9784631	10.7783218	6.2947289	12.7048605	8.62	8.13e-01	5.26	2.76	9.97	6.797708255555555
KCNQ4	3.978225	-5.0943069	-4.2026469	-5.5344743	-5.70	-4.21e-01	-3.14	-3.25	-5.00	-3.1515781222222223
LRRC34	-3.9778943	-2.3440812	-4.5622453	-4.7892126	-3.21	-8.25e-01	-2.08	-4.93e-01	-2.47	-2.7501592666666665
CHD7	3.9773323	9.8884218	6.8605777	7.0076789	7.33	1.13	1.68	1.55	9.64	5.451556744444444
BMP8B	3.9755087	-6.0957742	-5.0420133	4.6603375	-3.42	2.57	-3.42	5.36e-01	-7.05	-1.4762157
ERG	3.9744876	-4.5088718	-3.1507976	-5.0792233	-3.10	-4.58e-01	-3.14	-1.56	-3.88	-2.3224894555555555
CHURC1	-3.9736636	-6.3140101	2.8637828	-3.6744808	-1.76	-4.64e-01	-3.62	-1.93	-5.90	-2.7524857444444444
ROCK2	-3.9734407	-5.9877207	-0.5374367	-10.7207088	-2.39	-2.12	-2.20	-4.31	-4.40	-4.0710341
EHD2	-3.9730592	-9.7225312	-7.6180654	-6.6526045	-2.55	-2.70	-5.38	-3.82	-8.14	-5.617362255555556
AIF1	3.972688	3.9927285	0.6218928	4.9447141	3.25	-2.82	5.06	-1.83	4.02	2.3568914888888886
COPB1	3.9713015	7.3081896	5.2142479	-5.0189895	2.59	4.24	2.29	5.78	6.88	3.694972166666667
ZNF112	-3.9702351	-2.5684037	-9.030659	-9.4508124	-3.29	-1.98	-5.32	-5.23	-2.69	-4.836678911111111
NARS	-3.9691131	5.9990357	0.9274772	7.5872243	3.33	6.62	4.59	4.58	5.93	3.954958233333333
EIF3C	3.9685784	-3.404427	3.6639499	-6.2246346	6.40e-01	1.36	-1.20	1.69	-3.40	-0.32294814444444436
ANGPTL1	-3.9680957	-5.185344	-5.587533	-7.0208143	-3.76	-3.27	-2.33	-2.49	-3.94	-4.172420777777777
RPLP0	3.9679433	-2.1156411	-2.2741848	5.4409567	-1.10	1.46e-01	2.50	3.26	-1.52	0.9227860111111111
GAN	-3.967612	-15.3276087	-7.867125	-22.0108166	-1.10e+01	-1.09e+01	-3.46	-1.35e+01	-1.21e+01	-11.12590692222222
TUBA3FP	3.9675624	NA	-1.5140331	1.2684092	-8.94e-01	1.38e-01	1.28	-1.31	-7.89e-01	0.2683673124999999
BDP1	3.9674971	-4.5772601	-5.500077	-7.7449594	-1.88	-2.50	-7.05	-5.89e-01	-4.09	-3.3293110444444443
