Gene	GSE100163	GSE110169	GSE110174	GSE11907-96	GSE11907-97	GSE121239	GSE138458	GSE17755	GSE185047	GSE22098	GSE29536	GSE49454	GSE65391	GSE72326	GSE8650-96	GSE8650-97	GSE88884-1	GSE88884-2	GSE99967	GSE108497	Average
NUSAP1	3.967261	7.160839	2.5809796	3.0063186	NA	5.9469733	-1.5694737	-2.567449	3.9243717	5.70	5.718375	5.4543001	4.63	5.1751136	3.9285707	NA	1.308432262	5.699342983	3.901836	8.28095669367747	4.01370821325986
TM9SF3	-3.965743	-2.9825144	-1.884552	-2.4172457	-2.183796	4.5264484	0.4954049	NA	-4.1732874	1.04	-3.197886	-0.2599764	-4.55	-0.0166142	-1.1654932	-3.703648	-0.110250255	1.804557967	0.6094111	-3.27446914008563	-1.3373501751624017
DEDD2	3.9647	2.1356503	1.2317521	NA	-0.943032	1.0452216	4.3481347	NA	-1.9474391	1.02	-1.057711	1.0502648	5.36	1.4236647	NA	-0.323637	-0.162012239	5.079437966	1.1498481	4.17313582446182	1.6204693383212838
EFHC2	-3.964181	-1.3117058	0.5504806	-3.0721329	NA	-2.298851	0.5152288	1.420825	-4.8078674	-4.28	-2.304123	0.2499093	-1.01	0.2619778	1.0778759	NA	-2.758068571	-3.779841748	0.7080266	-6.6821013493368	-1.7491415982409335
APEX1	-3.96316	-3.342342	-2.6396497	-1.8407578	NA	-4.95372	-1.9257949	4.610274	-2.1949324	5.19e-01	-5.863778	-2.2505826	-7.90	-2.0677329	-5.6752957	NA	-2.524407561	-0.242890785	-0.9352906	-7.14613675000681	-2.7965109831114896
PLA2G2D	3.9608	2.237411	-1.4726127	-1.092665	NA	1.1347681	-3.7108944	0.949013	0.4368775	-1.23e-01	NA	-1.6551579	2.42	-1.8585917	1.3663285	NA	1.523587468	-0.858589893	0.2752544	2.01298593339162	0.3262067240230365
MSL3	3.960732	4.9961916	3.1912871	-2.352101	-1.155614	-3.0788154	4.6481035	NA	5.8751323	3.55	6.544697	2.297088	5.75	2.231373	-2.5049748	-1.197862	3.489558047	4.63008812	2.4362057	4.97064886395253	2.5411441068922387
KIAA0319L	3.960655	5.3322718	3.1089066	3.2810944	1.68171	2.8767411	2.4176833	2.999777	6.0707161	1.90	13.578734	3.9673733	7.05	3.7693392	0.0315132	3.732702	2.980097803	4.783402369	2.1229721	9.49608827882314	4.257088877541157
NUAK2	3.959648	0.3927431	NA	NA	NA	NA	3.8847261	NA	NA	-1.85	3.382288	-1.287311	4.43	-1.5528175	NA	NA	0.774394749	1.092332849	0.088577	1.18495254905312	1.2082944872544268
ATMIN	-3.957211	-2.6825437	-1.1234925	-2.4713768	1.527185	-2.0088296	2.5286252	NA	-5.3173268	4.41	-6.607367	0.6460818	-4.03	0.7019416	-3.5893179	1.894535	-0.804809883	-0.166412524	0.3983412	-3.46982510951123	-1.2695685798163805
IRF2BP2	-3.955238	-4.4613413	-2.0801347	NA	-3.047054	-7.400856	3.0522666	NA	7.4349175	3.67	-0.728284	5.1650947	-3.73	4.5197252	NA	-4.690405	0.334170134	-1.34565487	0.1711004	-2.6116220093491	-0.5707832556087706
AIF1	-3.950454	2.4445246	1.7246133	2.9288464	NA	-2.5844088	-2.5628352	NA	-8.5195956	-6.80e-01	-3.347936	0.7814731	-5.38e-01	0.8846558	-2.1239398	NA	-1.85204154	-2.030239933	-0.7062318	-4.59156804799231	-1.454302207117195
GLIPR2	3.949967	5.6269588	2.4613729	NA	1.749946	-4.6025769	1.8662716	NA	4.5879898	6.44e-01	2.868123	4.2215786	5.86	4.0464352	NA	2.347619	3.235199283	4.469864682	0.8635707	6.06631308559517	2.956625455917363
HNRNPU	3.949245	-5.6128621	-1.2380873	0.8538846	-1.845478	-9.6110682	-4.5568934	-1.531048	4.5862369	1.83	-6.324327	-4.2085039	-7.73	-4.1473424	-3.4170285	-2.824686	-1.972581529	-5.175968826	1.6791721	-6.79033562390991	-2.704383608945496
VEGFB	-3.948243	-3.7921251	-3.4439035	-4.3240053	NA	-0.8006605	2.14174	-0.211886	-1.6563865	3.36	-10.013602	-3.0743061	-7.32	-2.8383518	-2.1422825	NA	0.156431216	-3.061654439	-3.8449898	-6.99591031584401	-2.878340868824667
NBEAL2	3.945562	3.7279579	0.9630118	2.0239842	NA	4.9902285	2.0047895	NA	-2.7109202	5.88e-01	1.732526	2.5499349	3.31	2.5537756	4.3883572	NA	1.094422132	-1.751786039	1.495653	2.67301517264916	1.9752065685675977
CDC14B	-3.943941	-4.0718288	-2.169902	-2.5165494	2.546791	3.9456733	4.0224669	0.951397	-2.839612	-1.81	0.403449	1.3598639	1.30	1.457795	2.6648194	4.950116	-0.979515608	-2.528044519	-1.8832899	-0.915753111545401	-0.0028032419272700504
TCEAL1	-3.943913	1.3488423	-1.1593775	-3.5013468	NA	-0.4786165	3.5619477	NA	-4.1363518	1.95	-4.762188	-1.7132664	-7.27	-1.6110451	1.170161	NA	-1.4741711	1.745698095	-0.2559944	-1.04726316416747	-1.2692285099510272
DGCR14	3.942722	1.3606689	1.4573594	NA	-0.780853	3.624736	3.6625485	NA	-1.28089	2.79	-1.663216	1.396682	-1.34	1.6209877	NA	-0.895935	0.584089376	4.607122884	-1.6614788	NA	1.0890339974999999
IRF1	3.94204	4.1471835	1.3555449	0.6643026	-0.835713	-2.6180828	2.3881572	-0.116066	6.9582202	-2.13	6.069236	2.1025698	5.47	2.0074973	0.2800096	-2.371091	2.190313405	6.921530085	2.0463821	4.15398514387775	2.1313009516938877
GATS	3.941824	3.1730886	1.3792904	NA	0.671505	4.5055057	1.6263414	NA	-4.2278756	-6.73e-01	2.698265	-2.043189	2.60	-1.9745062	NA	2.769321	-0.193516381	-5.06161444	-2.6395706	NA	0.4094918049375
UBR4	3.939548	0.6226965	4.0287558	5.0754235	-0.924585	-2.9733952	-0.6686953	1.37992	3.1605593	-1.25	2.808283	1.3271439	7.81e-01	0.9494945	1.8620667	3.04327	-1.615723845	-0.185800317	1.2810118	1.01021865986633	1.1825595998933163
CHMP5	3.938496	9.4511512	4.1906816	4.7866424	NA	6.3023575	4.9034481	3.995778	4.3607206	8.08	13.211088	6.2669747	1.01e+01	6.1993485	4.226352	NA	5.272121698	11.14535672	3.7621902	6.87385475188927	6.503697887216071
ARID3B	3.938279	2.3116512	1.3345415	0.7007182	NA	0.4857494	1.5414843	3.693646	2.9330702	-1.44	1.001283	0.3535725	4.56	0.3819238	0.9200165	NA	3.197937427	-2.650375492	-0.1696203	4.37719460657413	1.526170657865229
SH3BP1	-3.93761	-0.737792	0.5068439	-0.7796449	NA	1.4614904	-0.2651852	6.675732	-2.2401963	4.39	-4.193255	1.5738714	-4.96	1.7631123	2.9021506	NA	0.024972001	-4.561979075	-1.5211591	-0.129235851339944	-0.22377137918555245
CIAPIN1	-3.937217	-1.2628261	-1.674799	-3.114179	0.00427	1.9462597	1.841929	-4.090327	-9.2435365	4.51	-2.910641	0.858728	-4.43	1.1047664	-1.4599593	0.521336	-0.27193807	1.369826487	-0.8980552	2.93186002602544	-0.910225127848728
SLC4A5	3.935906	2.9352397	-1.8584638	-3.0344654	NA	5.2336449	4.9400201	NA	5.0401209	-9.03e-01	NA	-1.3668312	1.35	-1.5602978	1.6552535	NA	-0.466549114	-0.85195952	-1.8615164	2.56804107242999	0.9846964336518746
SSTR2	3.935645	1.1205436	2.2485079	-3.079425	0.011992	-1.4646121	-4.7876585	NA	2.7366783	-3.83e-01	-0.203208	-0.4384579	1.02	-0.6654196	-2.626474	1.98961	0.638919612	1.458103049	2.0238942	2.12094047440897	0.2977146860741563
SOCS5	-3.935014	-1.4743094	-1.3464848	-4.7167492	NA	0.5380962	4.6643315	0.10865	-4.5635511	3.25e-01	1.549518	-1.4272846	-2.90	1.5581624	-1.3636886	NA	-0.993821584	-1.032327615	1.798953	-1.69831364952848	-0.8282685249182489
DYNLT1	3.934146	8.9936884	2.8364295	3.6929864	NA	5.5612812	2.4296795	NA	0.4099734	3.50	6.980848	6.4391247	7.98	6.4558807	1.4019611	NA	3.412250475	6.433680445	2.8383791	7.14990425270279	4.732365480747222
ARAF	3.931115	-1.6751683	3.5498204	1.0742694	2.578271	-3.2686639	2.4299084	NA	-2.1582024	-1.27	-1.696856	-2.756026	1.26	-2.3149343	1.6601464	0.87331	1.746393219	-8.354129897	0.4648527	-0.705082109115833	-0.2437355993218859
KIT	-3.930982	-4.0996867	-0.5639169	-2.9908241	NA	-1.8203922	1.1991412	3.83699	-4.9979985	-1.71	NA	-1.9479942	-2.16	-1.8911679	-1.0115945	NA	-3.354340256	-4.528187345	-1.2951334	-2.26720500774014	-1.972546576984714
ZMYND11	-3.927356	-2.7205164	-1.3640119	-4.1770672	NA	4.3310396	2.3099241	-0.652466	6.7432606	2.45	-6.710635	-3.81035	-8.19	-3.8804359	-4.5776385	NA	-2.039518414	-0.978375993	-2.5870047	-6.57231815833984	-2.019637214741102
RPS14	-3.927268	3.4569474	-4.8033493	-2.7347456	-0.770576	-5.4222583	-3.1238242	-4.15488	0.6754421	-3.37	-10.772632	-2.8769244	-6.19	-2.6479476	-6.6346947	-1.230919	-5.735022672	-1.793085151	-1.2291333	-6.81770310755828	-3.5051286915279136
MBTD1	3.927122	-2.9165764	-1.7106998	-1.5199254	-2.420109	-4.2272643	-4.743815	-2.295797	4.9497064	-2.02	NA	-2.8298751	-4.46	-3.0508559	-4.2991667	-3.621508	-2.906760127	-2.413000981	0.2527408	NA	-2.0169880282222223
EIF2A	-3.927042	1.4674195	-1.1936438	NA	-2.144732	-1.7949336	-2.5907843	-0.93332	-0.4562643	3.04	-7.221551	-0.9809056	-5.51	-0.9961808	NA	-4.703379	-0.856697877	-1.087854751	0.5621948	-6.89735886550117	-2.0125018663056204
BANP	-3.925742	-3.0808518	-2.4236053	-2.0467544	-1.0985	-6.0935875	-1.2565466	-1.690287	-3.6796699	-4.62	NA	-3.2502329	-1.37	-3.2273283	-1.2417827	-1.254961	-5.686473875	-5.065864278	-2.0658558	-4.99632826521356	-3.056545874642819
ANKRD13D	3.920403	3.4283376	-3.6812843	NA	1.182173	-11.3309192	-3.8825548	NA	5.3393081	-2.55	7.040524	-1.975647	3.07	-2.1244344	NA	1.655706	-0.586658411	-3.933272541	0.3994776	1.88842604311817	-0.12590678287540183
KCTD13	3.9203	0.5459236	0.6086485	-1.7367063	NA	-4.5242997	2.136742	0.437237	-1.9621796	5.81e-01	0.131373	-0.5577381	-5.13e-01	-0.5188988	3.1038028	NA	0.108106437	-10.54185365	-1.6064185	1.19665311288582	-0.5106282333396767
MGEA5	3.917428	0.8598101	3.2635029	-1.8070344	-2.2395	6.1422265	-0.5882137	5.392363	9.4787667	1.05	0.37198	-0.5550472	3.77	-0.7933304	-2.9987514	-3.449357	1.022861175	1.621361238	1.820323	NA	1.3831257112105262
PAPSS2	-3.916663	-1.2839801	0.5279546	-1.6921066	NA	-2.8830174	1.2353475	NA	4.9026578	7.04e-01	0.558982	0.4980113	3.91	0.5904223	2.1285014	NA	0.104537131	2.557390419	-0.8608133	4.03184139772058	0.6537097322188576
LRCH4	3.911894	1.1042457	-2.3541029	-4.2766986	NA	2.6121562	1.8287812	1.633462	-1.5887496	-5.24	2.40389	-4.3043509	2.60	-4.4083057	2.2777572	NA	-1.863060188	-9.375817768	-1.9452904	0.124733662933399	-0.9366364496148112
NLRP8	3.911039	1.7424299	-0.5188982	NA	NA	4.8164896	-4.3882827	NA	-0.0257121	7.92e-01	NA	-1.038738	3.02	-0.8424591	NA	NA	1.885342589	2.361151082	-1.4554323	2.19252371299508	0.8893895345710771
ZNF684	3.910989	6.5072351	1.8830527	NA	0.443967	4.5684326	3.7931039	NA	5.5822455	4.11	12.396512	3.2869502	4.05	3.1872662	NA	2.238182	3.605220959	6.548936967	2.1184543	9.43409005853045	4.56850814614885
SET	-3.910682	-3.1713698	-1.7251583	-0.9307808	NA	-4.6215871	-1.5003202	-0.397916	-4.2870024	3.38	-5.076536	-3.1277621	-7.01	-2.9958582	-3.9239524	NA	-0.979325665	2.07182376	-1.2198533	-8.05895571876033	-2.6380686790977954
TMED7	-3.910584	2.409392	-2.4497486	NA	NA	-1.5225589	2.392118	1.746936	NA	3.25	1.787503	3.0547968	-3.10	2.9982991	NA	NA	NA	NA	-1.1395864	-2.04824102634778	0.2667943056655554
HINT1	-3.910242	2.1329549	-2.6310786	-4.2446952	-2.304225	1.5711133	-0.0103472	-0.666152	-7.7378935	-6.20e-02	-8.401406	-1.0884254	-5.84	-0.9296837	-7.4799015	-4.547308	-2.014276747	-3.863808659	-0.9843833	-3.61775879652179	-2.831475870126089
KAT5	3.909874	0.1668178	1.7717909	-3.3571016	NA	-8.6743436	2.5695585	NA	6.5331317	-9.14e-01	-2.391478	-2.8911893	3.13	-2.4922749	-1.4884671	NA	1.198792736	0.98097642	-1.0119851	-0.855276779242039	-0.22442201901423764
TMEM18	-3.909338	-0.7498427	-2.0946159	NA	-1.39245	0.8424109	-1.0176425	0.910314	-7.973359	2.86	-5.644258	-1.050527	-5.38	-1.1643916	NA	-3.039518	-2.045903715	1.177735181	-1.0473003	-5.33831035769393	-2.0031664995385516
UBQLNL	3.908815	8.2243456	2.2888493	NA	0.483549	4.3547047	2.6904112	NA	2.0378121	NA	9.552208	4.0956981	2.67	4.0086842	NA	1.892417	4.452350505	4.527646666	2.0557788	12.610598160086	4.365866770692875
QARS	-3.908232	-2.2897376	-3.7526167	NA	NA	0.2226012	0.3649974	-3.355413	NA	-5.00e-01	-5.606168	-3.4797305	-8.47	-3.2319594	NA	NA	-2.380285787	0.50836423	-2.3097948	NA	-2.7277124969285715
HIST1H2BD	3.906703	3.5081188	3.9552918	2.8760962	NA	2.7115741	3.664676	NA	4.4467785	2.16	8.142204	3.7676911	8.00	3.5194073	2.1284478	NA	3.058184398	5.348382405	3.1219737	NA	4.0197205689375
PTGES3	-3.905701	-3.0953135	-2.4589756	0.4175588	NA	-2.0290152	0.5201906	NA	-0.0290732	2.49	-5.353799	-0.3853858	-2.61	-0.300473	-4.3650178	NA	-0.87860466	-3.015489447	0.6541729	-3.16036661721126	-1.6179583837771332
TAF9B	-3.905637	1.8783598	-1.7362271	-2.6773002	-1.679851	-2.8180299	3.9285166	NA	4.2434459	1.37	-5.381393	-1.7917105	-4.87	-1.4524898	-2.5184107	-2.109358	-0.517954245	0.870361651	-0.9670413	-3.55162631965273	-1.246649742823828
ZNF581	-3.904329	2.4271405	-1.0145871	NA	0.604188	-3.1684552	1.3008246	NA	-3.1524221	-4.74e-01	-3.607157	0.1262094	-6.96	0.3167807	NA	2.393306	-1.87130685	2.047146735	-1.8985572	-3.10406781215203	-1.1728991957148254
SEMA3E	3.903869	2.7892183	0.5577268	-2.8199772	NA	4.8736348	-3.9214331	-1.522655	-0.4311571	8.00e-02	NA	0.2896286	1.89	-0.272902	-1.7479831	NA	0.335764108	1.424123884	-2.2528104	2.72754796310196	0.3472115032412918
GDPD1	3.903697	-2.7500521	-3.0990973	NA	0.793776	2.7515233	-4.7387101	NA	-5.5106184	8.65e-01	NA	-1.5598385	-2.07	-1.4891197	NA	3.364242	-4.318683213	-4.985432515	-1.2603773	2.00109455063968	-1.13141226733502
PAIP2	-3.903348	1.5999471	-0.659276	NA	-1.369646	-6.4127463	4.2513833	4.501159	7.6401271	2.26	-3.532479	-0.6968649	1.93	-0.8952955	NA	-3.514673	-0.569130256	1.154099536	1.5548411	-5.23113124132558	-0.10516850340697663
POC1A	3.902604	2.0951941	2.2935026	NA	2.287508	2.9592171	2.8547081	NA	-3.1824596	8.41e-01	NA	1.5562242	3.55	1.5348895	NA	1.15021	0.981770961	2.384552891	1.1521849	3.9360845167896	1.8935744542993498
SRP9	-3.901909	-0.5748331	-1.4618087	0.2578649	NA	-0.7296814	0.9976251	NA	-5.488514	4.77	-1.902446	0.1969053	-4.34	0.3961416	-1.9994222	NA	-0.212427839	1.396017412	0.2953703	-4.31241020714695	-0.9772663431851147
GPR34	-3.900959	-3.2875278	0.0426219	NA	-0.183468	-1.7479899	4.7602938	NA	-2.8117564	1.81e-01	NA	-0.8129076	-8.43e-01	-0.8186445	NA	-0.520259	-1.076764288	-2.493598244	-1.1783207	-5.19883680759179	-1.2431322837244867
RPL39	-3.900703	3.7461425	-1.9267096	1.035179	NA	0.7947311	-3.0001798	NA	-3.0974115	-9.76	-6.868057	-0.9619981	-3.11	-0.9613234	-5.3062148	NA	NA	NA	NA	-5.05454242620828	-2.7407919304434487
MYO9A	-3.899021	-2.6778844	-2.1700039	-3.464503	-1.780866	-3.2775382	-7.4941061	-2.596375	-7.218423	2.34	-7.518375	-2.0101995	-7.40	-2.6964278	1.8243465	-3.357556	-2.572231982	-3.222555114	-1.4279716	-2.1955794661579	-3.140763528107895
SIRT1	-3.89571	-0.8524042	-0.5230469	-3.4427412	NA	-1.3609446	2.0737666	NA	-4.3035803	9.70e-01	-6.929639	-0.6248189	-6.05	-0.8150937	-0.4850844	NA	-1.078001769	-3.864906669	0.7729706	-5.63834061293551	-2.1204455912315003
MYC	-3.89358	-4.9519074	-1.4750727	0.1212331	NA	-12.3199042	2.950048	-2.520318	6.9009815	3.53	-0.538891	-0.6702393	-4.78	0.5914418	-2.4965999	NA	1.650459725	-1.113998686	-0.8528871	-2.00641877764148	-1.215314052146749
PFKP	3.89304	0.4518988	1.745177	2.1474888	1.543297	-0.7560459	1.7091346	2.081733	3.9440723	2.86	0.050444	-1.3534306	4.01e-01	-1.8451042	1.8303935	1.330174	1.735282577	5.730406761	-1.2710279	2.0741453190825	1.415103952854125
CAPG	3.891388	5.3195229	4.7561856	4.2255167	NA	-3.4274924	-0.4634219	0.538308	2.7484421	2.86	5.922336	5.090944	2.97	5.5599704	2.4168769	NA	4.426181184	6.5485108	1.9542424	7.92236198886373	3.514437370714651
MFSD11	3.887916	-0.7231526	2.8615255	-3.0235876	0.709174	3.4116195	-3.1690238	NA	10.8907208	2.42	1.507996	-0.7753756	-2.01	-0.9945414	-0.3557359	-0.472482	0.022720892	4.056642362	1.1530229	2.12971377100912	1.1330080434215326
USP25	3.884006	5.3184532	4.1459922	0.1038827	2.219582	3.8616498	4.7019949	6.440811	8.5380016	2.03	6.474507	3.3717093	1.21	3.0854978	2.2460126	1.140359	3.364440217	4.8854377	3.1579028	5.04097134716782	3.761060558208391
TOR1A	3.882278	7.1804027	4.4124698	3.8289961	NA	4.6666613	2.7650802	NA	9.1946482	4.57	2.774219	4.0222302	6.59	3.9088439	1.6914735	NA	2.585094101	10.69122619	2.5619055	7.07553856177211	4.847121603104242
XPNPEP3	3.8806	1.6772963	-1.9913858	-2.0796096	-1.668984	7.7811932	-4.2203209	NA	-7.6545164	-7.77e-02	NA	0.9382656	2.60	1.0038964	-1.354525	-4.681908	NA	NA	-0.441007	0.464099172990275	-0.3640378766881079
ACKR3	-3.879764	NA	-6.1291805	-3.2736318	1.910738	-4.2271763	3.033517	NA	-0.9577196	6.22e-02	-7.783378	-3.394186	-5.57	-3.2671915	-0.7797413	4.833759	-3.64512029	-5.02279851	-3.4157302	-5.41802687840624	-2.6068572710225686
NECAP1	3.879542	-1.4133828	1.7449824	-0.1332033	NA	3.1670201	2.1332732	-0.19051	-5.5200541	1.28e-01	-0.858729	-1.4735	1.85	-1.4337216	3.0079135	NA	2.716627423	1.419964169	0.8693759	-0.423382240199732	0.5261230917666815
DMC1	3.872915	1.9201326	-5.1962416	-1.6655193	NA	2.1376649	-4.5232315	NA	0.7700748	7.34e-01	NA	-1.5534966	1.19	-1.8246028	3.5456672	NA	0.875535292	2.455081906	2.5658345	2.38844775388915	0.48076638449307185
TOP1MT	-3.868642	1.5747866	-1.0016594	NA	-1.541244	-3.3979029	-3.719776	NA	-0.7702354	1.48	-0.558025	-4.8890628	-7.77	-4.5446955	NA	-1.36384	-1.243278888	2.540738443	-1.4760203	-5.32579413056933	-2.1102736044452546
F12	3.867782	4.3083761	0.7994189	-1.9388791	NA	3.2296704	2.0677586	-2.445248	-3.4835163	-2.51	NA	2.7454328	2.18	2.9085302	3.1779855	NA	0.714790361	0.463086974	1.8492643	3.93124735898506	1.2862176525873565
MIGA1	3.86777	NA	-0.6301387	NA	-0.886616	3.0464038	-5.497546	NA	-5.8266368	-9.39e-02	-3.903352	-1.2692771	1.27	-1.3951821	NA	-2.935199	-2.309281477	-3.151929354	NA	2.18120277022656	-1.1689121307182293
ORMDL3	3.867191	1.4709787	1.1567565	NA	-1.264306	-3.9006809	0.3117535	NA	3.6805384	5.38e-01	0.453374	-1.2629257	4.00e-01	-1.0776852	NA	-1.758267	1.375522358	-3.003818912	2.4799222	1.06005679797065	0.266259396704156
WDR82	-3.862171	-5.5393231	-2.0691187	-3.325349	NA	0.9107318	-4.3252047	NA	1.479578	3.77	-1.515621	-1.503719	-6.53	-1.6688064	-0.5155431	NA	-1.784225393	0.321520609	-0.4680246	-3.39270510606538	-1.7657635700038459
FCER1A	-3.861297	-2.2575758	-0.325594	-2.4067658	NA	-2.6152474	-1.7319267	-3.482896	-3.4440178	-1.66	NA	-3.8739933	-7.48	-3.7972935	-5.0251748	NA	-3.039070058	-5.723576231	-4.0357124	-6.45436607932083	-3.6008533451953433
LAT2	3.858502	0.9411574	2.5392233	-1.3561772	NA	-2.5057641	3.6352296	2.971305	1.8745388	-6.86e-01	2.577456	1.4182445	4.92	1.472801	3.1541605	NA	1.80682414	6.539074853	-0.2841405	1.43123793836423	1.9059818461869016
RPL27A	-3.855338	-0.4554277	-1.9247253	-2.1004503	NA	-3.3556176	-3.7900291	-4.386353	-6.2869198	-4.22e-01	-9.511978	-2.4045446	-4.80	-2.3374109	-1.7140728	NA	NA	NA	-0.1671396	-7.29116036467251	-3.4251979415420317
NR3C2	-3.854133	-4.7849565	-1.4145236	-2.6772287	NA	-0.8087452	-2.1532054	-1.104318	-4.083546	9.97e-01	-9.599018	-3.2266997	-8.47	-3.0996604	-3.0910597	NA	-2.823195362	-9.127526856	-3.8002884	-8.80588924369811	-3.995944114538783
MKLN1	3.852554	3.2293699	4.4432553	1.0775636	-2.889978	11.2903947	2.1306624	-1.220357	7.1341232	9.51e-02	1.485689	-0.3202267	1.65	-0.5765284	3.243485	-4.636931	-2.113210161	0.919950903	1.668083	-0.223452670445537	1.511977353577723
VPS8	3.849447	1.2655744	3.7604241	0.8789028	0.804774	4.0205302	0.7558733	NA	-7.8233283	2.54	2.946652	2.7674124	2.58	2.7492387	1.7623878	2.179412	-0.909263529	0.357357685	1.8638824	2.67784843719139	1.5277434417469151
N4BP1	3.848363	1.4206212	3.8148347	2.0980607	NA	3.9680546	3.5020047	NA	8.6663167	3.07	NA	0.8123411	3.05	0.6124948	3.5018742	NA	3.256098024	2.065805457	1.6144001	1.06519706881312	2.8979041468633207
LRIG1	-3.846024	-5.4268158	-1.9037023	-2.5515538	2.391163	-2.4362396	0.1724016	NA	2.906137	1.79	-9.195274	-4.2460053	-5.15	-3.9690077	-2.0907316	3.171786	-1.236918422	-2.365830106	-2.4488579	-7.48423984653177	-2.3115638302385135
PREPL	-3.844804	-2.3385567	0.736071	-3.1063666	-0.678673	4.1648549	-1.9063051	-2.364585	-3.885849	-8.58e-01	-6.264925	-1.5704326	-5.61	-1.5660691	-4.8780505	0.07367	-1.485811796	-2.765809348	-1.3293927	-5.21224611316502	-2.234564032858251
NXNL1	3.842769	1.3688926	0.2159111	NA	NA	0.4353809	-5.339681	NA	0.9536169	NA	NA	-0.1227301	6.80e-01	-0.3032442	NA	NA	1.428503605	-0.942605554	-0.9884966	4.78800607446549	0.46279405580503774
MFSD1	-3.840256	-3.2646099	0.1285733	2.6766567	NA	3.1967239	2.0340606	NA	-1.6537304	-6.70e-01	1.535069	1.2337983	-1.07e-01	1.1791203	1.8148534	NA	NA	NA	2.1517491	-1.60165974349767	0.32088990376682197
GALM	3.840075	6.5169925	3.4159348	NA	-1.868814	3.8932582	-0.6281968	-2.178699	9.0112787	6.32	12.60621	5.0135727	7.35	5.0792019	NA	-2.430509	4.251061616	8.19098954	1.2994894	15.6504574557815	4.740683500654528
CHD9	-3.838257	2.5750089	-1.384354	-2.08334	2.955047	-5.8223936	-3.7799546	2.715896	-6.7839531	2.46	-6.590634	-2.0221275	-7.10	-2.1057804	-2.4599483	5.214344	-2.905358963	2.021574214	1.1884353	-1.94466895616202	-1.484523250258101
ARMC10	-3.83678	1.4826351	-1.2024724	NA	-0.733595	2.0976994	1.5568546	4.547823	-7.8594485	4.67	1.341596	-0.9128292	-4.19	-0.8027135	NA	-3.061097	-0.304777358	-1.787012783	-1.2129067	-5.34568018374534	-0.86403914026363
STRIP2	3.836503	NA	-0.7355509	NA	-0.328453	5.9825891	-4.5999355	NA	-1.5109104	1.89e-01	NA	-1.0248378	9.45e-01	-1.2709224	NA	0.258449	-0.359920052	1.369378577	0.5331298	2.52464092146005	0.38721068976400325
CS	-3.832953	-4.8478631	-1.8247503	-1.446946	NA	0.1105222	3.0763605	-1.792489	-2.7946532	1.13	NA	-2.3284479	-6.55	-2.1926747	-1.5805367	NA	-1.939400631	-2.425702938	-0.4222967	-3.33276369035487	-1.9408585387855808
SNTA1	-3.832449	0.9900047	-0.5468298	-3.6626187	NA	0.6653642	-0.4156839	-1.189319	-2.9770365	-2.32e-01	-9.903158	0.46639	-2.19	0.8298246	1.1873745	NA	0.668799033	0.324652281	-2.8703829	-5.37695167343428	-1.5591122310796823
MSRB1	3.831336	NA	0.736858	3.4242851	NA	0.3195249	1.8258395	NA	-1.2532851	-3.49	2.291636	1.6835915	7.80	1.5427882	4.1497673	NA	0.843856072	5.808230156	0.3649621	4.98319605569536	2.1789116114809604
FGD3	3.830626	1.9430813	1.1889674	NA	-2.969281	-1.5823536	2.7712919	-4.440154	3.8252503	-9.91e-01	2.186654	-1.2659465	3.59	-1.3387162	NA	-3.429327	-1.475022083	0.232634237	0.0920977	2.05407895079343	0.2346045224885239
DENND6A	-3.82936	NA	-1.4281081	NA	-0.524789	0.3617516	4.4143569	NA	-6.9869362	NA	-4.647687	0.498985	1.27	0.4299962	NA	-0.853791	-1.379260958	-2.175552357	1.3048401	-3.62701577745914	-1.144838039497276
EPHA4	-3.828434	-4.6384344	-1.3704904	-1.4882448	-3.498639	-5.9904647	0.4175845	NA	3.2754924	7.03e-01	-9.62867	-3.449416	-8.49	-3.2799697	-4.666279	-5.403444	-0.230232976	-0.743944318	-2.7735007	-6.09234375240814	-3.219812149810955
TAF15	-3.826992	-4.0409238	-5.8264695	-1.4600467	-2.631335	-4.4351745	-1.9309464	NA	6.0238935	3.20	-3.034955	1.4809105	-6.59	1.0832256	-1.5493058	-4.119149	-2.852408435	2.714412698	-0.4127929	-2.47285164156858	-1.6147846515036095
CAMP	3.825955	3.4604612	2.3416382	4.4915279	NA	0.9420859	3.4751531	5.040505	1.085939	7.33e-01	4.585706	3.5970055	6.45	3.6969379	5.4216285	NA	2.053019114	5.044307431	1.99625	2.43382596469462	3.370830317205257
CCDC91	-3.824634	1.6657026	-1.0678215	-2.2752333	NA	4.4981687	3.5952873	2.325898	-6.4427402	4.61	-4.768212	-1.3353432	-7.52	-1.1938298	-3.9210543	NA	-3.27138802	-0.295361326	0.7276535	-3.5457424071941	-1.224369441844117
PGLS	-3.824591	0.8212928	-2.3038815	1.9920892	-0.742112	3.3355301	1.8129948	-2.326772	-7.2476857	1.49	-3.875352	0.272407	-4.11	0.3153721	3.3697092	0.367566	0.018408678	4.122512957	-0.2643059	-1.53486186713846	-0.415583956606923
RPS29	-3.82245	2.6408759	-1.198188	-0.2565274	-1.411561	0.1898982	-3.8784612	-2.283263	-5.9367761	-8.00	-7.50426	-2.2554143	-6.81	-2.01528	-5.9489925	-2.441812	-4.480405289	1.95963776	0.1158066	-5.46388853220058	-2.940053043060029
