Gene	GSE1919	GSE55235	GSE55457	Average
ATP2B1	1.42148	-1.7342071	-1.7695174	-0.6940814999999999
FPR2	1.421127	1.5756172	1.0990813	1.3652751666666667
CCND3	-1.420743	-2.0769629	1.8561821	-0.5471745999999998
ATP5F1	1.42056	1.2502696	2.2497346	1.6401880666666668
COX20	-1.420363	-1.1549674	-2.0119026	-1.5290776666666668
NFX1	1.420202	-2.6117842	-3.0859837	-1.4258553
GBP2	1.420133	-0.9983961	1.9399982	0.7872450333333334
HIPK3	1.41971	-2.1505515	-2.8640975	-1.198313
TXNL4A	1.419385	4.1127636	-1.8679281	1.2214068333333332
FSCN1	1.419184	3.3037124	-1.8483528	0.9581812
LRP3	-1.418758	1.826966	-0.9320228	-0.1746049333333333
PKN2	1.418693	-2.5729881	-3.338364	-1.4975530333333333
RPL11	-1.418334	-1.6170621	-2.5657297	-1.8670419333333335
RYK	-1.418098	-2.2147958	1.1214157	-0.8371593666666667
ICAM1	-1.417656	-3.0310386	-1.2656613	-1.9047852999999997
CSNK2A1	1.417638	1.4713304	-6.3015434	-1.137525
IGSF6	1.417122	1.8012092	0.1791354	1.1324888666666666
POU2F1	-1.416918	-2.9681622	-2.0724034	-2.1524945333333334
COL4A5	-1.41673	-2.1294645	0.0728564	-1.1577793666666667
LOC81691	1.416678	-1.2031938	2.0428192	0.7521011333333334
ALDH2	1.416441	3.636519	1.8217615	2.291573833333333
STAB1	1.416159	4.5809265	-0.6258375	1.7904160000000002
MUC4	1.416099	1.5488588	-1.8998404	0.35503913333333337
TFF3	1.415627	-0.6307696	-0.3611954	0.14122066666666663
MGLL	-1.415574	-0.6022461	0.0352494	-0.6608569000000001
NF1	-1.414932	-1.3440413	-0.785741	-1.1815714333333334
SCAMP1	1.414921	-1.7679764	1.3655327	0.33749243333333334
PSMD5	1.414825	0.6373062	0.5014434	0.8511915333333332
LPO	1.414642	0.3910198	-1.1965055	0.20305209999999999
ID2	1.414589	-4.5424755	-4.416135	-2.514673833333333
MIR943///NELFA	-1.414424	-1.660578	-1.5641599	-1.5463873
FAM102A	1.414163	3.8423976	2.5283997	2.5949867666666666
HSF1	-1.413822	-1.320799	-5.281934	-2.6721850000000003
FZD7	1.412811	1.3164334	2.0694553	1.5995665666666667
LAMB2	-1.412769	-1.1229545	-0.6821277	-1.0726170666666668
ARID5A	-1.41268	-2.6013618	-2.906536	-2.3068592666666663
ERN1	1.412552	-1.2747213	0.32579	0.15454023333333336
MAL	-1.412395	-0.5322923	0.0140246	-0.6435542333333334
AMOT	-1.41204	1.1308479	2.448219	0.7223422999999999
ZNF821	1.411864	1.1437471	4.2905297	2.282046933333333
PRPF40A	1.411667	-1.8889036	-2.7752697	-1.0841687666666666
RIMS1	1.411334	0.1062122	-3.2662347	-0.5828961666666667
DUSP2	-1.41128	-3.7358454	-0.6645053	-1.9372102333333334
DCK	1.41119	4.6836621	3.9888948	3.361248966666667
COPA	1.411186	-0.91311	-5.2659216	-1.5892818666666668
SLC25A42	-1.411183	1.7280578	-0.1476154	0.056419799999999964
HAUS7	-1.410925	0.6344156	-0.270348	-0.3489524666666666
CHD8	1.410683	-0.7884364	-0.8745814	-0.08411160000000002
EMP1	-1.41057	-7.6895649	-3.7902781	-4.296804333333333
ZNF267	1.410315	2.2157118	0.6977453	1.4412573666666668
CD1A	-1.409845	0.3837471	-0.0762725	-0.3674568
SNORD18C///SNORD18B///SNORD18A///SNORD16///RPL4	-1.409736	-1.5572506	-2.8478915	-1.9382926999999999
PSMD6	1.409563	-1.6438035	2.3597774	0.7085123000000001
FCER2	1.409163	1.0474916	0.6794434	1.0453660000000002
MLF1	-1.409029	-3.6139315	-1.1972103	-2.073390266666667
PSME4	-1.40895	-2.2192687	-3.4524577	-2.3602254666666664
RYR2	-1.408706	4.380688	0.6121642	1.1947154
CYB5B	1.408549	0.9032374	0.4798847	0.9305570333333333
SNX29	1.408182	1.275344	-1.3385968	0.4483097333333334
TAF15	-1.407508	-4.3422285	-4.2888958	-3.3462107666666667
PHF3	-1.407238	-3.8843916	-3.7919599	-3.0278631666666667
YPEL1	1.406367	0.5582187	0.823078	0.9292212333333332
IRS2	1.406338	-7.395813	-3.8189136	-3.2694628666666667
C16orf62	1.406043	2.4927219	0.7889673	1.5625774000000001
EP300	-1.405945	-0.8235505	-2.6054007	-1.6116320666666668
MAFK	-1.405618	-0.7784325	-4.8049217	-2.3296574000000003
UBE2M	-1.405396	0.1179995	-0.3134583	-0.5336182666666667
ASAP2	1.40452	1.5099303	0.069903	0.9947844333333333
SRSF1	1.404487	1.2757954	-2.1694665	0.17027196666666677
MPP3	1.404455	-1.2715642	-0.5164556	-0.12785493333333334
CRELD1	-1.40386	1.5455641	-0.3183355	-0.058877133333333366
IPO4///TM9SF1	1.403643	1.7911674	3.9802993	2.3917032333333332
EPPIN-WFDC6///EPPIN	1.403149	-0.9859733	-1.0746245	-0.21914960000000006
TRIM13	-1.402093	-3.3009703	0.2087797	-1.4980945333333333
MPO	-1.401856	-1.2025355	-0.6500138	-1.0848017666666667
BAZ2A	-1.401666	-3.2178526	-3.7560036	-2.7918407333333337
NSL1	1.401518	3.6109099	1.6290216	2.2138164999999996
THBD	-1.401432	-3.5196553	-2.7840192	-2.568368833333333
FEZ2	1.401365	2.4300951	-2.37562	0.48528003333333336
TACSTD2	-1.401257	-3.5337075	2.1451611	-0.9299344666666665
SUMO4	1.401223	1.7474666	1.7207253	1.6231383
CPA1	-1.40089	-0.8003924	-2.9604475	-1.7205766333333334
DYNC1LI2	1.4006	-1.3539823	-1.4120052	-0.45512916666666664
USP2	-1.400456	-2.7916724	-3.2591655	-2.483764633333333
IL32	1.40043	3.1108897	3.0163529	2.5092242
TNFSF4	1.400186	-0.3889944	2.1110968	1.0407627999999998
DPAGT1	1.400026	1.8822584	0.9906083	1.4242975666666666
NKTR	1.400006	-2.0395808	-3.9172773	-1.5189506999999998
HOMER2	1.39943	2.4024768	-0.9152314	0.9622251333333334
EPHB4	-1.398672	0.6910012	-3.6144862	-1.4407189999999999
PLK1	1.398559	0.6898717	0.7142312	0.9342206333333333
KLC1	-1.398496	2.805073	-3.0071168	-0.5335132666666665
RPS6KA2	-1.398061	-2.0448392	-1.5624323	-1.668444166666667
SLC17A4	1.39798	-1.6624831	-0.3321631	-0.19888873333333335
ALX3	1.397775	0.0520705	-1.1307949	0.10635019999999999
ESRRG	-1.397492	1.4635152	0.8083962	0.29147313333333336
SPECC1L	-1.397038	-0.2864632	-0.8219774	-0.8351595333333334
TFAP2A	-1.395945	2.6616138	2.8042987	1.3566558333333332
OXCT1	-1.395788	1.0959852	0.3011865	0.00046123333333336625
IL12RB2	1.395736	0.950708	2.0014494	1.4492978
ING1	-1.395127	-4.2744068	1.7839742	-1.2951865333333332
CASP3	1.394892	3.1237863	2.0305641	2.1830807999999995
SLC4A3	-1.393888	1.3422758	-2.6236639	-0.8917587
NOVA2	1.393751	1.2642542	-1.5456694	0.37077859999999996
NAMPT	-1.393623	-5.8724625	-2.7484077	-3.3381644
GCGR	-1.393244	0.5146522	-0.0200227	-0.2995381666666666
HOXD9	-1.393027	-2.0137484	0.7077511	-0.8996747666666667
PHF2	-1.393011	-2.2118846	0.8273145	-0.9258603666666666
DOHH	1.392533	-1.0593339	-4.8888799	-1.5185602666666667
SNORD35B///RPS11	-1.39253	0.2778825	-2.9381172	-1.3509215666666667
CCNG1	1.392374	0.4251588	0.8419674	0.8865000666666667
KCNAB1	-1.392082	-3.3156993	-1.2018199	-1.9698670666666667
MAP3K12	1.39163	-2.065543	-1.5388932	-0.7376020666666667
MTMR11	1.391621	1.698742	0.8500676	1.3134768666666667
PRM1	1.391537	-0.2220322	-0.1767683	0.3309121666666666
MYDGF	1.391177	5.1139155	3.5217297	3.3422740666666666
RAP2B	-1.390659	6.938997	-1.0438242	1.5015045999999999
CACNA1E	-1.390411	-0.5661123	-1.1925252	-1.0496828333333335
AGRN	1.390195	2.1003021	-2.2050642	0.42847763333333333
PPBP	1.389393	0.5907018	-0.4015444	0.5261834666666667
PBX3	1.389382	1.052418	2.4669367	1.6362455666666669
DNMBP	-1.388965	-1.4195052	-0.8817301	-1.2300667666666667
S1PR1	-1.388632	-3.2012655	-0.8152657	-1.8017210666666668
DENND3	-1.388568	-1.7096131	-3.0546776	-2.0509529
MAN2B2	-1.388029	1.1323087	-0.8158736	-0.35719796666666664
ARVCF	1.387196	2.7049499	-1.9169289	0.7250723333333333
MERTK	1.387135	-1.1296288	-1.5148274	-0.4191070666666667
TSTD2///TMOD1	1.386655	1.3945575	0.8127272	1.1979798999999998
GABRA5	-1.386173	1.0974115	1.2791065	0.33011499999999994
RAD51	1.385876	1.3473298	3.713871	2.1490256000000003
DPF2	-1.38578	0.4110414	2.3995381	0.4749331666666667
HOXD13	1.385649	0.951133	-0.8253654	0.5038055333333333
PEBP1	-1.385564	-1.9489647	-3.2787857	-2.2044381333333334
SHOX	-1.385523	-0.7796804	2.0964634	-0.02291333333333334
OTUD4	-1.385335	-2.0309767	-4.156	-2.5241039
R3HDM2	-1.385265	-0.6160676	-1.4135426	-1.1382917333333333
WAPL	1.385194	-3.0768971	-1.1323324	-0.9413451666666667
CLOCK	-1.38478	1.7821896	2.1747729	0.8573941666666666
IL12A	1.384475	-1.1855068	-0.7907331	-0.19725496666666667
MLLT3	1.383373	0.6917761	2.1120138	1.3957209666666668
NF2	1.383362	2.5494983	-3.2619825	0.22362593333333347
UTY	-1.383173	-2.1965552	-1.4998632	-1.6931971333333333
KL	-1.382937	-1.3402755	0.927318	-0.5986314999999999
PRODH2	-1.38283	-0.0002201	-5.0782059	-2.1537520000000003
TMED1	-1.382041	-1.1650322	0.5380206	-0.6696842
SERPINB6	-1.38162	1.6351892	2.96593	1.0731664
NECTIN3	1.381553	-2.5771614	-0.3072423	-0.5009502333333333
XPA	1.381059	0.5669234	1.8711328	1.2730384
MDFIC	1.380988	3.4745391	1.7884676	2.2146649
MIR5193///UBA7	1.380705	4.9571597	1.2308323	2.5228990000000002
CNGA1	1.380488	0.1040431	0.9741472	0.8195594333333333
CACNA1S	1.380435	-1.1908811	0.2440803	0.1445447333333334
CD96	1.379941	1.462953	2.0734021	1.6387653666666668
CDK4	-1.37962	-0.0580106	0.3900387	-0.3491973
PRAME	-1.379571	-0.3823317	0.9059164	-0.2853287666666667
DLGAP5	1.379371	4.3012024	3.3315586	3.0040440000000004
PDE4DIP	1.379345	1.7197442	2.5141864	1.8710918666666665
ZNF75D	1.379061	1.8281306	1.4752745	1.5608220333333334
HDDC2	1.379005	-0.9227701	-0.2514839	0.06825033333333334
GORASP1	1.378554	-1.180533	0.0873971	0.09513936666666667
ALDOC	-1.378495	-1.4559765	2.559272	-0.09173316666666675
NACA	-1.377574	-3.3763289	-4.6346476	-3.1295168333333336
EPS8	-1.377389	-3.6419848	0.8547707	-1.3882010333333337
RASGRP1	1.377247	4.5109151	1.5000432	2.4627351
BAZ1A	1.376841	-2.1760191	-2.7783768	-1.1925183
PDE6G	1.376716	-0.2646268	-1.7802552	-0.222722
TTLL5	1.37625	-0.4784464	-3.0500216	-0.717406
CSTF2T	1.375838	1.5657441	2.1875363	1.7097061333333332
HSD17B8	1.375749	2.3790059	2.2997774	2.0181774333333333
ZBTB33	1.375554	0.2741053	-0.6540801	0.3318597333333333
ABCF3	-1.375496	-0.4840775	-0.5538389	-0.8044707999999999
MLN	-1.375417	-0.1970229	0.1461646	-0.4754251
ASPH	1.375382	-1.883806	-2.9097261	-1.1393833666666666
MAP3K1	1.375317	2.9020252	-0.3697311	1.3025370333333333
BFSP2	-1.375079	-0.1019113	1.565435	0.029481566666666643
MXRA7	-1.374609	-0.6442443	-0.3922904	-0.8037145666666666
AFDN-AS1	-1.374501	0.481311	1.2586989	0.12183630000000001
PCMT1	1.374418	1.8251395	1.2309892	1.4768489
PRDX3	1.374195	-1.2335095	-1.1786636	-0.3459927
SMARCD3	-1.373642	-0.5061652	-1.6127209	-1.1641760333333335
B4GALT4	1.373509	1.1131263	1.5873251	1.3579868
CTAGE5	1.373379	3.0024237	-2.3464362	0.6764554999999999
RPP40	1.372392	-0.1580072	-0.3962275	0.27271910000000005
CDC25C	-1.371658	-2.1075725	-3.0112085	-2.163479666666667
EIF1AX	-1.371265	-3.8905138	-1.503367	-2.2550486
RECQL4	1.371051	-0.5997567	-3.2019421	-0.8102159333333333
CDKN2D	-1.370858	-2.4556054	-2.4129688	-2.0798107333333333
EEF1E1	1.369901	-0.4872132	-0.8231923	0.019831833333333344
TMEM30B	1.369656	-0.6741175	2.0945775	0.9300386666666668
SEL1L2///GPR37	-1.369386	0.0309987	-0.6793049	-0.6725640666666667
GAD1	-1.369305	-1.9116938	1.4485634	-0.6108117999999999
PEX3	1.368127	0.9006415	3.6586508	1.9758064333333334
INTS3	-1.368125	1.5168979	-2.9394784	-0.9302351666666667
PYY	1.367629	-0.8188233	-0.4256878	0.04103929999999998
PLCL2	1.367371	3.6044308	3.2368101	2.7362039666666664
UGP2	1.36689	-2.8467627	-0.582426	-0.6874329000000001
MIR6834///PFDN6	-1.366769	-0.6542174	-3.4811927	-1.8340596999999998
IGSF3	1.366354	2.1859795	0.6702025	1.4075120000000003
OSBPL8	-1.366311	-4.3689454	-0.9010857	-2.2121140333333336
C8G	-1.365865	-1.8019233	-1.6978305	-1.6218729333333333
NCOR2	-1.365684	-1.2714089	-2.8057859	-1.8142929333333333
TMED7-TICAM2///TMED7	1.365429	-0.5590899	2.2928291	1.0330560666666668
SYP	-1.365408	-1.4189932	0.1943922	-0.8633363333333334
PAK4	1.365301	1.1643179	-2.348375	0.06041463333333338
SUCO	1.365032	0.8382491	0.312698	0.8386597
DST	-1.363855	-3.1486304	-3.0146162	-2.5090338666666665
ZNF330	1.363823	-2.1390018	-2.4023815	-1.0591867666666668
CAPN2	1.363693	1.0325698	-1.7909231	0.2017799
FGF8	1.363528	-1.4708302	0.4526534	0.1151170666666667
ILK	1.363224	2.1902111	2.0979561	1.8837970666666666
PNPLA4	1.362724	1.831147	1.5545486	1.5828065333333334
ST3GAL1	1.362482	-0.3158267	-1.8433737	-0.2655728
PRRC2C	1.361912	-3.4196183	-5.1157377	-2.3911480000000003
CYP2C8	1.361541	1.1647118	-1.4447643	0.3604961666666667
LOC101930075///PKD1	-1.360989	-0.2226602	-4.5364038	-2.040017666666667
NKX3-2	1.36082	3.4482074	0.1321091	1.6470455
DLC1	-1.360217	-3.9120951	-3.1055167	-2.7926096
CHRNB3	-1.359652	-1.0868882	-0.5008488	-0.9824630000000001
EVX1	1.359593	-0.3953871	-0.7145212	0.08322823333333336
ATXN2L	-1.359156	-1.8137658	-3.7827939	-2.3185719000000002
ERI3	-1.358643	-1.5814417	-1.4759249	-1.4720031999999998
AQP6	-1.358567	1.4771295	-3.3538143	-1.0784172666666667
ALDH9A1	1.358317	1.423169	1.1902111	1.3238990333333334
CDRT1	1.358275	2.2457382	-1.5883371	0.6718920333333332
UTP20	1.357755	-1.5757716	-2.9442804	-1.054099
TLR2	1.357204	1.51604	0.2746845	1.0493095
BMS1P21///MBL1P	1.357054	-1.1414196	-1.2845154	-0.35629366666666673
CYP21A1P///CYP21A2	1.356859	-1.7286485	-2.0409542	-0.8042479
BICDL1	1.355693	0.5810757	1.3857691	1.1075126
DPY19L4	1.35546	1.0595445	1.0700109	1.1616718
IL6ST	-1.35521	-3.1361126	-3.7563622	-2.7492282666666665
PGGT1B	1.354782	0.67088	4.4986285	2.1747634999999996
CLU	-1.354669	0.3807314	0.5342852	-0.14655079999999998
RGR	-1.354641	-0.0553091	-2.8282112	-1.4127204333333332
HADHB	1.35428	0.4724344	3.3855816	1.737432
RPL38	-1.354092	-1.0338739	-4.3812341	-2.2564
PIAS1	1.354057	-3.5464233	-1.5835755	-1.2586472666666666
GPLD1	-1.353758	2.4517951	-1.5127234	-0.1382287666666667
POLR2A	-1.35367	-3.3404126	3.3056979	-0.46279489999999984
EIF1AY	-1.35364	-3.0175756	-2.8336635	-2.4016263666666666
KCTD7///RABGEF1	1.353589	1.8505835	-1.9001639	0.4346695333333333
OXT	-1.353581	2.3240431	-1.2948963	-0.10814473333333334
PDE10A	-1.353575	1.4677414	-2.0833068	-0.6563801333333333
MYEF2	-1.353536	0.2739839	1.6707425	0.19706346666666663
SEMA3A	1.3535	2.2879658	-0.6929103	0.9828518333333333
DBN1	-1.353005	-1.3645376	-0.798159	-1.1719005333333332
PHYH	-1.353001	-1.2054457	0.331825	-0.7422072333333335
COQ7	1.352778	0.6912057	-2.9633692	-0.30646183333333327
SIPA1L1	1.352695	1.378186	1.557846	1.4295756666666666
HNRNPF	1.352137	-2.61831	-2.0880066	-1.1180598666666668
MFAP5	-1.352069	-3.0844661	-0.655858	-1.697464366666667
PHACTR1	1.350974	-1.4590112	-3.4948376	-1.2009582666666667
ITGB1BP1	1.350554	2.3052877	1.4541351	1.7033256
IFNGR2	1.350486	2.3607469	1.9488234	1.8866854333333334
POLD4	1.350273	0.8018942	1.7631648	1.3051106666666668
NGDN	-1.349773	-2.4104444	-2.0175017	-1.9259063666666665
RRN3P1	1.349645	-1.9058777	-3.1806862	-1.2456396333333333
CEP57	-1.349206	3.524399	2.6671198	1.6141042666666667
RBFOX2	1.349196	1.7400005	-3.7565604	-0.2224546333333334
PPP1R37	-1.348764	-0.8505611	-3.2165879	-1.8053043333333332
PROCR	-1.348371	-2.9819552	0.0447588	-1.4285224666666665
SV2A	-1.348238	0.4763954	1.1263105	0.08482263333333333
SRRT	-1.347851	-2.1146273	-5.9550733	-3.1391838666666665
LAMTOR5	-1.347548	-1.1571854	2.8492104	0.11482566666666665
NUP62	1.347477	2.1730658	1.1711532	1.5638986666666668
NDUFB3	1.34741	1.8003949	2.4881592	1.8786547
TMEM246	-1.347032	-1.8932056	-2.1350431	-1.7917602333333331
CYP11B2	1.346884	-0.7637353	-2.2387029	-0.5518514
DPYSL4	-1.346726	-3.7747136	-1.6966141	-2.272684566666667
CSNK1G2	-1.346628	1.0056744	-4.795501	-1.7121515333333333
DDN	-1.346449	1.3541967	-1.9104031	-0.6342184666666667
PTK6	1.346115	-0.3092481	1.7901239	0.9423302666666666
FXN	-1.345204	-0.3164215	-1.2115333	-0.9577195999999999
CDH13	1.34468	1.8980444	2.9927169	2.078480433333333
DDX6	-1.343908	0.3199933	2.6195807	0.5318886666666667
POFUT2	-1.342	1.3024319	-2.6650337	-0.9015339333333333
STK11	-1.341789	1.0550172	-3.1067078	-1.1311598666666667
PKIG	-1.341785	-2.6880102	0.0533849	-1.3254700999999998
GPRC5B	-1.341771	-1.6263899	-2.4706772	-1.8129460333333334
DIDO1	-1.341391	-2.3566082	2.339468	-0.4528437333333333
CSTF2	1.340989	2.8524309	-0.6376704	1.1852498333333334
CSF1R	-1.340358	8.4445506	3.5395899	3.5479275
PPP2R5B	-1.340123	-1.3490166	-2.6070825	-1.7654073666666665
OVGP1	-1.339329	-3.1905961	-2.5884273	-2.3727841333333335
CXCL11	1.33924	2.4743442	4.1859298	2.666504666666667
RPLP0	-1.339206	-2.2328635	-4.6473504	-2.7398066333333335
PNP	-1.33887	-2.130396	-0.6181052	-1.3624570666666667
TIMM17A	-1.338451	-2.2373694	1.2555277	-0.7734309
RNF6	1.337881	1.7740606	1.9102088	1.6740501333333333
EDC4	1.337819	-0.8988545	-1.154458	-0.2384978333333333
ARHGAP1	1.337751	1.2247331	-6.0567008	-1.1647389
GCOM1///POLR2M	-1.337707	-2.3794102	0.9577038	-0.9198044666666667
EIF3K	-1.336903	-1.181206	1.201246	-0.4389543333333333
MINOS1P1	1.335546	0.1291646	-2.569798	-0.3683624666666667
ARL6IP5	1.335524	2.1165895	3.5452096	2.332441033333333
POLA1	1.335166	-0.7152266	1.9186553	0.8461982333333333
SMAD1	-1.334724	-1.5973211	-2.246346	-1.7261303666666665
NUP205	1.334664	-1.3058276	-1.8679605	-0.6130413666666666
TUBB	1.334458	2.0735877	1.7324044	1.7134833666666667
TOX	1.334172	2.4145503	3.1999983	2.3162401999999997
ADNP	1.334164	1.4280856	2.8743527	1.8788674333333333
C15orf38-AP3S2///AP3S2	1.333836	-1.0046776	1.9633099	0.7641561000000001
MFN1	1.333107	2.2480713	1.630195	1.7371244333333333
SEMA6C	1.33308	0.5931953	-2.3493769	-0.14103386666666676
C7	-1.332994	-2.9069694	-1.3680949	-1.8693527666666665
PCNX2	1.332791	-1.3256976	-1.0593747	-0.35076043333333334
HNRNPA2B1	1.331679	-1.0680508	0.5381506	0.26725960000000004
POGZ	1.331618	1.8770719	-0.5311846	0.8925017666666667
FOXD1	-1.331555	-2.2124102	1.3279927	-0.7386574999999999
PKD2	1.331104	-2.4157591	0.1642376	-0.3068058333333333
IFI44L	1.331001	2.5500583	1.3617933	1.7476175333333333
NPIPB15	1.330948	-1.732533	-3.1019321	-1.1678390333333333
PPP2CA	1.330919	-1.2036823	1.8398096	0.6556820999999999
DIS3	-1.330908	-2.966669	-1.3655348	-1.8877039333333334
SMARCA4	-1.33082	-1.9205013	-4.3881382	-2.5464865
STK10	1.330813	3.139155	2.2146704	2.2282128
RPS24	-1.330736	-1.1568358	-3.942342	-2.1433046
KIAA1549L	1.329699	0.2992056	-0.4452702	0.39454480000000003
MME	-1.329566	2.3429283	-0.7140163	0.099782
EIF2S3	1.32931	1.3340452	-1.1381448	0.5084034666666666
SPATA2	1.329221	-3.910926	1.848885	-0.24427333333333334
NCAN	1.328712	0.7253285	-2.3187959	-0.08825179999999995
C18orf25	-1.32869	-1.1286593	-2.4441984	-1.6338492333333334
CDC16	1.3285	4.0002441	3.947344	3.0920293666666665
SNORD83B///SNORD139///RPL3	-1.32814	-0.7711417	-4.120885	-2.0733889
ECHS1	-1.328094	1.9800986	0.5650697	0.4056914333333333
SAFB2	-1.327487	-2.1174615	-3.0897554	-2.1782346333333336
NR1I3	1.327349	0.5327856	0.8249344	0.895023
AFAP1	1.327328	0.8761575	-2.1173667	0.028706266666666796
LOC100506603	1.327242	-0.373177	0.6001528	0.5180726
ACHE	-1.32717	0.8458099	2.6860889	0.7349096
ECI1	-1.326754	-1.2425855	1.2651815	-0.4347193333333333
KCNB1	-1.326377	-2.4319734	-0.5596459	-1.4393321
PTPRM	-1.326183	-0.7027868	-2.0221038	-1.350357866666667
TNFRSF4	1.32596	0.9376349	2.000058	1.4212176333333335
PPP1CB	1.325778	-4.6997861	-2.7649307	-2.046312933333333
SRR	1.324662	3.1857924	1.5771922	2.0292155333333333
LDB2	-1.324662	-0.7265955	0.8067027	-0.41485160000000004
ARL2	-1.324562	-0.7324938	0.4466627	-0.5367977
STAR	1.324512	2.2627549	0.1056897	1.2309855333333333
CKMT2	-1.324272	0.5049217	0.9664874	0.049045700000000046
AKR1B1	-1.323538	-3.3504359	0.2218299	-1.4840479999999998
YBX1	-1.323317	-0.5080253	-2.8066511	-1.5459978
PRPF4B	-1.323293	0.806827	2.469045	0.6508596666666666
INPP5J	1.323026	0.2671979	0.2344893	0.6082377333333334
WNT7A	1.322994	-1.0864102	-0.6006673	-0.12136116666666667
UBE3C	1.32264	0.3575871	-0.4321201	0.4160356666666667
PFKM	-1.322622	-1.2137377	0.0080941	-0.8427552
DNAJC6	-1.322537	-0.5064919	0.8337454	-0.33176116666666666
ANXA9	1.322451	-2.2913898	-2.6965042	-1.2218143333333333
SOCS7	-1.321816	-1.2377921	0.0098577	-0.8499168
SERPINA4	-1.321753	-0.5063312	-2.6352075	-1.4877639
DEXI	-1.321499	-2.3060507	-1.028047	-1.5518655666666668
ADARB1	1.321275	-1.3832507	-3.9158197	-1.3259318
CRAT	-1.320741	-1.3498461	-1.4153841	-1.3619903999999998
PGF	1.320615	-1.7594406	-3.8278807	-1.4222354333333334
HIST1H2AL	-1.320369	0.1357709	0.4162466	-0.2561171666666666
MBP	-1.320192	1.5514058	-1.9562818	-0.5750226666666667
GULP1	-1.32016	-1.760015	-1.8674729	-1.6492159666666666
ATP6V0A2	1.319997	3.8256732	-1.742667	1.1343344000000002
ADCY6	-1.319965	-0.2649965	-3.3920369	-1.6589994666666668
ZNF253	1.31969	0.2554613	1.1241087	0.8997533333333333
GLOD4	1.319605	2.4875847	5.2379499	3.0150465333333334
LRRC41	-1.318974	-1.1751629	1.4751925	-0.3396481333333334
LINC00597	-1.318703	1.9054296	-2.6758823	-0.6963852333333334
CYLC2	1.318588	-0.1055668	0.8791056	0.6973756
ACOX2	1.318136	1.9959915	0.5686576	1.2942616999999998
ISL1	-1.318112	-0.3773501	1.7892196	0.03125250000000005
TCL1B	-1.317777	-0.0445974	-0.3357375	-0.5660373
PRELID3A	1.317655	2.0405116	-2.624907	0.2444198666666666
ACAN	1.317608	1.9646128	3.1424893	2.1415700333333336
CEP152	-1.317151	1.8552759	-2.3420724	-0.6013158333333334
FAM127A	-1.317085	0.5394188	1.7842229	0.3355189
PUM3	1.317049	-2.1049226	-2.2370191	-1.0082975666666667
GALNT10	1.316698	0.7313422	-2.8089136	-0.25362446666666666
ASXL1	-1.31628	-2.9178516	-4.359223	-2.8644515333333334
PTPRF	-1.316145	1.2158789	-2.5134534	-0.8712398333333332
SMARCC1	1.316124	-1.1472074	-5.1897792	-1.6736208666666668
DAPK1	1.315497	0.4182641	-1.7745744	-0.013604433333333388
PCMTD2	1.315214	0.8169604	1.7921387	1.3081043666666667
HSBP1	1.315203	2.9096315	2.006841	2.0772251666666666
MAGEA6///MAGEA3	1.315193	-2.6471473	1.5774872	0.08184430000000005
IFT88	-1.314122	1.1634081	1.5815722	0.4769527666666667
GNAI1	-1.313175	-0.9850222	-0.7414901	-1.0132291
WDR1	1.313138	2.9254692	-5.3660254	-0.37580606666666644
SORT1	1.313065	-1.4057053	-3.7784546	-1.2903649666666668
TCF15	-1.312242	0.3117856	-1.7251455	-0.9085339666666666
LECT2	1.312142	-1.1360122	0.4163552	0.19749499999999998
TBL2	1.311963	1.4844109	-0.7586196	0.6792514333333334
DSG3	1.31179	-0.1032768	2.3646231	1.1910454333333333
EED	1.311478	2.9926729	4.4113507	2.9051671999999997
MC5R	1.311249	1.0516066	0.7606839	1.0411798333333333
CREBZF	1.31098	-4.2865516	1.9081139	-0.35581923333333343
TFAP4	-1.310675	-2.0948378	-1.7476962	-1.7177363333333335
ST3GAL2	1.310595	1.8763444	-1.4434777	0.5811539
CASK	1.310534	-0.6277664	2.2335	0.9720892
NR1H3	1.310327	4.2727174	2.2574057	2.613483366666667
DAPK2	-1.310159	1.3514483	-1.6934648	-0.5507251666666667
DUSP11	1.310131	0.4679097	1.4909824	1.0896743666666666
ARHGEF5	-1.309683	0.795586	1.910432	0.46544500000000005
BAP1	-1.309436	-1.6113475	-1.9042945	-1.6083593333333333
RPS10	-1.309264	-1.514036	-3.9088536	-2.2440512
GGA2	1.308776	3.8104655	-3.2815847	0.6125522666666665
ORC5	1.308554	1.3258909	3.2805531	1.9716660000000001
DCBLD2	-1.308527	-0.4424438	-0.476428	-0.7424662666666667
TRPM1	1.307725	-0.8675368	1.8743607	0.7715163
AK1	1.30765	2.4210032	-1.6633433	0.6884366333333333
RPS28	-1.307023	-2.1764102	-4.5952321	-2.692888433333333
CNNM2	-1.306874	-2.8294058	-2.028802	-2.055027266666667
NUDT1	1.306804	4.3404511	2.490343	2.7125327000000006
PRKACG	-1.30678	-0.4832585	-2.005635	-1.2652245
CHMP1A	1.306723	1.3667705	-2.3527451	0.10691613333333343
ANP32A	1.304535	-1.6923521	3.3673533	0.9931787333333334
PPARD	1.304408	1.380413	2.8749609	1.8532606333333332
ARPC1A	1.304387	4.3690888	1.9070203	2.5268320333333336
MAP2K4	1.3041	1.9128586	1.9936976	1.7368854
KIF25-AS1	1.303498	2.7180304	1.553436	1.858321466666667
